Wch U14,Cannes,1997.??.??,1,"Jobava, Baadur","Leal, Joao Victor",,,A76,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'g6'], ['Nc3', 'Bg7'], ['Nf3', 'd6'], ['e4', 'e6'], ['Be2', 'exd5'], ['cxd5', 'O-O\n'], ['O-O', 'Re8'], ['Qc2', 'Na6'], ['Nd2', 'Nb4'], ['Qd1', 'b6'], ['Re1', 'Ba6'], ['Bxa6', 'Nxa6'], ['Nc4', 'Qd7\n'], ['a4', 'Ng4'], ['Nb5', 'Bf8'], ['Nbxd6', 'Bxd6'], ['Nxd6', 'Qxd6'], ['Qxg4', 'Qxd5'], ['Bg5', 'Qe5'], ['Qh4', 'Re6\n'], ['Rad1', 'Qxb2'], ['f4', 'c4'], ['f5', 'Rc6'], ['e5', 'c3'], ['Bh6', 'Re8'], ['Qe7', 'Rcc8'], ['Qf6', '']]",1-0
5th Open,Dubai UAE,2003.04.20,1,"Jobava,Ba","Safarli,E",,,B81,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['g4', 'h6'], ['h4', 'Nc6'], ['Rg1', 'h5\n'], ['gxh5', 'Nxh5'], ['Bg5', 'Nf6'], ['Qd2', 'Qb6'], ['Be3', 'Qxb2'], ['Rb1', 'Qa3'], ['e5', 'Nxe5'], ['Rg5', 'Rxh4\n'], ['f4', 'Nfd7'], ['fxe5', 'Nxe5'], ['Rxe5', 'dxe5'], ['Bb5+', 'Ke7'], ['Bg5+', 'f6'], ['Bxh4', 'exd4\n'], ['Qxd4', 'Qd6'], ['Qe4', 'Kf7'], ['Bc4', 'Rb8'], ['Ne2', 'Qc5'], ['Rb5', 'Qe7'], ['Nf4', 'Bd7'], ['Qg6+', 'Kg8\n'], ['Bd3', 'Qd6'], ['Qh7+', 'Kf7'], ['Bg6+', 'Ke7'], ['Bxf6+', '']]",1-0
5th Open,Dubai UAE,2003.04.21,2,"Al Sayed,Mohamad","Jobava,Ba",,,C41,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nbd7'], ['Bc4', 'Be7'], ['O-O', 'O-O'], ['Re1', 'h6'], ['a4', 'a5\n'], ['Nh4', 'exd4'], ['Qxd4', 'Ne5'], ['Nf3', 'c5']]",0-1
5th Open,Dubai UAE,2003.04.22,3,"Jobava,Ba","Kuzmin,A",,,C59,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['Ng5', 'd5'], ['exd5', 'Na5'], ['Bb5+', 'c6'], ['dxc6', 'bxc6'], ['Be2', 'h6\n'], ['Nf3', 'e4'], ['Ne5', 'Bd6'], ['d4', 'exd3'], ['Nxd3', 'Qc7'], ['b3', 'O-O'], ['Bb2', 'Re8'], ['h3', 'Ne4\n'], ['O-O', 'Qe7'], ['Bg4', 'f5'], ['Bh5', 'Rf8'], ['Qe1', 'Nb7'], ['Bf3', 'Bd7'], ['Nd2', 'Rae8'], ['Bh5', 'Rd8\n'], ['Nc4', 'Qh4'], ['Bf3', 'Rfe8'], ['Nxd6', 'Nbxd6'], ['Ne5', 'Ng5'], ['Qc3', 'Nde4'], ['Bxe4', 'Nxe4\n'], ['Qe3', 'Nf6'], ['Qxa7', 'f4'], ['Rad1', '']]",1-0
5th Open,Dubai UAE,2003.04.23,4,"Jobava,Ba","Timofeev,Ar",,,D76,"[['d4', 'Nf6'], ['c4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'd5'], ['cxd5', 'Nxd5'], ['Nf3', 'Nb6'], ['O-O', 'Nc6'], ['e3', 'O-O\n'], ['Nc3', 'Re8'], ['Re1', 'a5'], ['d5', 'Bxc3'], ['bxc3', 'Qxd5'], ['Nd4', 'Qc4'], ['Nxc6', 'bxc6'], ['Qd4', 'Rb8\n'], ['Ba3', 'e5'], ['Qc5', 'Qxc5'], ['Bxc5', 'e4'], ['Red1', 'Na4'], ['Ba7', 'Rb7'], ['Bd4', 'f5'], ['Bf1', 'c5\n'], ['Bf6', 'Kf7'], ['Bg5', 'Be6'], ['Rd2', 'Reb8'], ['Bf4', 'c4'], ['Rd4', 'Nb2'], ['f3', 'Nd3'], ['fxe4', 'fxe4\n'], ['g4', 'Rb1'], ['Rxb1', 'Rxb1'], ['Rxe4', 'Bxg4'], ['Kg2', 'Be6'], ['Bxd3', 'cxd3'], ['Rd4', 'Bxa2'], ['Rxd3', 'a4\n'], ['Bxc7', 'a3'], ['c4', 'Bb3'], ['Be5', 'Ke6'], ['Bd4', 'a2'], ['e4', 'Bc2'], ['Ra3', 'Bxe4+'], ['Kf2', 'Rh1\n'], ['Ke3', 'Re1+'], ['Kf2', 'Rh1'], ['Ke3', 'Bb1'], ['Ra6+', 'Kf5'], ['Ra5+', 'Kg4'], ['Be5', 'Re1+'], ['Kd4', 'Rd1+\n'], ['Kc3', 'Rc1+'], ['Kb4', 'h5'], ['Ra3', 'g5'], ['c5', 'Kf5'], ['Bc3', 'Ke6'], ['Ra6+', 'Kd7'], ['Bd2', 'Rg1\n'], ['h3', 'Rg2'], ['Bc3', 'Be4'], ['Rd6+', 'Kc8'], ['Ra6', 'Bb7']]",1/2-1/2
5th Open,Dubai UAE,2003.04.24,5,"Sakaev,K","Jobava,Ba",,,E80,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f3', 'c6'], ['Be3', 'a6'], ['a4', 'a5'], ['Bd3', 'Na6'], ['Nge2', 'Nb4\n'], ['O-O', 'O-O'], ['Qd2', 'Nd7'], ['Rad1', 'c5'], ['Bb1', 'cxd4'], ['Nxd4', 'Nc5'], ['Qe2', 'Bd7'], ['Ndb5', 'Qc8\n'], ['Rf2', 'Be6'], ['Qf1', 'Ra6'], ['Bc2', 'Qb8'], ['f4', 'Qc8'], ['Bd4', 'Bxd4'], ['Nxd4', 'Rb6'], ['f5', 'Bd7\n'], ['Ndb5', 'Qd8'], ['Bb1', 'Rc6'], ['Kh1', 'Ra6'], ['h3', 'Rc6'], ['Qe2', 'Rc8'], ['Rdf1', 'Bxb5'], ['cxb5', 'Nd7\n'], ['Qe3', 'Qb6'], ['Qh6', 'Ne5'], ['f6', 'exf6'], ['Rxf6', 'Qd4'], ['R6f2', 'Nc4'], ['e5', 'Qxe5'], ['Ne4', 'Qg7\n'], ['Nf6+', 'Kh8'], ['Qf4', 'Ne5'], ['Rd2', 'Rfd8'], ['Rd4', 'Nd7'], ['Rxd6', 'Nxf6'], ['Qxf6', 'Qxf6'], ['Rdxf6', 'Rd7\n'], ['Be4', 'Kg7'], ['R6f2', 'Rc4'], ['Bf3', 'b6'], ['Re2', 'Rcd4'], ['Re8', 'h5'], ['Rb8', 'R4d6'], ['b3', 'Re7\n'], ['Kh2', 'h4'], ['Bc6', 'Nxc6'], ['Rxb6', 'Ree6'], ['bxc6', 'Rxc6']]",1/2-1/2
5th Open,Dubai UAE,2003.04.25,6,"Jobava,Ba","Motylev,A",,,B63,"[['e4', 'c5'], ['Nf3', 'd6'], ['Nc3', 'Nf6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Bg5', 'Qb6'], ['Nb3', 'e6'], ['Qd2', 'a6\n'], ['O-O-O', 'Be7'], ['f3', 'O-O'], ['g4', 'Qc7'], ['h4', 'Rd8'], ['Bxf6', 'Bxf6'], ['g5', 'Be7'], ['f4', 'b5\n'], ['h5', 'b4'], ['Na4', 'Rb8'], ['g6', 'Bf6'], ['Kb1', 'Na7'], ['gxf7+', 'Kxf7'], ['h6', 'g6'], ['f5', 'exf5\n'], ['exf5', 'Bxf5'], ['Bh3', 'Bxh3'], ['Rxh3', 'Kg8'], ['Rf3', 'Rf8'], ['Rdf1', 'Qe7'], ['Nb6', 'Qe5'], ['Nc4', 'Bg5\n'], ['Nxe5', 'Bxd2'], ['Nd7', 'Bxh6'], ['Nxb8', 'Rxb8'], ['Nd4', 'Re8'], ['Rf6', 'Bg7'], ['Rxd6', 'Nb5'], ['Nxb5', 'axb5\n'], ['Rb6', 'Rf8'], ['Rxf8+', 'Bxf8'], ['Kc1', 'Kf7'], ['Kd2', 'h5'], ['Rxb5', 'Be7'], ['Ke3', 'g5'], ['Ke4', 'Ke6\n'], ['c4', 'bxc3'], ['bxc3', 'Kd6'], ['a4', 'Kc6'], ['c4', 'Bc5'], ['a5', 'h4'], ['Kf3', 'h3'], ['Kg3', 'g4'], ['a6', 'Bd6+\n'], ['Kxg4', 'h2'], ['a7', '']]",1-0
5th Open,Dubai UAE,2003.04.26,7,"Sargissian,G","Jobava,Ba",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['O-O', 'Na6'], ['Re1', 'c6\n'], ['Bf1', 'Bg4'], ['d5', 'Nb4'], ['Be2', 'a5'], ['h3', 'Bd7'], ['Bg5', 'h6'], ['Be3', 'c5'], ['Nh2', 'Nh7'], ['a3', 'Na6\n'], ['Qd2', 'Ng5'], ['h4', 'Nh7'], ['h5', 'Ng5'], ['Bxg5', 'Qxg5'], ['Qxg5', 'hxg5'], ['hxg6', 'fxg6'], ['Bg4', 'Bxg4\n'], ['Nxg4', 'Kf7'], ['Nb5', 'Ke7'], ['g3', 'Kd7'], ['Kg2', 'Rh8'], ['Rh1', 'Rh5'], ['Rad1', 'Nc7'], ['Nxc7', 'Kxc7\n'], ['a4', 'Rah8'], ['Rhe1', 'Bf8'], ['Re3', 'Be7'], ['Rf3', 'R5h7'], ['Re3', 'Bd8'], ['Rb3', 'b6'], ['Re3', 'Kd7\n'], ['Ree1', 'Ke7'], ['Rh1', 'Kf7'], ['Rxh7+', 'Rxh7'], ['Ne3', 'Be7'], ['Kf3', 'Bf6'], ['Kg4', 'Rh2'], ['Rf1', 'Kg7\n'], ['Nc2', 'Kf7'], ['Ne1', 'Kg7'], ['Nf3', 'Rh5'], ['Rg1', 'Be7'], ['Rg2', 'Rh1'], ['Nxg5', 'Bxg5'], ['Kxg5', 'Rh5+\n'], ['Kg4', 'Rh1'], ['f3', 'Rc1'], ['Rh2', 'Rxc4'], ['Kg5', 'Rxa4'], ['Rh6', 'Rb4'], ['Rxg6+', 'Kf7'], ['Rxd6', 'Ke7\n'], ['Rc6', 'a4'], ['Kf5', 'Rxb2'], ['Kxe5', 'Kd7'], ['Rh6', 'a3'], ['Rh7+', 'Kc8'], ['Ra7', 'a2'], ['d6', 'Kb8\n'], ['Ra3', 'Rd2'], ['Ke6', 'b5'], ['d7', 'Kc7'], ['Ra7+', 'Kc6'], ['Ra6+', 'Kc7'], ['Ra7+', 'Kc6'], ['Ra6+', 'Kc7\n'], ['Ra7+', 'Kc6'], ['Ra6+', '']]",1/2-1/2
5th Open,Dubai UAE,2003.04.28,8,"Alekseev,E","Jobava,Ba",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'Nf6'], ['Nc3', 'cxd4'], ['Nxd4', 'a6'], ['f3', 'b5'], ['Be3', 'Bb7'], ['g4', 'b4\n'], ['Na4', 'e6'], ['Qd2', 'Nc6'], ['O-O-O', 'Nd7'], ['b3', 'Be7'], ['Nb2', 'O-O'], ['Kb1', 'Qc7'], ['Nxc6', 'Bxc6\n'], ['Qxb4', 'a5'], ['Qd2', 'a4'], ['Be2', 'Rfb8'], ['h4', 'Nc5'], ['Bc4', 'axb3'], ['cxb3', 'd5'], ['exd5', 'exd5\n'], ['Bxd5', 'Rd8'], ['Bxc6', 'Rxd2'], ['Bxa8', 'Re2'], ['Rhe1', 'Rxe1'], ['Rxe1', 'Qa5'], ['Rc1', 'Qxa8\n'], ['Bxc5', 'Bxh4'], ['Bd4', 'h5'], ['gxh5', 'Qxf3'], ['Rd1', 'Qxh5'], ['a4', 'Be7'], ['Ka2', 'f5'], ['Rg1', 'g5\n'], ['a5', 'Qe2'], ['Rh1', 'Qd2'], ['Rh8+', 'Kf7'], ['Rh7+', 'Ke8']]",0-1
5th Open,Dubai UAE,2003.04.29,9,"Jobava,Ba","Volkov,S",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Nf3', 'Nf6'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['h3', 'h6'], ['Nbd2', 'Re8\n'], ['c3', 'c6'], ['Re1', 'Nbd7'], ['Nf1', 'Rxe1'], ['Qxe1', 'Nf8'], ['Bd2', 'Be6'], ['Ng3', 'Qc7']]",1/2-1/2
4th IECC,Istanbul TUR,2003.05.30,1,"Kilicaslan,H","Jobava,Ba",,,A47,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['e3', 'b6'], ['Bd3', 'Bb7'], ['Nbd2', 'c5'], ['O-O', 'Be7'], ['Qe2', 'O-O'], ['c3', 'Nc6\n'], ['a3', 'd5'], ['b4', 'Nd7'], ['e4', 'dxe4'], ['Nxe4', 'cxd4'], ['cxd4', 'Nf6'], ['Bb2', 'Nd5'], ['Qd2', 'Qb8\n'], ['g3', 'Rd8'], ['b5', 'Na5'], ['Qe2', 'Nf6'], ['Neg5', 'h6'], ['Bg6', 'hxg5'], ['Bxf7+', 'Kxf7'], ['Nxg5+', 'Kg6\n'], ['Qc2+', 'Ne4'], ['Nxe4', 'Qc8'], ['Qe2', 'Qc4'], ['Qg4+', 'Kf7'], ['d5', 'e5'], ['Bxe5', 'Qxd5'], ['Qxg7+', 'Ke6\n'], ['Rfe1', 'Rg8'], ['Qh6+', 'Kf7'], ['Nd6+', 'Bxd6'], ['Qf6+', 'Ke8'], ['Bxd6+', '']]",1-0
4th IECC,Istanbul TUR,2003.05.31,2,"Jobava,Ba","Zueger,B",,,C06,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['c3', 'c5'], ['Bd3', 'Nc6'], ['Ne2', 'cxd4'], ['cxd4', 'f6\n'], ['exf6', 'Nxf6'], ['Nf3', 'Bd6'], ['O-O', 'O-O'], ['Bf4', 'Bxf4'], ['Nxf4', 'Ne4'], ['Ne2', 'Rxf3'], ['gxf3', 'Ng5\n'], ['Kh1', 'e5'], ['dxe5', 'Nxe5'], ['Ng1', 'Qf6'], ['Be2', 'Bd7'], ['Qxd5+', 'Kh8'], ['Rfd1', 'Bc6'], ['Qd6', 'Ne6\n'], ['Rac1', 'Nf7'], ['Qb4', 'a5'], ['Qc3', 'Ne5'], ['Rd6', 'Qf5'], ['Rcd1', 'Ng4'], ['Nh3', 'Ne5'], ['Ng5', 'Qxg5\n'], ['Rxe6', 'Ng4'], ['Qd4', 'Qh4'], ['Rh6', 'Qxf2'], ['Qd8+', '']]",1-0
4th IECC,Istanbul TUR,2003.06.01,3,"Mamedov,Rau","Jobava,Ba",,,C41,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nbd7'], ['Bc4', 'Be7'], ['O-O', 'O-O'], ['a4', 'a5'], ['Ba2', 'h6\n'], ['h3', 'c6'], ['Be3', 'Re8'], ['Re1', 'Qc7'], ['Nh4', 'Nf8'], ['Qf3', 'Be6'], ['Nf5', 'Ng6'], ['Qg3', 'Kh7\n'], ['Qf3', 'Kh8'], ['g3', 'exd4'], ['Bxd4', 'Ne5'], ['Bxe5', 'dxe5'], ['Rad1', 'Rad8'], ['Bxe6', 'fxe6\n'], ['Nxe7', 'Qxe7'], ['Qe3', 'Qb4'], ['b3', 'Rd4'], ['Rd3', 'Red8'], ['Red1', 'Kh7'], ['Kg2', 'R8d6'], ['f4', 'Nd7\n'], ['fxe5', 'Rxd3'], ['cxd3', 'Nxe5'], ['d4', 'Qxb3'], ['Rd2', 'Nc4'], ['Qd3', 'e5'], ['Rf2', 'Rxd4'], ['Qf3', 'Rd6']]",0-1
4th IECC,Istanbul TUR,2003.06.02,4,"Jobava,Ba","Movsesian,S",,,D13,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['Nf3', 'a6'], ['cxd5', 'cxd5'], ['Bf4', 'Nc6'], ['Ne5', 'Qb6'], ['Nxc6', 'bxc6\n'], ['Qd2', 'Bf5'], ['e3', 'Ne4'], ['Nxe4', 'Bxe4'], ['a3', 'e6'], ['Rc1', 'Be7'], ['Be2', 'g5'], ['Be5', 'f6\n'], ['f3', 'fxe5'], ['fxe4', 'O-O'], ['Bg4', 'dxe4'], ['Bxe6+', 'Kh8'], ['Rc4', 'Rad8'], ['Qc3', 'Rd6'], ['Bg4', 'exd4\n'], ['exd4', 'Rf4'], ['Be2', 'Bf6'], ['Rb4', 'Qd8'], ['g3', 'Rf5'], ['Rf1', 'Rxf1+'], ['Bxf1', 'a5'], ['Rb7', 'Rxd4\n'], ['Qc2', 'a4'], ['Be2', 'Qa5+'], ['Kf1', 'Qf5+'], ['Kg2', 'Qd5'], ['Rb8+', 'Kg7'], ['Rb7+', 'Kh6'], ['Qb1', 'Rd2\n'], ['Qf1', 'Kg6'], ['Kh1', 'g4'], ['Rb8', 'Rc2'], ['h4', 'gxh3'], ['Qxh3', 'e3+'], ['Kg1', 'Rc1+'], ['Bf1', 'h5\n'], ['Re8', 'Qf3'], ['Qg2', 'Qf5'], ['Qe2', 'Bd4'], ['Rg8+', 'Kf7'], ['Rd8', 'Rxf1+']]",0-1
4th IECC,Istanbul TUR,2003.06.03,5,"Kritz,L","Jobava,Ba",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f3', 'b5'], ['a4', 'b4'], ['Nd5', 'Nxd5\n'], ['exd5', 'Bb7'], ['Nf5', 'Qa5'], ['Bc4', 'e5'], ['Be3', 'Nd7'], ['Qd2', 'g6'], ['Ng3', 'f5'], ['Ne2', 'Rc8\n'], ['Bb3', 'Nc5'], ['Bxc5', 'Rxc5'], ['O-O-O', 'Bg7'], ['Kb1', 'Ke7'], ['h4', 'h5'], ['g4', 'Bh6'], ['Qd3', 'Bc8\n'], ['gxh5', 'gxh5'], ['Ng3', 'Kf7'], ['Rhg1', 'Qd8']]",1-0
4th IECC,Istanbul TUR,2003.06.03,5,"Kritz,L","Jobava,Ba",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f3', 'b5'], ['a4', 'b4'], ['Nd5', 'Nxd5\n'], ['exd5', 'Bb7'], ['Nf5', 'Qa5'], ['Bc4', 'e5'], ['Be3', 'Nd7'], ['Qd2', 'g6'], ['Ng3', 'f5'], ['Ne2', 'Rc8\n'], ['Bb3', 'Nc5'], ['Bxc5', 'Rxc5'], ['O-O-O', 'Bg7'], ['Kb1', 'Rc7'], ['h4', 'h5'], ['g4', 'Bh6'], ['Qd3', 'Bc8\n'], ['gxh5', 'gxh5'], ['Ng3', 'Rf7'], ['Rhg1', 'Qd8'], ['Qc4', 'Be3'], ['Rg2', 'Rg8'], ['Qe2', 'f4'], ['Ne4', 'Rxg2\n'], ['Qxg2', 'Bf5'], ['Ng5', 'Rg7'], ['Bc4', 'Qb6'], ['b3', 'Ke7'], ['Qe2', 'a5'], ['Bd3', 'Bd7'], ['Bc4', 'Bf2\n'], ['Ne4', 'Bg1'], ['Rd3', 'Bf5'], ['Ka2', 'Bh3'], ['Ng5', 'Bd7'], ['Ne6', 'Bxe6'], ['dxe6', 'Qf2'], ['Qd1', 'Rg2\n'], ['Kb1', 'Qb6'], ['Qf1', 'Rg7'], ['Rd1', 'Qf2'], ['Qd3', 'Qd4'], ['Qf1', 'Qe3'], ['Bd5', 'Qc3'], ['Qb5', 'Qc7\n'], ['Qd3', 'Bd4'], ['Qb5', 'Rg3'], ['Bc4', 'Bc5'], ['Qa6', 'Rg8'], ['Bd5', 'Bf2'], ['Qd3', 'Rg7'], ['Bc4', 'Qc6\n'], ['Bb5', 'Qc5'], ['Qe4', 'Kf6'], ['Bc4', 'Qc7']]",1-0
4th IECC,Istanbul TUR,2003.06.05,6,"Jobava,Ba","Bocharov,D",,,B60,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bg5', 'Qb6'], ['Nb3', 'e6'], ['Qd2', 'a6\n'], ['f3', 'Be7'], ['O-O-O', 'O-O'], ['g4', 'Rd8'], ['h4', 'Qc7'], ['Bxf6', 'Bxf6'], ['g5', 'Bxc3'], ['Qxc3', 'b5\n'], ['h5', 'b4'], ['Qe3', 'a5'], ['g6', 'a4'], ['Nd4', 'Nxd4'], ['Qxd4', 'b3'], ['Bc4', 'bxa2'], ['Bxa2', '']]",1-0
4th IECC,Istanbul TUR,2003.06.05,6,"Jobava,Ba","Bocharov,D",,,B60,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bg5', 'Qb6'], ['Nb3', 'e6'], ['Qd2', 'a6\n'], ['f3', 'Be7'], ['O-O-O', 'O-O'], ['g4', 'Rd8'], ['h4', 'Qc7'], ['Bxf6', 'Bxf6'], ['g5', 'Bxc3'], ['Qxc3', 'b5\n'], ['h5', 'b4'], ['Qe3', 'a5'], ['g6', 'a4'], ['Nd4', 'Nxd4'], ['Qxd4', 'b3'], ['Bc4', 'bxa2'], ['Bxa2', 'Qa7\n'], ['Qe5', 'a3'], ['b4', 'Qe3+'], ['Kb1', 'Rb8'], ['c3', 'Qe2'], ['gxf7+', 'Kf8'], ['Qh2', 'Qxf3'], ['Qd2', 'Bb7\n'], ['Rhe1', 'Bxe4+'], ['Ka1', 'd5'], ['h6', 'g6'], ['Rf1', 'Qh3'], ['Bb1', 'Bf5'], ['Bxf5', 'gxf5'], ['Qd4', 'Qxh6\n'], ['Rde1', 'Qh2'], ['Rf2', 'Qd6'], ['Qh8+', 'Kxf7'], ['Qxh7+', 'Kf8'], ['Rxf5+', 'exf5'], ['Qxf5+', '']]",1-0
4th IECC,Istanbul TUR,2003.06.06,7,"Comas Fabrego,L","Jobava,Ba",,,E90,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['h3', 'Na6'], ['g3', 'c5'], ['Bg2', 'cxd4\n'], ['Nxd4', 'Qb6'], ['Ndb5', 'Be6'], ['b3', 'Nc5'], ['O-O', 'a6'], ['Nd4', 'Nfxe4'], ['Nxe4', 'Nxe4'], ['Be3', 'Nc5\n'], ['Nxe6', 'fxe6'], ['Rb1', 'Qc7'], ['h4', 'Rf5'], ['Bh3', 'Re5'], ['Bf4', 'Re4'], ['b4', 'Nd7'], ['Qd3', 'Nf6\n'], ['Bg5', 'e5'], ['Bxf6', 'Rd4'], ['Be6+', 'Kh8'], ['Bxg7+', 'Kxg7'], ['Qe3', 'b5'], ['cxb5', 'axb5'], ['Rbc1', 'Qb7\n'], ['Rfd1', 'Rxd1+'], ['Rxd1', 'Rf8'], ['Bd5', 'Qc8'], ['Rc1', 'Qd7'], ['a3', 'Qf5'], ['Rc7', 'Qf6'], ['Qa7', '']]",1-0
4th IECC,Istanbul TUR,2003.06.07,8,"Jobava,Ba","Sulypa,A",,,C43,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['d4', 'Nxe4'], ['dxe5', 'd5'], ['Nbd2', 'Nxd2'], ['Bxd2', 'h6'], ['Bd3', 'c5'], ['O-O', 'Nc6\n'], ['Re1', 'Be6'], ['c3', 'Be7'], ['Qc2', '']]",1/2-1/2
4th IECC,Istanbul TUR,2003.06.08,9,"Pogorelov,R","Jobava,Ba",,,A17,"[['Nf3', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'O-O'], ['a3', 'Bxc3'], ['Qxc3', 'b6'], ['b4', 'd6'], ['g3', 'Bb7\n'], ['Bg2', 'Nbd7'], ['O-O', 'c5'], ['Bb2', 'Rc8'], ['d3', 'Re8'], ['Qd2', 'Nf8'], ['bxc5', 'bxc5'], ['Rab1', 'N6d7\n'], ['Qg5', 'Qxg5'], ['Nxg5', 'Bxg2'], ['Kxg2', 'f5'], ['Bc3', 'Nb6'], ['f4', 'd5'], ['cxd5', 'exd5'], ['Be5', 'Nfd7\n'], ['Nf3', 'h6'], ['Kf2', 'Kf7'], ['Rb5', 'g5'], ['d4', 'g4'], ['Nh4', 'Ke6'], ['Rc1', 'cxd4'], ['Rxc8', 'Rxc8\n'], ['Bxd4', 'Rc4'], ['Bxb6', 'axb6'], ['Ng2', 'Rc6'], ['Ne1', 'Rc3'], ['a4', 'Kd6'], ['Nd3', 'Ra3'], ['Ne5', 'Nc5\n'], ['Rxb6+', 'Ke7'], ['Nd3', 'Ne4+'], ['Ke3', 'Rxa4'], ['Nb4', 'Nd6'], ['Nxd5+', 'Kd7'], ['Rb4', 'Ra3+\n'], ['Kd4', 'Kc6']]",1/2-1/2
4th IECC,Istanbul TUR,2003.06.10,10,"Dzhakaev,D","Jobava,Ba",,,E91,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['d4', 'O-O'], ['Be2', 'Na6'], ['O-O', 'e5'], ['Re1', 'Qe8\n'], ['Bf1', 'Bg4'], ['d5', 'Nb4'], ['Be2', 'a5'], ['g3', 'Nd7'], ['a3', 'Na6'], ['Rb1', 'h6'], ['b4', 'axb4'], ['axb4', 'f5\n'], ['Nh4', 'h5'], ['Bxg4', 'hxg4'], ['f3', 'gxf3'], ['Nxf3', 'Bf6'], ['Bh6', 'Rf7'], ['Bg5', 'Qe7'], ['h4', 'Raf8\n'], ['Qd3', 'f4'], ['Bh6', 'Bg7'], ['Bg5', 'Bf6'], ['Bh6', 'fxg3'], ['Bxf8', 'Nxf8'], ['Re3', 'Bxh4'], ['Nxh4', 'Qxh4\n'], ['Rxg3', 'Rh7'], ['Kf1', 'Nxb4']]",0-1
4th IECC,Istanbul TUR,2003.06.11,11,"Jobava,Ba","Vokarev,S",,,D71,"[['c4', 'Nf6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['g3', 'g6'], ['Bg2', 'Nb6'], ['Nf3', 'Bg7'], ['O-O', 'Nc6'], ['d4', 'Nxd4\n'], ['Nxd4', 'Qxd4'], ['Nb5', 'Qxd1'], ['Rxd1', 'Be5'], ['Bf4', 'Bxf4'], ['gxf4', 'O-O'], ['Nxc7', 'Rb8'], ['a4', 'a5\n'], ['Rd4', 'Na8'], ['Rc1', 'Nxc7'], ['Rxc7', 'b5'], ['Rxe7', 'bxa4'], ['Rxa4', 'Rxb2'], ['Bd5', 'Rb5'], ['Bc4', 'Rc5\n'], ['Re5', 'Rxe5'], ['fxe5', 'Bh3'], ['Rxa5', 'Rc8'], ['Ra4', 'g5'], ['e3', 'Rb8'], ['f4', 'Rb2'], ['Bd5', 'Rd2\n'], ['Rd4', 'Re2'], ['Rd3', 'g4'], ['Ra3', 'Rd2'], ['Be4', 'h5'], ['f5', 'Rd8'], ['f6', 'h4'], ['Kf2', 'Rd2+\n'], ['Ke1', 'Rd8'], ['Bf5', 'Re8'], ['Ra4', 'Kh8'], ['Ra7', 'Rf8'], ['e4', 'Bg2'], ['Kf2', 'Bh3'], ['Ke3', 'Kg8\n'], ['Kf4', 'Kh8'], ['Bxg4', 'Bxg4'], ['Kxg4', 'Kh7'], ['e6', 'Kg6'], ['Rxf7', 'Rb8'], ['e5', 'Rb4+'], ['Kf3', '']]",1-0
