Wch U10,Menorca,1996.??.??,2,"Gashimov, Vugar","Harikrishna, Penteala",,,B07,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['Bg5', 'Bg7'], ['e5', 'Ng8'], ['Nf3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Qc8\n'], ['Bc4', 'e6'], ['O-O-O', 'Nd7'], ['exd6', 'cxd6'], ['Nb5', 'Bf8'], ['Rhe1', 'a6'], ['Nc3', 'b5'], ['Bd5', 'Ra7\n'], ['Bc6', 'Nf6']]",1-0
Wch U12 Disney,Paris,1996.??.??,5,"Harikrishna, Penteala","Jianu, Vlad",,,A24,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['e4', 'd6'], ['Nge2', 'Nc6'], ['O-O', 'e5'], ['h3', 'a6\n'], ['f4', 'Rb8'], ['f5', 'b5'], ['b3', 'Nd4'], ['d3', 'gxf5'], ['Bg5', 'c6'], ['exf5', 'Qb6'], ['Kh2', 'Nxf5\n'], ['Rxf5', 'Bxf5'], ['Bxf6', 'Bxf6'], ['Qf1', 'Bxd3'], ['Qxf6', 'b4'], ['Qf3', 'Bg6'], ['Ne4', 'Rbd8'], ['Nf6+', 'Kg7\n'], ['h4', 'Qc5'], ['Rf1', 'Qa5'], ['h5', 'Bc2'], ['Qg4+', 'Kh8'], ['Rf5', 'Qxa2'], ['h6', 'Rg8'], ['Nxg8', 'Rxg8\n'], ['Qh4', 'Rg6'], ['Qd8+', '']]",1-0
Wch U12 Disney,Paris,1996.??.??,6,"Buckley, Simon T","Harikrishna, Penteala",,,C11,"[['e4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Nf6'], ['e5', 'Nfd7'], ['d4', 'c5'], ['Be3', 'cxd4'], ['Bxd4', 'Nc6'], ['Bb5', 'a6\n'], ['Bxc6', 'bxc6'], ['O-O', 'c5'], ['Be3', 'Be7'], ['Bf4', 'O-O'], ['Qd2', 'Bb7'], ['Rfe1', 'Qb6'], ['Na4', 'Qc6\n'], ['Nc3', 'Nb6'], ['Bg5', 'Nc4'], ['Qf4', 'Bxg5'], ['Qxg5', 'Nxb2'], ['Ne2', 'Nc4'], ['Nf4', 'f6'], ['exf6', 'Rxf6\n'], ['Qg4', 'Re8'], ['Nh4', 'Bc8'], ['Nh5', 'Rf7'], ['Qg5', 'Nd6'], ['f3', 'Ree7'], ['Qg3', 'c4'], ['Re5', 'Rf8\n'], ['Rae1', 'Ne8'], ['c3', 'Nf6'], ['Nxf6+', 'Rxf6'], ['h3', 'Qb6+']]",0-1
Wch U12 Disney,Paris,1996.??.??,7,"Harikrishna, Penteala","Miton, Kamil",,,A21,"[['c4', 'e5'], ['Nc3', 'Bb4'], ['g3', 'f5'], ['Nd5', 'Ba5'], ['Nf3', 'c6'], ['Nc3', 'd6'], ['Bg2', 'Nf6'], ['O-O', 'O-O\n'], ['d3', 'h6'], ['Rb1', 'Bxc3'], ['bxc3', 'c5'], ['Nd2', 'Nc6'], ['Qa4', 'Qe8'], ['Re1', 'e4'], ['Qc2', 'exd3\n'], ['Qxd3', 'Qe7']]",1/2-1/2
Wch U12 Disney,Paris,1996.??.??,8,"Vovsha, Eli","Harikrishna, Penteala",,,A21,"[['Nf3', 'g6'], ['c4', 'Bg7'], ['Nc3', 'e5'], ['g3', 'Ne7'], ['Bg2', 'O-O'], ['O-O', 'c6'], ['d4', 'd6'], ['e4', 'h6'], ['Be3', 'Qc7\n'], ['Qc2', 'f5'], ['dxe5', 'dxe5'], ['exf5', 'Bxf5'], ['Ne4', 'Nd7'], ['Nh4', 'Nf6'], ['Nxf5', 'Nxf5'], ['Bc5', 'Rf7\n'], ['Rad1', 'Bf8'], ['Bxf8', 'Raxf8'], ['Qd2', 'Nh7'], ['Rfe1', 'Nd4'], ['Nc3', 'Rf6'], ['f4', 'Rd6'], ['Qf2', 'Qb6\n'], ['Kh1', 'Qc5']]",1-0
Wch U12 Disney,Paris,1996.??.??,9,"Harikrishna, Penteala","Matjushin, Gennadi",,,A26,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'd6'], ['e4', 'O-O'], ['Nge2', 'e5'], ['O-O', 'Be6'], ['d3', 'Nc6\n'], ['h3', 'Qd7'], ['Kh2', 'Ne8'], ['f4', 'f5'], ['Rb1', 'a5'], ['Nd5', 'Nf6'], ['b3', 'Nd8'], ['Bb2', 'Ne8'], ['Ng1', 'Rb8\n'], ['Nf3', 'c6'], ['fxe5', 'cxd5'], ['exd5', 'Bf7'], ['e6', 'Bxe6'], ['dxe6', 'Nxe6'], ['Qc1', 'Bxb2'], ['Rxb2', 'Nf6\n'], ['Re2', 'Rfe8'], ['Qd2', 'b6'], ['Qc3', 'Qg7'], ['Qd2', 'Qh6']]",1/2-1/2
Goodricke op,Calcutta,1997.??.??,1,"Harikrishna, Penteala","Mithrakanth, Poorna Sharma",,,A17,"[['c4', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'Bb4'], ['a3', 'Bxc3'], ['bxc3', 'c5'], ['g3', 'Nc6'], ['Bg2', 'e5'], ['Qc2', 'd6\n'], ['d3', 'O-O'], ['O-O', 'h6'], ['e4', 'Nh7'], ['Nh4', 'Ne7'], ['Rb1', 'Rb8'], ['f4', 'exf4'], ['gxf4', 'Ng6\n'], ['Nf3', 'f5'], ['d4', 'fxe4'], ['Qxe4', 'Bf5'], ['Qd5+', 'Rf7'], ['Nd2', 'Bxb1'], ['Nxb1', 'Nf6'], ['Qe6', 'cxd4\n'], ['Nd2', 'Nf8'], ['Qh3', 'Re7'], ['cxd4', 'Qb6'], ['Nf3', 'Rbe8'], ['f5', 'N8h7'], ['Kh1', 'Re4'], ['Rg1', 'Rg4\n'], ['c5', 'Qb3'], ['cxd6', 'Ne4'], ['Rf1', 'Nhf6'], ['d7', 'Rd8'], ['Ne5', 'Qxh3'], ['Bxh3', 'Rh4'], ['Bg2', 'Ng3+\n'], ['Kg1', 'Nxf1'], ['Bxf1', 'Rxd4'], ['Bb2', 'Rd1']]",0-1
Goodricke op,Calcutta,1997.??.??,2,"Girinath, PDS.","Harikrishna, Penteala",,,B47,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['g3', 'a6'], ['Bg2', 'Nf6'], ['O-O', 'Be7\n'], ['Re1', 'h5'], ['h3', 'h4'], ['g4', 'Nxd4'], ['Qxd4', 'Bc5'], ['Qd3', 'Qe5'], ['Be3', 'Bxe3'], ['Rxe3', 'b5\n'], ['f4', 'Qxf4'], ['e5', 'Nxg4'], ['hxg4', 'Qxg4'], ['Ne4', 'Kf8'], ['Rf1', 'Kg8'], ['Nf2', 'Qg5'], ['Nh3', 'Qg4\n'], ['Rf4', 'Qh5'], ['Bxa8', 'g5'], ['Bf3', '']]",1-0
Goodricke op,Calcutta,1997.??.??,3,"Roktim, Bandyopadhyay","Harikrishna, Penteala",,,A49,"[['Nf3', 'Nf6'], ['g3', 'g6'], ['b3', 'Bg7'], ['Bb2', 'O-O'], ['Bg2', 'd6'], ['d4', 'c6'], ['Nbd2', 'Bf5'], ['O-O', 'Qc8\n'], ['Re1', 'Bh3'], ['e4', 'Bxg2'], ['Kxg2', 'Nbd7'], ['Rb1', 'a5'], ['e5', 'Ne8'], ['Qe2', 'Nc7'], ['exd6', 'exd6\n'], ['Ne4', 'Ne8'], ['c4', 'Ndf6'], ['Nc3', 'Nc7'], ['Qd3', 'Ne6'], ['Ba3', 'Nh5'], ['Kh1', 'Rd8'], ['Na4', 'Qc7\n'], ['d5', 'Nc5'], ['Nxc5', 'dxc5'], ['Rbd1', 'cxd5'], ['cxd5', 'Nf6'], ['d6', 'Qc6'], ['Kg1', 'Bf8'], ['Qc3', 'Rxd6\n'], ['Rxd6', 'Qxd6'], ['Bxc5', 'Nd5'], ['Bxd6', 'Nxc3'], ['Bxf8', 'Kxf8'], ['a4', 'Re8'], ['Kf1', 'f6'], ['Rc1', 'Ne4\n'], ['Rc7', 'Re7'], ['Rc8+', 'Kf7'], ['Ra8', 'Re6'], ['Rxa5', 'Rb6'], ['Rb5', 'Rxb5'], ['axb5', 'Ke6'], ['Ke2', 'Kd5\n'], ['Nd2', 'Nxd2'], ['Kxd2', 'Kc5'], ['Kc3', 'Kxb5'], ['g4', 'Kc5'], ['f4', 'Kd5'], ['f5', 'gxf5'], ['gxf5', 'Kc5\n'], ['Kd3', 'Kb4'], ['Kc2', 'Kb5'], ['Kc3', '']]",1/2-1/2
Goodricke op,Calcutta,1997.??.??,4,"Harikrishna, Penteala","Muralidharan, MB.",,,A36,"[['c4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['e4', 'e5'], ['Nge2', 'Nge7'], ['O-O', 'O-O'], ['f4', 'd6\n'], ['d3', 'f5'], ['Be3', 'Kh8'], ['Kh1', 'Rb8'], ['Rb1', 'Be6'], ['a3', 'fxe4'], ['Nxe4', 'Qd7'], ['b4', 'b6\n'], ['Qd2', 'cxb4'], ['axb4', 'd5'], ['Ng5', 'dxc4'], ['Nxe6', 'Qxe6'], ['dxc4', 'Qxc4'], ['Rfc1', 'Qe6\n'], ['fxe5', 'Rbd8'], ['Qc2', 'Nxe5'], ['Nf4', 'Qf7'], ['Qc7', 'Rd7'], ['Qc2', 'b5'], ['Bc5', 'Rfd8'], ['Rd1', 'Qc4\n'], ['Qxc4', 'Nxc4'], ['Re1', 'Bf6'], ['Bh3', 'Nf5'], ['g4', 'Bh4'], ['gxf5', 'Bxe1'], ['Rxe1', 'Rd1'], ['Rxd1', 'Rxd1+\n'], ['Kg2', 'Rd2+'], ['Kg3', 'g5'], ['Ne6', 'Rd3+'], ['Kg2', 'Rd2+'], ['Kf1', 'Rd3'], ['Bg2', 'Rd1+'], ['Kf2', 'Rd2+\n'], ['Kg3', 'Rd3+'], ['Kg4', 'Rd2'], ['Bd4+', 'Kg8'], ['Bd5', 'Ne3+'], ['Bxe3', 'Rxd5'], ['Nxg5', 'a6'], ['f6', 'h6\n'], ['Ne4', 'Kf7'], ['Bxh6', 'Re5'], ['Kf3', 'a5'], ['bxa5', 'b4'], ['a6', 'Ra5'], ['Bd2', 'Ra3+'], ['Kf4', 'b3\n'], ['Bc3', 'Rxa6'], ['Kf5', 'Rb6'], ['Ng5+', 'Kf8'], ['Bb2', 'Ra6']]",1-0
Goodricke op,Calcutta,1997.??.??,5,"Suvrajit, Saha","Harikrishna, Penteala",,,A33,"[['d4', 'Nf6'], ['c4', 'c5'], ['Nf3', 'e6'], ['Nc3', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc2', 'a6'], ['e4', 'Qc7'], ['Be2', 'b6\n'], ['O-O', 'Bb7'], ['b3', 'Bc5'], ['Kh1', 'h5'], ['f4', 'Ng4'], ['Bxg4', 'hxg4'], ['Qxg4', 'O-O-O'], ['Be3', 'Be7\n'], ['Na4', 'Rh4'], ['Qg3', 'Rdh8'], ['Bxb6', 'Rxh2+'], ['Qxh2', 'Rxh2+'], ['Kxh2', 'Qb8'], ['Rad1', 'g5\n'], ['Be3', 'd6'], ['fxg5', 'Ne5'], ['Bf4', 'Ng6'], ['Bg3', 'Bxe4'], ['c5', 'Bxc2'], ['cxd6', 'Kb7'], ['Rd2', 'Bxg5\n'], ['Rxf7+', 'Ka8'], ['Nb6+', 'Qxb6'], ['Rxc2', 'Qd8'], ['Rcc7', 'Ne7'], ['Be5', 'Bf6'], ['Rxf6', 'Nd5\n'], ['Rh6', 'Nxc7'], ['dxc7', '']]",1-0
Goodricke op,Calcutta,1997.??.??,6,"Harikrishna, Penteala","Spiegel, Michael",,,D15,"[['c4', 'c6'], ['Nf3', 'd5'], ['d4', 'Nf6'], ['Nc3', 'dxc4'], ['e3', 'b5'], ['g3', 'e6'], ['Bg2', 'Be7'], ['O-O', 'O-O\n'], ['Ne5', 'Qb6'], ['a4', 'b4'], ['Ne4', 'Ba6'], ['f4', 'Nxe4'], ['Bxe4', 'f5'], ['Bb1', 'c5'], ['d5', 'Bf6'], ['dxe6', 'Qxe6\n'], ['e4', 'Bxe5'], ['fxe5', 'Qxe5'], ['exf5', 'Nc6'], ['Bf4', 'Qd4+'], ['Qxd4', 'Nxd4'], ['Be4', 'Rad8\n'], ['Bg5', 'Rd7'], ['Rfd1', 'Bb7'], ['Bxb7', 'Rxb7'], ['Be3', 'Nb3'], ['Rab1', 'Rxf5'], ['Rd6', 'Re7'], ['Rd8+', 'Rf8\n'], ['Rxf8+', 'Kxf8'], ['Rf1+', 'Ke8'], ['Bg5', 'Re2'], ['Rb1', 'h6'], ['Bf4', 'g5'], ['Bb8', 'a6'], ['Ba7', 'Kd7\n'], ['a5', 'Kc6'], ['Rf1', 'Rxb2'], ['Rf6+', 'Kb5'], ['Rb6+', 'Kxa5'], ['h4', 'c3'], ['Re6', 'c2'], ['Re1', 'Rb1']]",0-1
Goodricke op,Calcutta,1997.??.??,7,Reefat bin Satter,"Harikrishna, Penteala",,,C02,"[['e4', 'e6'], ['d4', 'c5'], ['c3', 'cxd4'], ['cxd4', 'd5'], ['e5', 'Nc6'], ['Nf3', 'Qb6'], ['Nc3', 'Bd7'], ['a3', 'Nge7\n'], ['b4', 'Nf5'], ['Na4', 'Qc7'], ['Bb2', 'Be7'], ['Rc1', 'a6'], ['Bd3', 'O-O'], ['O-O', 'g6'], ['Nc5', 'Ng7\n'], ['Qd2', 'f5'], ['Qh6', 'Rf7'], ['Ng5', 'Bxg5'], ['Qxg5', 'Raf8'], ['f4', 'Ne8'], ['Rf3', 'Bc8'], ['Be2', 'Qb6\n'], ['Qh4', 'Nc7'], ['Qe1', 'Rg7'], ['Qd2', 'Na8'], ['Bc3', 'Qd8'], ['a4', 'Kh8'], ['b5', 'axb5'], ['axb5', 'Ne7\n'], ['Qa2', 'Bd7'], ['Nxb7', 'Qc7'], ['Nc5', 'Rfg8'], ['Ba5', 'Qa7'], ['Ra3', 'Nb6'], ['Bxb6', 'Qxb6'], ['Nxd7', 'Qxd4+\n'], ['Kh1', 'Qxf4'], ['Qb2', 'g5'], ['Nf6', 'Rf8'], ['Nh5', 'Qf2'], ['Nxg7', 'Kxg7'], ['Rf1', 'Qh4'], ['Ra7', 'Rf7\n'], ['Qa3', 'g4'], ['g3', 'Qg5'], ['Qc1', 'Qg6'], ['Bd3', 'h5'], ['b6', 'h4'], ['gxh4', 'Qh7'], ['Qg5+', 'Kh8\n'], ['b7', 'Ng8'], ['b8=Q', 'Rxa7'], ['Qf6+', 'Rg7'], ['Qbf8', 'g3'], ['hxg3', 'd4'], ['Bxf5', 'exf5'], ['Rxf5', 'd3\n'], ['Rh5', 'd2'], ['Q6xg7+', '']]",1-0
Goodricke op,Calcutta,1997.??.??,8,"Harikrishna, Penteala","Goswami, Vedant",,,A22,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['e4', 'Bb4'], ['g3', 'O-O'], ['Bg2', 'Bxc3'], ['bxc3', 'd6'], ['Ne2', 'Nc6'], ['O-O', 'b6\n'], ['f4', 'Bg4'], ['h3', 'Bxe2'], ['Qxe2', 'Nd7'], ['f5', 'f6'], ['d3', 'Ne7'], ['g4', 'Kh8'], ['h4', 'c6'], ['g5', 'Ng8\n'], ['Qg4', 'Qe7'], ['Ba3', 'a6'], ['Rf3', 'b5'], ['Rg3', 'c5'], ['Rd1', 'Nb6'], ['Bf1', 'Rab8'], ['Rd2', 'Rb7\n'], ['Rdg2', 'Re8'], ['Bc1', 'Na4'], ['h5', 'fxg5'], ['Bxg5', 'Nf6'], ['Qh4', 'h6'], ['Bd2', 'Qf8'], ['Rg6', 'Ng8\n'], ['Re6', 'Rxe6'], ['fxe6', 'Qe7'], ['Qh3', 'bxc4'], ['dxc4', 'Rb1'], ['Rf2', 'Nf6'], ['Qf5', 'Ng8'], ['Qf7', 'Nb6\n'], ['Qxe7', 'Nxe7'], ['Rf8+', 'Kh7'], ['Rb8', 'Rb2'], ['Bc1', 'Rb1'], ['Be3', 'Rb2'], ['Bf2', 'Nc6'], ['Bh4', '']]",1-0
Goodricke op,Calcutta,1997.??.??,9,"Mamedova, Rena","Harikrishna, Penteala",,,E70,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Bd3', 'O-O'], ['Nge2', 'Nbd7'], ['Ng3', 'a6\n'], ['a4', 'Qa5'], ['Bd2', 'Ne5'], ['Be2', 'h5'], ['f4', 'Ned7'], ['O-O', 'Nh7'], ['Bd3', 'Ndf6'], ['h3', 'Qc7\n'], ['Kh1', 'Bd7'], ['Rf3', 'h4'], ['Nge2', 'Nh5'], ['Qe1', 'Bf6'], ['Be3', 'Qc8'], ['Bf2', 'g5'], ['e5', 'g4\n'], ['hxg4', 'Bxg4'], ['Ng1', 'Bxf3'], ['Nxf3', 'Nxf4'], ['Bxh7+', 'Kxh7'], ['Qe4+', 'Ng6'], ['exf6', 'exf6\n'], ['Nxh4', 'Qd7'], ['Nf5', 'Rae8'], ['Qg4', 'Rh8'], ['Kg1', 'Qd8'], ['Ne4', 'Kg8'], ['Nexd6', 'Re5'], ['Bxc5', 'Qc7\n'], ['Bd4', 'Rxf5'], ['Nxf5', 'Qh2+'], ['Kf2', 'Rh5'], ['Bxf6', 'Kh7'], ['Ng3', 'Nf4'], ['Qg7+', '']]",1-0
