URS-chT,URS,1966.??.??,?,"Bykhovsky, Anatoly A","Alburt, Lev O",,,B29,"[['e4', 'c5'], ['Nf3', 'Nf6'], ['e5', 'Nd5'], ['Nc3', 'e6'], ['Ne4', 'Qc7'], ['b3', 'Nc6'], ['Bb2', 'Nd4'], ['Bc4', 'Nb4\n'], ['O-O', 'Nbxc2'], ['Rc1', 'Qc6'], ['Rxc2', 'Qxe4'], ['Nxd4', 'cxd4'], ['Qc1', 'Bb4'], ['Bd3', 'Qxd3'], ['Rxc8+', 'Ke7\n'], ['Rxh8', 'Rxh8'], ['a3', 'Bxd2'], ['Qc5+', 'Kd8'], ['Qxa7', 'Bc3'], ['Qb8+', 'Ke7'], ['Qd6+', 'Kd8'], ['Qb8+', 'Ke7\n'], ['Qd6+', 'Kd8'], ['Bxc3', 'Qxc3'], ['Rd1', 'f6'], ['g3', 'Qc7'], ['Qxd4', 'fxe5'], ['Qg4', 'Re8'], ['Qxg7', 'd5\n'], ['Qg5+', 'Kd7'], ['Rc1', 'Qb8'], ['b4', 'e4'], ['b5', 'Qd6'], ['Qg7+', 'Re7'], ['Qh8', 'Re8'], ['Qg7+', 'Qe7\n'], ['Qc3', 'Rd8'], ['b6', 'e5'], ['Qc7+', 'Ke8'], ['Qxe7+', 'Kxe7'], ['Rc7+', 'Rd7'], ['Rxd7+', 'Kxd7'], ['g4', 'd4\n'], ['h4', 'Ke6'], ['Kf1', 'Kd5'], ['Ke2', 'Kc4'], ['Kd2', '']]",1-0
URS-ch40,Baku,1972.??.??,?,"Tukmakov, Vladimir B","Alburt, Lev O",,,D02,"[['Nf3', 'Nf6'], ['g3', 'd5'], ['Bg2', 'Nc6'], ['d4', 'Bf5'], ['O-O', 'e6'], ['c4', 'Be7'], ['Nc3', 'O-O'], ['Ne5', 'Rb8\n'], ['cxd5', 'exd5'], ['Qa4', 'Bd7'], ['Nxd7', 'Qxd7'], ['Bg5', 'Rfd8'], ['Rfd1', 'Qf5'], ['Bxf6', 'Bxf6\n'], ['Rac1', 'h5'], ['e3', 'h4'], ['Qb3', 'Ne7'], ['Bxd5', 'Nxd5'], ['e4', 'Qe6'], ['Nxd5', 'Qxe4'], ['Nxf6+', 'gxf6\n'], ['Rxc7', 'Rd5'], ['Qd3', 'Qg4'], ['Re7', 'f5'], ['Qe2', 'Qxe2'], ['Rxe2', 'Rc8'], ['gxh4', 'Kf8'], ['Rd3', 'Rc4\n'], ['Red2', 'Kg7'], ['Kg2', 'a5'], ['Kf3', 'b5'], ['Kf4', 'Kg6'], ['b3', 'Rc8'], ['Rg3+', 'Kf6'], ['h5', 'Rcd8\n'], ['Rgd3', 'Re8'], ['Re3', 'Red8'], ['Red3', 'Re8'], ['Rh3', 'Re4+'], ['Kf3', 'Kg7'], ['h6+', 'Kh7'], ['Rh5', 'Rexd4\n'], ['Rxd4', 'Rxd4'], ['Rxf5', 'Rd2'], ['a4', 'Rd3+'], ['Kg2', 'Rxb3'], ['Rxb5', 'Ra3'], ['Rxa5', 'Kxh6\n'], ['Ra8', 'Kg5'], ['a5', 'f5'], ['a6', 'Kf4'], ['a7', 'Ra6'], ['h4', 'Rg6+'], ['Kh3', 'Rg7'], ['h5', 'Rc7'], ['h6', 'Rh7\n'], ['Rg8', 'Rxa7'], ['Kh4', 'Kf3'], ['Kg5', 'f4'], ['Rf8', 'Ra5+'], ['Rf5', '']]",1-0
URS-ch40,Baku,1972.??.??,?,"Razuvaev, Yuri S","Alburt, Lev O",,,E60,"[['Nf3', 'Nf6'], ['b3', 'g6'], ['Bb2', 'Bg7'], ['g3', 'd6'], ['d4', 'O-O'], ['Bg2', 'c5'], ['O-O', 'Nc6'], ['c4', 'Bf5\n'], ['d5', 'Nb4'], ['Nc3', 'Qd7'], ['Qd2', 'Bh3'], ['e4', 'Qg4'], ['a3', 'Na6'], ['Rfe1', 'Nc7'], ['e5', 'dxe5\n'], ['Nxe5', 'Qf5'], ['Nd3', 'Bxg2'], ['Kxg2', 'Rad8'], ['Rad1', 'Rfe8'], ['Nxc5', 'b5'], ['N3e4', 'bxc4\n'], ['bxc4', 'Rc8'], ['Bxf6', 'Bxf6'], ['Nxf6+', 'Qxf6'], ['Ne4', 'Qe5'], ['c5', 'Rcd8'], ['Nd6', 'exd6\n'], ['Rxe5', 'Rxe5'], ['Qa5', 'Rd7'], ['Qxa7', 'Ree7'], ['c6', 'Rd8'], ['Rb1', 'Nxd5'], ['Rb7', 'Kf8'], ['Qa5', '']]",1-0
URS-ch40,Baku,1972.??.??,?,"Lein, Anatoly","Alburt, Lev O",,,D41,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'd5'], ['cxd5', 'Nxd5'], ['e3', 'Nc6'], ['d4', 'e6'], ['Bc4', 'Be7'], ['O-O', 'O-O\n'], ['Bb3', 'Nf6'], ['Re1', 'b6'], ['d5', 'exd5'], ['Nxd5', 'Bg4'], ['h3', 'Bh5'], ['Nf4', 'Qxd1'], ['Rxd1', 'Bxf3\n'], ['gxf3', 'Ne5'], ['Kg2', 'Rad8'], ['Bd2', 'c4'], ['Bc2', 'Ng6'], ['Nxg6', 'hxg6'], ['b3', 'cxb3'], ['Bxb3', 'Nd5\n'], ['Rac1', 'Bc5'], ['f4', 'Rfe8'], ['Kf3', 'Rd6'], ['e4', 'Nb4'], ['Be3', 'Rxd1'], ['Rxd1', 'Na6'], ['Rd7', 'Re7\n'], ['Rd8+', 'Kh7'], ['h4', 'Rc7'], ['e5', 'Ba3'], ['e6', 'fxe6'], ['Bxe6', 'Be7'], ['Re8', 'Nc5'], ['Bg8+', 'Kh8\n'], ['f5', 'gxf5'], ['Bf4', '']]",1-0
URS-ch40,Baku,1972.??.??,?,"Kholmov, Ratmir D","Alburt, Lev O",,,B02,"[['e4', 'Nf6'], ['Nc3', 'd5'], ['exd5', 'Nxd5'], ['Nf3', 'g6'], ['d4', 'Nxc3'], ['bxc3', 'Bg7'], ['Bf4', 'O-O'], ['Be5', 'c5\n'], ['Bxg7', 'Kxg7'], ['Qd2', 'Qd6'], ['dxc5', 'Qxd2+'], ['Nxd2', 'Be6'], ['Nb3', 'Rc8'], ['Nd4', 'Bd7'], ['Rb1', 'e5\n'], ['Nb3', 'a5'], ['Nd2', 'Rxc5'], ['Rxb7', 'Bc6'], ['Rb2', 'Rxc3'], ['Nc4', 'Nd7'], ['Kd2', 'Rh3'], ['gxh3', 'Bxh1\n'], ['Rb5', 'Rd8'], ['Rxa5', 'Nb6+'], ['Ke1', 'Nd5'], ['Ne3', 'f5'], ['Nxd5', 'Bxd5'], ['c4', 'Bf3'], ['Be2', 'Bxe2\n'], ['Kxe2', 'Rd4'], ['Rc5', 'e4'], ['Rc8', 'Rd3'], ['c5', 'Ra3'], ['c6', 'Rxa2+'], ['Ke3', 'Ra4'], ['Rc7+', 'Kf6\n'], ['Rb7', 'Rc4'], ['c7', 'Ke5'], ['h4', 'Rc3+'], ['Kd2', 'Rc6'], ['Ke3', 'Rc3+'], ['Kd2', 'Rc6']]",1/2-1/2
URS-ch40,Baku,1972.??.??,?,"Gufeld, Eduard","Alburt, Lev O",,,B05,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['O-O', 'Be7'], ['c4', 'Nb6'], ['Be3', 'O-O\n'], ['Nc3', 'd5'], ['c5', 'Bxf3'], ['Bxf3', 'Nc4'], ['Bc1', 'b6'], ['b3', 'Na5'], ['b4', 'Nc4'], ['Be2', 'a5'], ['Bxc4', 'axb4\n'], ['Nxd5', 'exd5'], ['Qf3', 'bxc5'], ['Qxd5', 'Qxd5'], ['Bxd5', 'c6'], ['Be4', 'cxd4'], ['Bb2', 'Rd8'], ['Rfd1', 'Ra4\n'], ['Bc2', 'Ra5'], ['f4', 'Na6'], ['Kf1', 'c5'], ['Bb3', 'Nc7'], ['Ke2', 'Nd5'], ['g3', 'Kf8'], ['Kd3', 'Nb6\n'], ['Rd2', 'Ra7'], ['Rc2', 'g6'], ['h4', 'h5'], ['Rf1', 'Rc8'], ['f5', 'Rac7'], ['Rc4', 'Rc6'], ['Bc1', 'Kg8\n'], ['Ke4', 'gxf5+'], ['Rxf5', 'Rg6'], ['Bf4', 'Nxc4'], ['Bxc4', 'Re6'], ['Rxh5', 'Ra8'], ['Bc1', 'Rea6\n'], ['Rf5', 'Rxa2'], ['Bxf7+', 'Kh8'], ['Bxa2', 'Rxa2'], ['Rf7', 'Ra1'], ['Bb2', 'Re1+'], ['Kf5', 'Rf1+\n'], ['Kg6', 'Rxf7'], ['Kxf7', 'd3'], ['e6+', 'Kh7'], ['Bc1', 'b3'], ['g4', 'd2'], ['Bxd2', 'b2'], ['Kxe7', 'b1=Q\n'], ['Bf4', 'c4'], ['h5', 'Qe4'], ['Bd6', 'Qxg4']]",0-1
URS-ch40,Baku,1972.??.??,?,"Grigorian, Karen Ashotovich","Alburt, Lev O",,,A01,"[['b3', 'e5'], ['Bb2', 'Nc6'], ['c4', 'Nf6'], ['e3', 'Be7'], ['Nc3', 'O-O'], ['a3', 'd5'], ['cxd5', 'Nxd5'], ['Qc2', 'Nxc3\n'], ['Bxc3', 'f5'], ['Nf3', 'Bf6'], ['d3', 'f4'], ['Be2', 'fxe3'], ['fxe3', 'Bh4+'], ['g3', 'Bg5'], ['Bd2', 'Bh3\n'], ['Qc4+', 'Kh8'], ['Nxg5', 'Qxg5'], ['Qh4', 'Qxh4'], ['gxh4', 'Rf7'], ['Bc3', 'Re8'], ['Rg1', 'Rd7'], ['O-O-O', 'Nd4\n'], ['exd4', 'exd4'], ['Rde1', 'dxc3'], ['Bg4', 'Rf8'], ['Bxh3', 'Rxd3'], ['Rg3', 'Rd2'], ['Rxc3', 'Rxh2\n'], ['Rf3', 'Rd8'], ['Re7', 'h5'], ['Rxc7', 'Kh7'], ['Rg3', 'Kh8'], ['Rc5', 'Re8'], ['Rxh5+', 'Kg8'], ['Bg2', 'Re1+\n'], ['Kd2', 'Ra1'], ['Rhg5', 'Rxa3'], ['Rxg7+', 'Kf8'], ['Kc3', 'b5'], ['Bd5', '']]",1-0
URS-ch40,Baku,1972.??.??,?,"Dzindzichashvili, Roman","Alburt, Lev O",,,A57,"[['Nf3', 'Nf6'], ['d4', 'c5'], ['d5', 'b5'], ['c4', 'g6'], ['cxb5', 'a6'], ['b6', 'd6'], ['Nc3', 'Nbd7'], ['b7', 'Bxb7\n'], ['e4', 'Bg7'], ['Be2', 'O-O'], ['O-O', 'Qc7'], ['Bf4', 'Rab8'], ['Qd2', 'Bc8'], ['Rfe1', 'Qa5'], ['Rab1', 'Nb6\n'], ['e5', 'Nh5'], ['Bh6', 'Bg4'], ['Bxg7', 'Nxg7'], ['exd6', 'exd6'], ['b4', 'cxb4'], ['Ne4', 'f5'], ['Qh6', 'Ne8\n'], ['Nfg5', 'Rb7'], ['Ne6', 'Rff7'], ['Bxg4', 'fxg4'], ['Nd8', 'Nxd5'], ['Nxb7', 'Rxb7'], ['Nc5', 'Re7\n'], ['Ne6', 'Ng7'], ['Nxg7', 'Rxg7'], ['Re8+', 'Kf7'], ['Rbe1', 'Qxa2'], ['Qg5', '']]",1-0
URS-ch40,Baku,1972.??.??,?,"Bronstein, David I","Alburt, Lev O",,,A05,"[['Nf3', 'Nf6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['O-O', 'c5'], ['d3', 'e6'], ['e4', 'd6'], ['a4', 'b4'], ['Nbd2', 'Nfd7\n'], ['Nc4', 'Nc6'], ['Bg5', 'Qc7'], ['Nfd2', 'g6'], ['Bf4', 'Nd4'], ['c3', 'bxc3'], ['bxc3', 'Nc6'], ['a5', 'Ba6\n'], ['e5', 'd5'], ['Bxd5', 'exd5'], ['e6', 'Nde5'], ['Nxe5', 'Nxe5'], ['Bxe5', '']]",1-0
URS-ch40,Baku,1972.??.??,?,"Balashov, Yuri S","Alburt, Lev O",,,A34,"[['c4', 'Nf6'], ['Nf3', 'c5'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['g3', 'Nc6'], ['Bg2', 'Nc7'], ['O-O', 'g6'], ['d3', 'Bg7\n'], ['a3', 'O-O'], ['Bd2', 'a5'], ['Rc1', 'b6'], ['d4', 'Nxd4'], ['Nxd4', 'cxd4'], ['Nb5', 'Nd5'], ['Bg5', 'Bb7\n'], ['Nxd4', 'Qd7'], ['Qd2', 'Rfc8'], ['Rfd1', 'Rxc1'], ['Rxc1', 'Rc8'], ['Rxc8+', 'Qxc8'], ['Nb5', 'Qc5\n'], ['e4', 'h6'], ['exd5', 'hxg5'], ['a4', '']]",1/2-1/2
URS-ch40,Baku,1972.??.??,?,"Vasiukov, Evgeni","Alburt, Lev O",,,A07,"[['Nf3', 'd5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'e5'], ['d3', 'Ne7'], ['Nbd2', 'O-O'], ['c3', 'a5'], ['a4', 'b6'], ['e4', 'Nbc6\n'], ['exd5', 'Nxd5'], ['Re1', 'Re8'], ['Nc4', 'Ba6'], ['Ng5', 'Qd7'], ['Qf3', 'Rad8'], ['Nd6', 'Qxd6'], ['Qxf7+', 'Kh8\n'], ['Qxe8+', 'Rxe8'], ['Nf7+', 'Kg8'], ['Nxd6', '']]",1-0
