Wch U10 Girls,Oropesa del Mar,1998.??.??,1,"Lahno, Kateryna","Algaba, Solene",,,B73,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Be2', 'g6'], ['Be3', 'Bg7'], ['h3', 'O-O\n'], ['O-O', 'Bd7'], ['Nb3', 'Rc8'], ['f4', 'Bh6'], ['g4', 'Bg7'], ['Qe1', 'Nb4'], ['Rc1', 'Bc6'], ['a3', 'Na6\n'], ['Bf3', 'e5'], ['Rd1', 'Qc7'], ['Qh4', 'Rfe8'], ['f5', 'b5'], ['Rd2', 'b4'], ['axb4', 'Nxb4'], ['Rfd1', 'Red8\n'], ['Qf2', 'Ra8'], ['Qe2', 'Bb7'], ['Nb5', 'Qc6'], ['Na5', 'Qd7'], ['Rxd6', 'Qe7'], ['Nxb7', 'Rxd6'], ['N7xd6', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1999.10.25,2,"Lahno, Kateryna",Xiaowen Zhang,,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['exd5', 'exd5'], ['Bd3', 'Nc6'], ['Ne2', 'Nge7'], ['O-O', 'O-O'], ['Bf4', 'Bg4\n'], ['f3', 'Bh5'], ['a3', 'Bd6'], ['Qd2', 'Bg6'], ['Kh1', 'Re8'], ['Rae1', 'a6'], ['Bxg6', 'hxg6'], ['Ng3', 'Na5\n'], ['b3', 'b6'], ['Bxd6', 'Qxd6'], ['a4', 'Rad8'], ['Qd3', 'Nac6'], ['Re2', 'Qf4'], ['Rd1', 'Nb4'], ['Qd2', 'Qxd2\n'], ['Rdxd2', 'c5'], ['dxc5', 'bxc5'], ['Rd1', 'd4'], ['Nce4', 'Nf5'], ['Nf1', 'Nd6'], ['Nfg3', 'Nf5'], ['Nf1', 'Nd6\n'], ['Nfg3', 'Nxe4'], ['fxe4', 'Re5'], ['Red2', 'Na2'], ['Rd3', 'Nb4'], ['R3d2', 'Na2'], ['Rd3', 'Rde8'], ['Kg1', 'Nc3\n'], ['R1d2', 'Nxe4'], ['Nxe4', 'Rxe4'], ['c3', 'Rd8'], ['cxd4', 'cxd4'], ['b4', 'f5'], ['b5', 'axb5'], ['axb5', 'Rb8\n'], ['Rxd4', 'Rxd4'], ['Rxd4', 'Rxb5'], ['Kf2', 'g5'], ['h3', 'Kh7'], ['Rd6', 'Rb4'], ['Rc6', 'Rh4'], ['Kf3', 'g4+\n'], ['Kg3', 'g5'], ['hxg4', 'Rxg4+'], ['Kf3', 'Rf4+'], ['Kg3', 'Rg4+'], ['Kf3', 'Rf4+'], ['Kg3', 'Rh4'], ['Rf6', 'f4+\n'], ['Kf3', 'Rh6'], ['Rxh6+', 'Kxh6'], ['g3', '']]",1/2-1/2
Wch U10 Girls,Oropesa del Mar,1999.10.26,3,"Revesz, Kinga","Lahno, Kateryna",,,C43,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['d4', 'Nxe4'], ['Bd3', 'd5'], ['Nxe5', 'Bd6'], ['Nc3', 'Nxc3'], ['bxc3', 'O-O'], ['O-O', 'c5\n'], ['Qh5', 'f5'], ['g4', 'Bxe5'], ['dxe5', 'Qe8'], ['f4', 'Qxh5'], ['gxh5', 'Be6'], ['Ba3', 'b6'], ['Rf3', 'Kf7\n'], ['Kf2', 'Rg8'], ['Rg3', 'Nc6'], ['Rb1', 'Rad8'], ['Be2', 'd4'], ['cxd4', 'Nxd4'], ['Rb2', 'Nxe2'], ['Kxe2', 'Rd4\n'], ['Rf3', 'Bd5'], ['Rf1', 'Bc4+'], ['Ke1', 'Re4+'], ['Kf2', 'Rxf4+']]",0-1
Wch U10 Girls,Oropesa del Mar,1999.10.27,4,"Lahno, Kateryna","Nebolsina, Vera",,,C24,"[['e4', 'e5'], ['Bc4', 'Nf6'], ['d3', 'c6'], ['Nf3', 'd5'], ['Bb3', 'Bd6'], ['Nc3', 'dxe4'], ['Ng5', 'O-O'], ['Ncxe4', 'Nxe4\n'], ['Nxe4', 'Bf5'], ['Qf3', 'Bg6'], ['h4', 'Bxe4'], ['dxe4', 'Nd7'], ['a3', 'Nc5'], ['Ba2', 'a5'], ['Be3', 'Qc7\n'], ['h5', 'Qe7'], ['Rd1', 'Na4'], ['h6', 'g6'], ['O-O', 'Rfd8'], ['Bg5', 'Qf8'], ['Bxd8', 'Rxd8'], ['Rd2', 'Nc5\n'], ['Rfd1', 'b5'], ['Rxd6', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1999.10.28,5,Sun Yinan,"Lahno, Kateryna",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['Re1', 'Re8\n'], ['h3', 'Bf5'], ['Nc3', 'c6'], ['Bxe4', 'Bxe4'], ['Nxe4', 'Rxe4'], ['Rxe4', 'dxe4'], ['Ng5', 'Qe7'], ['Qg4', 'Na6\n'], ['Nxe4', 'Re8'], ['Bh6', 'f5'], ['Qxf5', 'Qxe4'], ['Qxe4', 'Rxe4'], ['Be3', 'Nb4'], ['Rc1', 'Nd5'], ['Re1', 'Bf4\n'], ['g3', 'Bxe3'], ['fxe3', 'Rxe3'], ['Kf2', 'Rxe1'], ['Kxe1', '']]",0-1
Wch U10 Girls,Oropesa del Mar,1999.10.29,6,"Lahno, Kateryna","Huyen Ngoc, Luong",,,B70,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be2', 'Bg7'], ['O-O', 'O-O'], ['Nb3', 'Nc6\n'], ['f4', 'b6'], ['Be3', 'Bb7'], ['Bf3', 'Nd7'], ['Qd2', 'Nc5'], ['g4', 'Rc8'], ['Rad1', 'Nxb3'], ['axb3', 'Na5\n'], ['f5', 'Qc7'], ['Bh6', 'Bxh6'], ['Qxh6', 'Qc5+'], ['Kh1', 'Qe5'], ['Bg2', 'Qg7'], ['Qxg7+', 'Kxg7'], ['f6+', 'exf6\n'], ['Rxd6', 'Rc6'], ['Rfxf6', 'Rxd6'], ['Rxd6', 'Bc8'], ['g5', 'Nb7'], ['Rd1', 'Re8'], ['Nd5', 'Re5'], ['h4', 'Nc5\n'], ['Nf6', 'Ne6'], ['Rd5', 'Rxd5'], ['exd5', 'Nc5'], ['d6', 'Bf5'], ['b4', 'Nd7'], ['Nxd7', 'Bxd7'], ['c4', 'f6\n'], ['c5', 'bxc5'], ['bxc5', 'fxg5'], ['c6', 'Bxc6'], ['Bxc6', 'Kf7'], ['d7', 'Ke7'], ['hxg5', 'Kd8'], ['Kg2', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1999.10.31,7,"Lahno, Kateryna","Gounina, Valentina",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['exd5', 'exd5'], ['Bd3', 'Nc6'], ['a3', 'Ba5'], ['Ne2', 'Nge7'], ['O-O', 'Bg4\n'], ['f3', 'Bf5'], ['Be3', 'a6'], ['Ng3', 'Bxd3'], ['Qxd3', 'Qd7'], ['Nh5', 'O-O-O'], ['Na4', 'Qf5'], ['Ng3', 'Qxd3\n'], ['cxd3', 'b5'], ['Nc5', 'Bb6'], ['Rfc1', 'Na5'], ['Rab1', 'Bxc5'], ['Rxc5', 'Nb7'], ['Rc2', 'Kd7'], ['Bf4', 'c6\n'], ['Re1', 'h5'], ['h4', 'Ng6'], ['Nf5', 'Rhg8'], ['Bg3', 'Rc8'], ['Rce2', 'c5'], ['Ne7', 'Nxe7'], ['Rxe7+', 'Kc6\n'], ['dxc5', 'Nd8'], ['b4', 'Rf8'], ['Ra7', 'Ne6'], ['Rxa6+', 'Kd7'], ['Rd6+', 'Ke7'], ['Rxd5', 'Rfd8'], ['Bd6+', 'Kf6\n'], ['d4', 'Kg6'], ['f4', 'Kh7'], ['Rxh5+', 'Kg8'], ['d5', 'g6'], ['Rhe5', 'Nxf4'], ['Re8+', 'Rxe8'], ['Rxe8+', 'Rxe8\n'], ['Bxf4', 'f6'], ['d6', 'Kf7'], ['c6', 'Ke6'], ['d7', 'Ra8'], ['Bc7', 'Ke7'], ['d8=Q+', 'Rxd8'], ['Bxd8+', 'Kxd8\n'], ['g4', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1999.11.01,8,"Sgarcea, Raluca","Lahno, Kateryna",,,B26,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'e6'], ['Be3', 'd6'], ['Qd2', 'Nge7'], ['Bh6', 'O-O\n'], ['h4', 'f6'], ['g4', 'e5'], ['Bh3', 'Nd4'], ['O-O-O', 'Rb8'], ['Bxg7', 'Kxg7'], ['f4', 'b5'], ['f5', 'b4'], ['Nce2', 'b3\n'], ['axb3', 'Nec6'], ['Kb1', 'Nb4'], ['Nxd4', 'Qa5'], ['Ne6+', 'Bxe6'], ['Qc3', 'Rb6'], ['Qe1', 'Ra6'], ['Kc1', 'Na2+\n'], ['Kb1', 'Nc3+'], ['Kc1', 'Nxd1'], ['Qxa5', 'Rxa5'], ['Kxd1', 'Ra1+'], ['Kd2', 'Bd7'], ['Bg2', 'Bc6'], ['Ne2', 'Rxh1\n'], ['Bxh1', 'gxf5'], ['gxf5', 'Kh6'], ['Bf3', 'Be8'], ['Ke3', 'Rg8'], ['Kf2', 'Bh5'], ['Ng3', 'Bxf3'], ['Kxf3', 'a5\n'], ['h5', 'Kg5']]",0-1
Wch U10 Girls,Oropesa del Mar,1999.11.02,9,"Lahno, Kateryna","Darbinian, Nune",,,B74,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Nc3', 'Bg7'], ['Nb3', 'Nf6'], ['Be2', 'O-O'], ['Be3', 'd6\n'], ['O-O', 'Be6'], ['f4', 'Na5'], ['f5', 'Bc4'], ['Nxa5', 'Bxe2'], ['Qxe2', 'Qxa5'], ['Rad1', 'b5'], ['Nd5', 'Nxd5\n'], ['Rxd5', 'a6'], ['f6', 'Bxf6'], ['Rxf6', 'exf6'], ['Bd4', 'Rac8'], ['h3', 'Qc7'], ['Qf3', 'Qe7'], ['Bxf6', 'Qe6\n'], ['Rf5', 'Rc5'], ['Rxc5', 'dxc5'], ['e5', 'Rc8'], ['Qe3', 'Kf8'], ['Qh6+', 'Ke8'], ['Qxh7', 'Kd7'], ['Qh6', 'Qd5\n'], ['c3', 'b4'], ['Qe3', 'bxc3'], ['bxc3', 'Rb8'], ['Qc1', 'Qd3'], ['Qf4', 'Rb1+'], ['Kh2', 'Qd1'], ['Bh4', 'f5\n'], ['exf6', 'Qd6'], ['Qxd6+', 'Kxd6'], ['Bf2', 'Rf1'], ['Kg3', 'c4'], ['Bd4', 'Ke6'], ['Kg4', 'Ra1'], ['Kg5', 'Rxa2\n'], ['g4', 'Kf7'], ['h4', 'Rh2'], ['Be5', 'Rh3'], ['h5', 'gxh5'], ['gxh5', 'a5'], ['h6', 'a4'], ['Bd6', 'Rxc3\n'], ['Kg4', 'Rc1'], ['Bh2', 'Rh1'], ['Kh3', 'Rxh2+'], ['Kxh2', 'Kxf6']]",0-1
Wch U10 Girls,Oropesa del Mar,1999.11.04,10,"Tairova, Alena","Lahno, Kateryna",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['c4', 'c6\n'], ['cxd5', 'cxd5'], ['Nc3', 'Nxc3'], ['bxc3', 'Bg4'], ['Rb1', 'Nd7'], ['h3', 'Bh5'], ['Rxb7', 'Nb6'], ['Bxh7+', 'Kxh7\n'], ['Ng5+', 'Qxg5'], ['Bxg5', 'Bxd1'], ['Rxd1', 'Kg8'], ['h4', 'Rfb8'], ['Rxb8+', 'Rxb8'], ['h5', 'Rc8\n'], ['Rd3', 'Na4'], ['Bd2', 'Re8'], ['Kf1', 'Nb2'], ['Rh3', 'Nc4'], ['Be1', 'Rb8'], ['Ke2', 'Rb2+'], ['Kf3', 'Rxa2\n'], ['g3', 'Ra1'], ['Ke2', 'a5'], ['f4', 'a4'], ['h6', 'gxh6'], ['Rxh6', 'a3']]",0-1
Wch U10 Girls,Oropesa del Mar,1999.11.05,11,"Lahno, Kateryna","Meskhi, Teona",,,B06,"[['e4', 'c6'], ['d4', 'g6'], ['g3', 'd5'], ['e5', 'h5'], ['h3', 'Bf5'], ['Bg2', 'Nh6'], ['f4', 'e6'], ['Be3', 'Nd7'], ['Bf3', 'Qb6\n'], ['b3', 'O-O-O'], ['Nd2', 'Bb4'], ['Ne2', 'Qa5'], ['Kf2', 'Bc3'], ['Nxc3', 'Qxc3'], ['Rc1', 'Kb8'], ['Qe2', 'c5\n'], ['Nb1', 'Qb2'], ['Qd2', 'Qxa2'], ['Nc3', 'Qb2'], ['Na4', 'Qa2'], ['dxc5', 'Rc8'], ['Nc3', 'Qa5'], ['Ra1', 'Qd8\n'], ['c6', 'Rxc6'], ['Bxa7+', 'Kc8'], ['Nb5', 'Nc5'], ['Bxc5', 'Rxc5'], ['Ra8+', 'Kd7'], ['Rxd8+', 'Rxd8\n'], ['Nd4', 'Rdc8'], ['c4', 'Ke8'], ['g4', 'Be4'], ['Bxe4', 'dxe4'], ['f5', 'Ng8'], ['fxg6', 'fxg6'], ['gxh5', 'Rxe5\n'], ['Ke3', 'gxh5'], ['Rg1', 'Ne7'], ['Qh2', 'Nf5+'], ['Nxf5', 'Rxf5'], ['Qd6', 'Rf3+'], ['Kxe4', '']]",0-1
