Wch U14 Girls,Menorca,1996.??.??,2,Wang Yue,"Charkhalashvili, Inga",,,B13,"[['e4', 'c6'], ['d4', 'd5'], ['exd5', 'cxd5'], ['Bd3', 'Nf6'], ['c3', 'Bg4'], ['Qb3', 'Qc7'], ['Ne2', 'Bxe2'], ['Bxe2', 'Nc6\n'], ['O-O', 'e6'], ['Be3', 'Bd6'], ['f4', 'O-O'], ['Qd1', 'Qb6'], ['b4', 'Ne4'], ['Bd3', 'f5'], ['Rf3', 'a5'], ['b5', 'Ne7\n'], ['c4', 'dxc4'], ['Bxc4', 'Rf6'], ['Qb3', 'a4'], ['Bxe6+', 'Kh8'], ['Qc4', 'Bxf4'], ['Bxf4', 'Rxe6'], ['Na3', 'Rc8\n'], ['Qxa4', 'Nc3'], ['Qb4', 'Ned5'], ['Rxc3', 'Nxc3'], ['Kh1', 'Nd5'], ['Qd6', '']]",1/2-1/2
Tan Lian Ann cup,Tianjin CHN,2001.07.24,10,Wang Yue,"Petronic,J",,,E38,"[['d4', 'e6'], ['c4', 'Nf6'], ['Nc3', 'Bb4'], ['Qc2', 'c5'], ['dxc5', 'Bxc5'], ['Nf3', 'a6'], ['Bg5', 'Be7'], ['e3', 'd6\n'], ['Bd3', 'Nbd7'], ['Rd1', 'Qc7'], ['b3', 'b6'], ['Ne4', 'Bb7'], ['Nxf6+', 'Nxf6'], ['Qe2', 'Bc6'], ['O-O', 'Qb7\n'], ['Bb1', 'Rd8'], ['Rfe1', 'Bxf3'], ['gxf3', 'O-O'], ['Rd4', 'Rd7'], ['Red1', 'Rfd8'], ['a4', 'a5'], ['Bh4', 'Qc6\n'], ['f4', 'g6'], ['Qf1', 'Ne8'], ['Bxe7', 'Rxe7'], ['Be4', 'Qc5'], ['Bg2', 'Nf6'], ['R1d2', 'Red7'], ['Qd1', 'Kf8\n'], ['Qf3', 'Ke7'], ['Qg3', 'h6'], ['e4', 'g5'], ['R4d3', 'Nh5'], ['Qf3', 'Nxf4'], ['Rc3', 'Rc7'], ['Rc1', 'Qe5\n'], ['Bf1', 'Qc5'], ['Qc3', 'Qe5'], ['Qe3', 'Qc5'], ['Qc3', 'Rcd7'], ['Rb2', 'Rg8'], ['b4', 'axb4'], ['Rxb4', 'Qa5\n'], ['Ra1', 'g4'], ['Qb2', 'Nh3+'], ['Kg2', 'Qg5'], ['Qc3', 'Qf4'], ['Qe3', 'Qe5'], ['Ra2', 'Ng5'], ['Rb5', 'Qxe4+\n'], ['Qxe4', 'Nxe4'], ['Rxb6', 'Ra7'], ['Bd3', 'Nc5'], ['Bc2', 'Rga8'], ['Rb4', 'Na6'], ['Rb6', 'Rc8'], ['a5', 'Rc5\n'], ['Be4', 'Rcc7'], ['Bc6', 'Nc5'], ['a6', 'Nd7'], ['Rb7', 'Rcxb7'], ['axb7', 'Rxa2'], ['Bxd7', 'Kxd7'], ['b8=Q', 'Ra3\n'], ['Qb7+', 'Ke8'], ['Qc8+', 'Ke7'], ['Qc7+', 'Ke8'], ['Qxd6', '']]",1-0
Tan Lian Ann cup,Tianjin CHN,2001.07.25,11,Wang Rui,Wang Yue,,,A90,"[['d4', 'e6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'd5'], ['Nh3', 'c6'], ['O-O', 'Bd6'], ['Qc2', 'O-O'], ['Nd2', 'b6'], ['Nf3', 'Ba6\n'], ['b3', 'Nbd7'], ['Bf4', 'Qe7'], ['cxd5', 'cxd5'], ['Bxd6', 'Qxd6'], ['Qb2', 'Rfc8']]",1/2-1/2
Tan Lian Ann cup,Tianjin CHN,2001.07.26,12,Ning Chunhong,Wang Yue,,,B53,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Qxd4', 'Nc6'], ['Bb5', 'Bd7'], ['Bxc6', 'Bxc6'], ['Nc3', 'Nf6'], ['Bg5', 'e6\n'], ['O-O-O', 'Be7'], ['Rhe1', 'O-O'], ['Kb1', 'Qa5'], ['Qd2', 'Rfc8'], ['Nd4', 'a6'], ['f3', 'h6'], ['Bh4', 'b5\n'], ['Nd5', 'Qxd2'], ['Nxe7+', 'Kf8'], ['Rxd2', 'Kxe7'], ['Red1', 'Bb7'], ['Nb3', 'Rd8'], ['Na5', 'g5'], ['Nxb7', 'Rd7\n'], ['e5', '']]",1-0
Tan Lian Ann cup,Tianjin CHN,2001.07.27,13,Chan Peng Kong,Wang Yue,,,A90,"[['d4', 'e6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'd5'], ['Nf3', 'c6'], ['O-O', 'Bd6'], ['Ne5', 'O-O'], ['Bf4', 'Qe7\n'], ['Nd2', 'Nbd7'], ['Ndf3', 'Ne4']]",1/2-1/2
Tan Lian Ann cup,Tianjin CHN,2001.07.28,14,Wang Yue,Li Haoyu,,,A52,"[['d4', 'Nf6'], ['c4', 'e5'], ['dxe5', 'Ng4'], ['e4', 'Nxe5'], ['f4', 'Nec6'], ['a3', 'Bc5'], ['Nf3', 'a5'], ['Nc3', 'O-O\n'], ['Bd3', 'd6'], ['Bd2', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Qh4+'], ['g3', 'Nd4'], ['Qg4', 'Qe7'], ['O-O-O', 'Nbc6\n'], ['Nd5', 'Qd8'], ['Bc3', 'f6'], ['Kb1', 'Kh8'], ['Qh5', 'Qd7'], ['g4', 'g6'], ['Qh6', 'Nb4'], ['Bxd4', 'Bxd4\n'], ['axb4', 'axb4'], ['Bc2', '']]",1-0
Tan Lian Ann cup,Tianjin CHN,2001.07.29,15,Ding Linlin,Wang Yue,,,B92,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be2', 'e5'], ['Nb3', 'Be7'], ['O-O', 'b6\n'], ['f4', 'Bb7'], ['Bf3', 'O-O'], ['Qe1', 'Nbd7'], ['Qg3', 'Re8'], ['Be3', 'Rc8'], ['Rad1', 'b5'], ['a3', 'Rxc3\n'], ['bxc3', 'Nxe4'], ['Qh3', 'Qc7'], ['c4', 'bxc4'], ['Na5', 'Ba8'], ['Nxc4', 'Nc3'], ['Bxa8', 'Nxd1'], ['Bd5', 'Nxe3\n'], ['Nxe3', 'Nf6'], ['Bb3', 'd5'], ['fxe5', 'Qxe5'], ['Kh1', 'Bd6'], ['Nf5', 'Bc7'], ['Ba4', 'Re6'], ['Ng3', 'Qe3\n'], ['Bb3', '']]",0-1
Tan Lian Ann cup,Tianjin CHN,2001.07.30,16,Wang Yue,"Petronic,S",,,E00,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Nxd2', 'd5'], ['Ngf3', 'O-O'], ['Bg2', 'Qe7'], ['Rc1', 'c6\n'], ['O-O', 'Nbd7'], ['a3', 'Rd8'], ['Qc2', 'b6'], ['Qa4', 'Bb7'], ['cxd5', 'exd5'], ['e3', 'c5'], ['Rfd1', 'Ne4\n'], ['b4', 'cxd4'], ['Nxd4', 'Ne5'], ['Qb3', 'Qf6'], ['f4', 'Nxd2'], ['Rxd2', 'Nc4'], ['Rdd1', 'a5'], ['b5', 'a4\n'], ['Qc3', 'Rac8'], ['Nc6', 'Bxc6'], ['bxc6', 'Qxc6'], ['Rd4', 'Qe6'], ['Bxd5', 'Rxd5'], ['Rxc4', 'Rxc4\n'], ['Qxc4', 'Qxe3+'], ['Kg2', 'Qd2+'], ['Kh1', 'Rc5']]",1/2-1/2
Tan Lian Ann cup,Tianjin CHN,2001.07.31,17,Wu Kaiyu,Wang Yue,,,A00,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['g3', 'Bb4'], ['Bg2', 'd5'], ['Nxc6', 'bxc6\n'], ['e5', 'Nd7'], ['Qg4', 'Bf8'], ['Bf4', 'Ba6'], ['O-O-O', 'h5'], ['Qg5', 'Qxg5'], ['Bxg5', 'Bc5'], ['f4', 'h4\n'], ['Bxh4', 'Be3+'], ['Kb1', 'Bxf4'], ['gxf4', 'Rxh4'], ['Rd4', 'Nb6'], ['Bf1', 'Bxf1'], ['Rxf1', 'Rxh2\n'], ['b3', 'g6'], ['Na4', 'Nd7'], ['Rb4', 'Rb8'], ['Rxb8+', 'Nxb8'], ['Nc5', 'Nd7'], ['Nb7', 'a6'], ['c4', 'dxc4\n'], ['bxc4', 'Nb6'], ['Nd6+', 'Ke7'], ['Rf3', 'Nd7'], ['Ne4', 'Re2'], ['Ng5', 'Rd2'], ['Ne4', 'Rd4'], ['Nd6', 'f6']]",0-1
Asian Championships,Calcutta IND,2001.08.09,1,Wang Yue,"Rahman,SM",,,D45,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'c6'], ['e3', 'e6'], ['Nc3', 'Nbd7'], ['Qc2', 'Be7'], ['b3', 'a6'], ['Bd3', 'c5'], ['cxd5', 'exd5\n'], ['O-O', 'Qc7'], ['e4', 'dxe4'], ['Nxe4', 'Nd5'], ['Bb2', 'cxd4'], ['Qxc7', 'Nxc7'], ['Rac1', 'Ne6'], ['Nxd4', 'Nxd4\n'], ['Bxd4', 'O-O'], ['Rfe1', 'Nb8'], ['Rc7', 'Nc6'], ['Bc5', 'Bxc5'], ['Nxc5', 'Nd8'], ['Be4', 'Rb8'], ['Bd5', 'b6\n'], ['Nd7', 'Bxd7'], ['Rxd7', 'Rc8'], ['h3', 'Rc2'], ['a4', 'b5'], ['a5', 'h6'], ['Rd6', 'Ne6'], ['Rxa6', 'Nf4\n'], ['Be4', 'Rb2'], ['Ra1', 'Ne2+'], ['Kh2', 'Nc3'], ['Ra8', 'Rxa8'], ['Bxa8', '']]",1-0
Asian Championships,Calcutta IND,2001.08.10,2,"Ghaem Maghami,E",Wang Yue,,,A13,"[['c4', 'e6'], ['Nf3', 'd5'], ['g3', 'c6'], ['Qc2', 'f5'], ['Bg2', 'Nf6'], ['O-O', 'Bd6'], ['d3', 'O-O'], ['Nc3', 'Bc7\n'], ['b4', 'd4'], ['Na4', 'e5'], ['Bb2', 'Nbd7'], ['Rae1', 'a5'], ['b5', 'c5'], ['e3', 'e4'], ['dxe4', 'fxe4'], ['Ng5', 'd3\n'], ['Qd1', 'Qe7'], ['Nc3', 'Nb6'], ['Ngxe4', 'Nxe4'], ['Bxe4', 'd2'], ['Qxd2', 'Nxc4'], ['Qc2', 'Nxb2'], ['Nd5', 'Qf7\n'], ['Nxc7', 'Qxc7'], ['Rb1', 'Qe5'], ['Rxb2', 'Bf5'], ['Bxf5', 'Rxf5'], ['Qc4+', 'Kh8'], ['Rd2', 'Raf8\n'], ['Rfd1', 'b6'], ['Rd5', 'Qe6'], ['Rxc5', 'Qxc4'], ['Rxc4', 'Rxb5'], ['Rc2', 'h5'], ['Rd7', 'Rff5'], ['Kg2', 'Rfc5\n'], ['Rcd2', 'a4'], ['Ra7', 'Ra5'], ['Rxa5', 'Rxa5'], ['Rd4', 'a3'], ['Rb4', 'b5'], ['Kf3', 'Kh7'], ['Ke4', 'g5\n'], ['Kf5', 'Kh6'], ['f4', 'gxf4'], ['gxf4', 'Ra6'], ['Rxb5', 'Rc6'], ['Rb3', 'Rc2'], ['Rxa3', 'Rxh2'], ['e4', 'h4\n'], ['Kg4', 'Kg6'], ['Rh3', 'Rg2+'], ['Kf3', 'Rxa2'], ['Rxh4', 'Ra3+'], ['Kg4', 'Re3'], ['f5+', '']]",1-0
Asian Championships,Calcutta IND,2001.08.11,3,Wang Yue,Dao Thien Hai,,,A45,"[['d4', 'Nf6'], ['Bg5', 'Ne4'], ['Bf4', 'c5'], ['f3', 'Nf6'], ['dxc5', 'Qa5+'], ['Qd2', 'Qxc5'], ['Nc3', 'g6'], ['e4', 'Bg7\n'], ['Be3', 'Qc6'], ['e5', 'Ng8'], ['f4', 'b6'], ['Bb5', 'Qb7'], ['Nf3', 'Nh6'], ['Bd3', 'Nc6'], ['Be4', 'Ng4\n'], ['O-O-O', 'f5'], ['Bd5', 'e6'], ['Nb5', 'O-O'], ['Nd6', 'Qc7'], ['Bb3', 'Na5'], ['Kb1', 'Ba6'], ['Bd4', 'Nb7\n'], ['h3', 'Nh6'], ['Ng5', 'Rad8'], ['Qe3', 'Qc6'], ['Bc3', 'Nc5'], ['Rd2', 'Ra8'], ['Rhd1', 'Rfb8'], ['g3', 'Bf8\n'], ['a3', 'Be7'], ['Ba2', 'Rd8'], ['b4', 'Na4'], ['Ba1', 'b5'], ['Qd4', 'Nb6'], ['Rd3', 'Nc4'], ['a4', 'Rab8\n'], ['axb5', 'Bxb5'], ['Bxc4', 'Bxc4'], ['Qxc4', 'Qxc4'], ['Nxc4', 'Rxb4+'], ['Nb2', 'Bxg5'], ['fxg5', 'Nf7\n'], ['Rxd7', 'Rxd7'], ['Rxd7', 'Nxg5'], ['Kc1', 'Nxh3'], ['Nd3', 'Rg4'], ['Bd4', 'Rxg3'], ['Bxa7', 'f4'], ['c4', 'f3\n'], ['Bd4', 'f2'], ['Bxf2', 'Nxf2'], ['Nxf2', 'Rc3+'], ['Kd2', 'Rxc4'], ['Ke3', 'h5'], ['Ne4', 'h4'], ['Nf6+', 'Kf8\n'], ['Rh7', 'g5'], ['Rh5', 'h3'], ['Kf3', 'Rh4'], ['Kg3', 'Rxh5'], ['Nxh5', 'Kf7'], ['Kxh3', 'Kg6'], ['Kg4', '']]",1-0
Asian Championships,Calcutta IND,2001.08.12,4,Wang Yue,"Harikrishna,P",,,D12,"[['d4', 'd5'], ['Nf3', 'c6'], ['c4', 'Nf6'], ['e3', 'Bf5'], ['Nc3', 'e6'], ['Nh4', 'Bg4'], ['Qb3', 'Qb6'], ['h3', 'Bh5\n'], ['Bd2', 'Be7'], ['g4', 'Bg6'], ['O-O-O', 'Nbd7'], ['Nxg6', 'hxg6'], ['Bd3', 'O-O-O'], ['Qxb6', 'axb6\n'], ['f3', '']]",1/2-1/2
Asian Championships,Calcutta IND,2001.08.13,5,"Sadvakasov,D",Wang Yue,,,B92,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be2', 'e5'], ['Nb3', 'Be7'], ['Be3', 'b6\n'], ['Qd2', 'Bb7'], ['f3', 'Nbd7'], ['g4', 'b5'], ['g5', 'Nh5'], ['O-O-O', 'Rc8'], ['Kb1', 'Nb6'], ['Na5', 'Ba8\n'], ['Bf1', 'b4'], ['Ne2', 'd5'], ['Bxb6', 'Qxb6'], ['Ng3', 'Nxg3'], ['hxg3', 'Qxa5'], ['exd5', 'Rc5'], ['d6', 'Rd5\n'], ['Bd3', 'Rxd6'], ['Qe3', 'h6'], ['Rh5', 'e4'], ['Re1', 'Qb6'], ['Qe2', 'Bxg5'], ['fxe4', 'O-O'], ['e5', 'Re6\n'], ['Bc4', 'Re7'], ['a4', 'bxa3'], ['Bb3', 'Bd5']]",0-1
Asian Championships,Calcutta IND,2001.08.13,6,Wang Yue,"Iuldachev,S",,,A55,"[['d4', 'Nf6'], ['c4', 'd6'], ['Nf3', 'Nbd7'], ['Nc3', 'c6'], ['e4', 'e5'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['h3', 'a6\n'], ['Be3', 'b5'], ['a3', 'Re8'], ['Qc2', 'Bb7'], ['dxe5', 'dxe5'], ['Rfd1', 'Qc7'], ['Rac1', 'b4'], ['axb4', 'Bxb4\n'], ['Nd2', 'a5'], ['Na4', 'c5'], ['f3', 'Nf8'], ['Nc3', 'Bxc3'], ['bxc3', 'Ne6'], ['Nb1', 'Nh5'], ['Na3', 'Qe7\n'], ['Bf1', 'Ra6'], ['Qf2', 'Rc8'], ['Rd5', 'Nef4'], ['Rxc5', 'Nxh3+'], ['gxh3', 'Rxc5'], ['Rd1', 'Rc8'], ['c5', 'Rg6+\n'], ['Kh2', 'Nf4'], ['Nb5', 'Bc6'], ['Nd6', 'Rb8'], ['Nf5', 'Qb7'], ['Bxf4', 'exf4'], ['Bc4', 'Qc7'], ['Nd6', 'Rf8\n'], ['Qh4', 'Be8'], ['Rd5', 'Rxd6'], ['Rxd6', 'Qxc5'], ['Rd4', 'Bb5'], ['Bxb5', 'Qxb5'], ['Rd8', 'g5'], ['Rxf8+', 'Kxf8\n'], ['Qxh7', 'Qe2+'], ['Kg1', 'Qe1+'], ['Kg2', 'Qg3+'], ['Kh1', 'Qxf3+'], ['Kh2', 'Qg3+'], ['Kh1', 'f3']]",0-1
Asian Championships,Calcutta IND,2001.08.14,7,Liang Chong,Wang Yue,,,A85,"[['d4', 'e6'], ['c4', 'f5'], ['Nf3', 'Nf6'], ['Nc3', 'd5'], ['Qc2', 'c6'], ['Bg5', 'Be7'], ['cxd5', 'exd5'], ['e3', 'Be6\n'], ['Bxf6', 'Bxf6'], ['Bd3', 'g6'], ['h4', 'Nd7'], ['h5', 'Qe7'], ['O-O-O', 'O-O-O'], ['Kb1', 'Kb8'], ['Rc1', 'Rc8\n'], ['Na4', 'Rc7'], ['hxg6', 'hxg6'], ['Rxh8+', 'Bxh8'], ['Rh1', 'Bg7'], ['Nc5', 'Rc8'], ['Nxe6', 'Qxe6\n'], ['Qd1', 'Nf6'], ['Ne5', 'Ne4'], ['Bxe4', 'dxe4'], ['Qb3', 'Qxb3'], ['axb3', 'Bxe5'], ['dxe5', 'Re8'], ['Rh6', 'Rxe5\n'], ['Kc2', '']]",1/2-1/2
Asian Championships,Calcutta IND,2001.08.14,8,"Villamayor,B",Wang Yue,,,D12,"[['Nf3', 'd5'], ['d4', 'c6'], ['c4', 'Nf6'], ['e3', 'Bf5'], ['Nc3', 'e6'], ['Bd3', 'Bxd3'], ['Qxd3', 'Nbd7'], ['O-O', 'Bb4\n'], ['Bd2', 'a5'], ['a3', 'Bxc3'], ['bxc3', 'Nb6'], ['c5', 'Nc4'], ['Rfb1', 'Rb8'], ['Be1', 'Ne4'], ['Nd2', 'Nexd2\n'], ['Bxd2', 'b6'], ['e4', 'bxc5'], ['exd5', 'cxd5'], ['Bg5', 'Rxb1+'], ['Rxb1', 'Qc7'], ['a4', 'cxd4'], ['cxd4', 'O-O\n'], ['g3', 'Rb8'], ['Bf4', 'Rxb1+'], ['Qxb1', 'Qa7'], ['Qb5', 'h6'], ['Be3', 'Qe7'], ['Bf4', 'Qf6'], ['h4', 'Qxd4\n'], ['Qe8+', 'Kh7'], ['Qxf7', 'Qe4'], ['h5', 'd4'], ['f3', 'Qf5'], ['Qxf5+', 'exf5'], ['Kf2', 'd3'], ['g4', 'Kg8\n'], ['Bb8', 'Kf7'], ['Ba7', 'Ke6'], ['Bd4', 'Ne5'], ['gxf5+', 'Kxf5'], ['Bc3', 'Nc4'], ['Bxg7', 'Kg5'], ['Bf8', 'Kxh5\n'], ['Be7', 'Kg6'], ['Bd8', 'Kf5'], ['Bh4', 'h5'], ['Bd8', 'Ke5'], ['Be7', 'd2'], ['Ke2', 'Kf4'], ['Bh4', 'Ne5\n'], ['Bd8', 'Nxf3'], ['Bc7+', 'Kf5'], ['Bxa5', 'h4'], ['Bxd2', 'Nxd2'], ['a5', 'h3'], ['Kf2', 'Kf4']]",0-1
Asian Championships,Calcutta IND,2001.08.15,9,Wang Yue,"Safin,S",,,A45,"[['d4', 'Nf6'], ['Bg5', 'd6'], ['Nc3', 'Nbd7'], ['e4', 'e5'], ['Nf3', 'Be7'], ['Bc4', 'c6'], ['Bb3', 'O-O'], ['O-O', 'h6\n'], ['Bh4', 'Qc7'], ['a4', 'a5'], ['h3', 'Re8'], ['Bg3', 'Bf8'], ['Re1', 'exd4'], ['Qxd4', 'Ne5'], ['Qe3', 'Be6\n'], ['Bxe6', 'Rxe6'], ['Nd4', 'Ree8'], ['Rad1', 'Qb6'], ['b3', 'Rad8'], ['Bh4', 'Ned7'], ['Nf5', 'Qb4'], ['Qf3', 'g6\n'], ['Bxf6', 'Nxf6'], ['Ng3', 'Bg7'], ['Re3', 'Nd7'], ['Nb1', 'Qc5'], ['Qe2', 'h5'], ['Re1', 'Ne5'], ['c4', 'Qb4\n'], ['Qc2', 'Nd7'], ['Nf1', 'Nc5'], ['Nbd2', 'Ne6'], ['Qd3', 'Bh6'], ['Rf3', 'Nc5'], ['Qc3', 'Bg7'], ['Qxb4', 'axb4\n'], ['Rfe3', 'Re6'], ['g3', 'Rde8'], ['Kg2', 'Bd4'], ['R3e2', 'f5'], ['f3', 'Bc3'], ['Rd1', 'd5'], ['cxd5', 'cxd5\n'], ['Nb1', 'dxe4'], ['fxe4', 'Bg7'], ['Nbd2', 'fxe4'], ['Nc4', 'Nxb3'], ['Nfe3', 'Nc5'], ['Nd5', 'Rc8'], ['Nxb4', 'Nxa4\n'], ['Ne3', 'Nc3'], ['Rc2', 'Rf8'], ['Rd7', 'Rf7'], ['Rd8+', 'Kh7'], ['Rc8', 'Rb6'], ['Rc4', 'Rf3'], ['Ned5', 'Nxd5\n'], ['Nxd5', 'Rbb3'], ['Rxe4', 'Rxg3+'], ['Kf2', 'Rbf3+'], ['Ke2', 'Rf7'], ['Ne3', 'Bh6'], ['Rc8', 'Rxh3\n'], ['Nd5', 'Bg7'], ['Nf4', 'Rh4']]",0-1
Asian Championships,Calcutta IND,2001.08.16,10,"Kotsur,P",Wang Yue,,,B23,"[['e4', 'c5'], ['Nc3', 'd6'], ['Nge2', 'Nf6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'Nc6'], ['h3', 'O-O'], ['d3', 'Rb8\n'], ['f4', 'Bd7'], ['g4', 'b5'], ['Ng3', 'b4'], ['Nce2', 'Ne8'], ['c4', 'bxc3'], ['bxc3', 'Qa5'], ['Bd2', 'Rb2\n'], ['a3', 'Nc7'], ['e5', 'dxe5'], ['f5', 'Nd4'], ['Rb1', 'Rxb1'], ['Qxb1', 'Nxe2+'], ['Nxe2', 'c4'], ['dxc4', 'Qc5+\n'], ['Kh1', 'Qxc4'], ['Ng3', 'Bc6'], ['Bxc6', 'Qxc6+'], ['Qe4', 'Qc5'], ['a4', 'Nd5'], ['c4', 'Nf6'], ['Qe2', 'Rc8\n'], ['Rc1', 'Qc6+'], ['Kh2', 'Qxa4'], ['c5', 'Nd5'], ['Ne4', 'Nf6'], ['Rc4', 'Qc6'], ['Ng3', 'Nd5'], ['Ne4', 'Nf4\n'], ['Qf3', 'Rd8'], ['Bxf4', 'exf4'], ['Qxf4', 'Qd5'], ['Qf1', 'Be5+'], ['Kg2', 'Rb8'], ['Qe2', 'Rb2'], ['Rc2', '']]",0-1
Asian Championships,Calcutta IND,2001.08.17,11,Wang Yue,Nguyen Anh Dung,,,E42,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Ne2', 'b6'], ['a3', 'Ba5'], ['Rb1', 'Na6'], ['Qa4', 'Bb7\n'], ['Bd2', 'Bc6'], ['Qc2', 'O-O'], ['Ng3', 'Bb7'], ['f3', 'Rc8'], ['Bd3', 'h6'], ['Nb5', 'Bxd2+'], ['Qxd2', 'cxd4\n'], ['exd4', 'd5'], ['cxd5', 'Qxd5'], ['Ne4', 'Nxe4'], ['fxe4', 'Qd7'], ['e5', 'Nc7'], ['Nd6', 'Rb8'], ['O-O', 'Ba6\n'], ['Bxa6', 'Nxa6'], ['Rf3', 'f5'], ['d5', 'Nc7'], ['dxe6', 'Nxe6'], ['Rbf1', 'f4'], ['Qd5', 'Kh8'], ['h4', 'Rbc8\n'], ['Qe4', 'Rcd8'], ['Qg6', 'Qc7'], ['R3f2', 'Nd4'], ['Qh5', 'f3'], ['g3', 'Nc6'], ['Nf5', 'Qxe5'], ['Rxf3', 'Nd4\n'], ['Re3', 'Qf6'], ['g4', 'Nxf5'], ['gxf5', 'Qd4'], ['Qe2', 'Rde8'], ['Re1', 'Rxf5']]",0-1
WYB14,Oropesa del Mar ESP,2001.10.21,1,Wang Yue,"Bermejo Martinez,J",,,A57,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['e3', 'axb5'], ['Bxb5', 'Ba6'], ['Bxa6', 'Qa5+'], ['Nc3', 'Qxa6\n'], ['Qe2', 'g6'], ['e4', 'd6'], ['Qxa6', 'Nxa6'], ['f3', 'Bg7'], ['Be3', 'O-O'], ['Nge2', 'Rfb8'], ['O-O-O', 'Nd7\n'], ['b3', 'Nb4'], ['Rd2', 'Ra3'], ['Rhd1', 'c4'], ['Bd4', 'Ne5'], ['Kb2', 'Rba8'], ['f4', 'Ned3+'], ['Kb1', 'cxb3\n'], ['Bxg7', 'Kxg7'], ['Rxd3', 'bxa2+'], ['Ka1', 'Nc2+'], ['Kb2', 'a1=Q+'], ['Rxa1', 'Nxa1'], ['Nc1', 'R3a6\n'], ['N1a2', 'Nc2'], ['Kb3', 'Rxa2'], ['Nxa2', 'Rxa2'], ['Rg3', 'Nb4'], ['Kxb4', 'Re2'], ['e5', 'dxe5'], ['fxe5', 'Rxe5\n'], ['Kc4', 'e6'], ['dxe6', 'Rxe6'], ['Kd4', 'Ra6']]",1/2-1/2
WYB14,Oropesa del Mar ESP,2001.10.24,4,Yang Ruixin,Wang Yue,,,B23,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['f4', 'g6'], ['Nf3', 'Bg7'], ['Bb5', 'Nd4'], ['O-O', 'Nxb5'], ['Nxb5', 'd6'], ['d3', 'Nf6\n'], ['Qe1', 'O-O'], ['f5', 'gxf5'], ['Qh4', 'Qd7'], ['e5', 'dxe5'], ['Nc3', 'e4'], ['dxe4', 'fxe4'], ['Nxe4', 'Qg4\n'], ['Nxc5', 'Qxh4'], ['Nxh4', 'b6'], ['Nd3', 'e6'], ['Nf3', 'Ba6'], ['Nfe5', 'Nd5'], ['Rf3', 'Rac8'], ['Rf2', 'Bxd3\n'], ['Nxd3', 'Bd4'], ['c3', 'Bxf2+'], ['Kxf2', 'Rfd8'], ['Ne5', 'f6'], ['Nf3', 'e5'], ['Bh6', 'Kf7'], ['Re1', 'b5\n'], ['g4', 'b4'], ['cxb4', 'Nxb4'], ['Re2', 'Nxa2'], ['Bd2', 'Nc1'], ['Bxc1', 'Rxc1'], ['g5', 'Rc5'], ['h4', 'Rb8\n'], ['h5', 'Rcb5'], ['Kg3', 'Rxb2'], ['Re1', 'R8b3']]",0-1
