URS-chTJ,Kramatorsk,1989.??.??,?,"Tabatadze, Tamaz","Tkachiev, Vladislav",,,E73,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Bg5', 'Nc6'], ['d5', 'Ne5'], ['Qd2', 'c6\n'], ['Nf3', 'Nxf3+'], ['Bxf3', 'cxd5'], ['cxd5', 'Bd7'], ['O-O', 'Rc8'], ['h3', 'Re8'], ['Be3', 'Qa5'], ['Bd4', 'Rc4\n'], ['Be3', 'Rec8'], ['Rfc1', 'a6'], ['a3', 'b5'], ['g4', 'b4'], ['Na2', 'Rxc1+'], ['Rxc1', 'Rxc1+'], ['Nxc1', 'Ne8\n'], ['Kg2', 'Qa4'], ['Bd1', 'Qb5'], ['axb4', 'Nc7'], ['Bd4', 'Bxd4'], ['Qxd4', 'Qb7'], ['Be2', 'Nb5'], ['Bxb5', 'Bxb5\n'], ['Na2', 'Bd7'], ['Nc3', 'Qc7'], ['Kg3', 'Qb7'], ['f4', 'Qc7'], ['e5', 'g5'], ['fxg5', 'dxe5'], ['Qc5', 'Qd8\n'], ['Ne4', 'Bb5'], ['d6', 'exd6'], ['Nxd6', 'e4'], ['Nxe4', 'Qd3+'], ['Kf4', 'Qf1+'], ['Ke5', 'Qe2'], ['Qf2', 'Qd3\n'], ['Qd2', '']]",1-0
URS-ch U18,Alma-Ata,1991.??.??,?,"Makarjev, Ilja","Tkachiev, Vladislav",,,E70,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Bd3', 'O-O'], ['Nge2', 'a6'], ['O-O', 'c5'], ['d5', 'Nbd7\n'], ['Ng3', 'b5'], ['f4', 'bxc4'], ['Bxc4', 'Nb6'], ['Be2', 'e6'], ['Kh1', 'exd5'], ['exd5', 'Ra7'], ['f5', 'Bb7\n'], ['Bg5', 'Qa8'], ['Bf3', 'Nbd7'], ['Bf4', 'Ne5'], ['Bxe5', 'dxe5'], ['Qd2', 'Rd8'], ['Rad1', 'Qc8'], ['Qc2', 'Ba8\n'], ['Rfe1', 'e4'], ['Bxe4', 'Rad7'], ['fxg6', 'hxg6'], ['Bf3', 'Nxd5'], ['Nxd5', 'Bxd5'], ['Rxd5', 'Rxd5\n'], ['Bxd5', 'Rxd5'], ['b3', 'Qg4'], ['Qf2', 'c4'], ['h3', 'Qd4'], ['Re8+', 'Bf8'], ['Qxd4', 'Rxd4'], ['bxc4', 'Rxc4\n'], ['Re2', 'Bc5'], ['Kh2', '']]",0-1
Manila ol (Men),Manila,1992.??.??,?,"Kurajica, Bojan","Tkachiev, Vladislav",,,D78,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'd5'], ['c4', 'c6'], ['Nbd2', 'a5'], ['e3', 'Bf5\n'], ['Qe2', 'Re8'], ['Ne5', 'Qc8'], ['b3', 'Nbd7'], ['Bb2', 'a4'], ['f3', 'c5'], ['g4', 'Be6'], ['g5', 'Nh5'], ['f4', 'a3\n'], ['Bc3', 'cxd4'], ['exd4', 'Nxe5'], ['fxe5', 'f6'], ['Rac1', 'Qd7'], ['cxd5', 'Bxd5'], ['Nc4', 'Bxg2\n'], ['Qxg2', 'Ra6'], ['gxf6', 'exf6'], ['Nd6', 'Re7'], ['Bb4', 'Rc6'], ['Bxa3', 'fxe5'], ['Qd5+', 'Kh8'], ['dxe5', 'Qg4+\n'], ['Qg2', 'Qd4+'], ['Kh1', 'Rxc1'], ['Rxc1', 'Bxe5'], ['Rc8+', 'Kg7'], ['Nf5+', '']]",1-0
Manila ol (Men),Manila,1992.??.??,?,"Gdanski, Jacek","Tkachiev, Vladislav",,,B06,"[['e4', 'g6'], ['d4', 'Bg7'], ['Nc3', 'd6'], ['Be3', 'a6'], ['Qd2', 'b5'], ['Bd3', 'Nd7'], ['Nf3', 'Bb7'], ['O-O-O', 'c5\n'], ['Rhe1', 'cxd4'], ['Nxd4', 'Ngf6'], ['Bh6', 'O-O'], ['Bxg7', 'Kxg7'], ['Qg5', 'e6'], ['f4', 'Rc8']]",1/2-1/2
Manila ol (Men),Manila,1992.??.??,?,"Gutierrez, Oscar","Tkachiev, Vladislav",,,B08,"[['e4', 'd6'], ['d4', 'g6'], ['Be2', 'Bg7'], ['Nc3', 'Nf6'], ['Nf3', 'O-O'], ['O-O', 'c6'], ['a4', 'Qc7'], ['h3', 'e5'], ['d5', 'Na6\n'], ['Be3', 'Nb4'], ['Qd2', 'a5'], ['Bg5', 'cxd5'], ['exd5', 'Bf5'], ['Rac1', 'Ne4'], ['Nxe4', 'Bxe4'], ['c4', 'Bxf3\n'], ['Bxf3', 'f5'], ['g3', 'f4'], ['gxf4', 'h6'], ['Bg4', 'hxg5'], ['fxe5', 'Bxe5'], ['Qxg5', 'Kh7'], ['Bh5', 'Bf4\n'], ['Qxg6+', 'Kh8'], ['Bg4', 'Bxc1'], ['Rxc1', 'Qg7'], ['Qd3', 'Nxd3'], ['Rc3', 'Nxf2'], ['Rc2', 'Nxg4\n'], ['hxg4', 'Qxg4+'], ['Rg2', 'Qd4+']]",0-1
Manila ol (Men),Manila,1992.??.??,?,Liang Jinrong,"Tkachiev, Vladislav",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'b5'], ['Bb3', 'Be7'], ['Re1', 'd6'], ['c3', 'O-O\n'], ['h3', 'a5'], ['d4', 'a4'], ['Bc2', 'Bd7'], ['Nbd2', 'Re8'], ['Nf1', 'Bf8'], ['d5', 'Na5'], ['b3', 'Nxb3'], ['axb3', 'axb3\n'], ['Rxa8', 'bxc2'], ['Rxd8', 'cxd1=Q'], ['Rxe8', 'Qd3'], ['Rd8', 'h6'], ['Bd2', 'Be8'], ['Rc8', 'Kh7'], ['Ng3', 'Be7\n'], ['Rxc7', 'Bd7'], ['Rb7', 'Bd8'], ['Ra1', 'Bxh3'], ['Ra8', 'Bg4'], ['Rxd8', 'Bxf3'], ['gxf3', 'Qxd2'], ['Rxf7', 'Qxc3\n'], ['Rxd6', 'Kg6'], ['Rb7', 'Qxf3'], ['Rd8', 'Kh7'], ['Rf8', 'Qd1+'], ['Kg2', 'Nxd5'], ['Rff7', 'Nf4+'], ['Kh2', 'Ne6\n'], ['Nf5', 'Qh5+'], ['Kg1', 'Qg4+'], ['Kf1', 'Qd1+'], ['Kg2', 'Nf4+'], ['Kh2', 'Qh5+'], ['Kg1', 'Qg4+'], ['Ng3', 'b4\n'], ['Rbe7', 'b3'], ['Re8', 'b2'], ['Rb7', 'Qf3']]",0-1
Manila ol (Men),Manila,1992.??.??,?,"Nevednichy, Vladislav","Tkachiev, Vladislav",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'a6'], ['h3', 'Ba7'], ['Bb3', 'O-O'], ['O-O', 'd6\n'], ['Re1', 'Kh8'], ['d4', 'Qe7'], ['Be3', 'h6'], ['Nbd2', 'Bd7'], ['Nf1', 'Na5'], ['Bc2', 'b5'], ['Ng3', 'c5\n'], ['dxe5', 'dxe5'], ['Nh4', 'Nc4'], ['Bc1', 'Nd6'], ['Qf3', 'c4'], ['a4', 'Bc5'], ['Nhf5', 'Nxf5'], ['exf5', 'Rac8\n'], ['axb5', 'axb5'], ['Ra6', 'Rfe8'], ['Rxf6', 'Qxf6'], ['Nh5', 'Qb6'], ['f6', 'g6'], ['Bxh6', 'Re6'], ['Bg7+', 'Kg8\n'], ['Bxg6', 'Bxf2+'], ['Kh1', 'Bxe1'], ['Qf5', 'fxg6'], ['Qxg6', 'Be8'], ['Qh6', 'Bxh5'], ['Qxh5', '']]",1/2-1/2
Manila ol (Men),Manila,1992.??.??,?,"Tkachiev, Vladislav","Malisauskas, Vidmantas",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['c4', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Nc3', 'Bg7\n'], ['Be3', 'Nf6'], ['f3', 'O-O'], ['O-O', 'Rfd8'], ['b3', 'e6'], ['Qd2', 'd5'], ['exd5', 'exd5'], ['c5', 'Ne8\n'], ['Rad1', 'Nc7'], ['Ncb5', 'Nxb5'], ['Nxb5', 'd4'], ['Bg5', 'Re8'], ['b4', 'b6'], ['Nd6', 'Re6'], ['Rfe1', 'bxc5\n'], ['bxc5', 'Re5'], ['Qf4', 'f5'], ['Qc1', 'Qe6'], ['Rxe5', 'Bxe5'], ['Qc4', 'Qxc4'], ['Nxc4', 'Re8'], ['Kf2', 'Kf7\n'], ['g3', 'Bc7'], ['Bf4', 'Bxf4'], ['gxf4', 'Kf6'], ['Rb1', 'Rb8'], ['Rxb8', 'Nxb8'], ['Nd6', 'Ke6'], ['Nb5', 'Nc6\n'], ['Nc7+', 'Kd7'], ['Nd5', 'Nd8'], ['Nb4', 'Ne6'], ['Nd3', 'Kc6'], ['Ke2', 'Nxc5'], ['Ne5+', 'Kd5'], ['h4', 'Na6\n'], ['Nd7', 'Nb4'], ['a3', 'Nc2'], ['a4', 'Kc4'], ['Kd2', 'Ne3'], ['Ne5+', 'Kd5'], ['Nd3', 'Ng2'], ['Nb4+', 'Kc5\n'], ['Nd3+', 'Kc4'], ['Ne5+', 'Kd5']]",0-1
Manila ol (Men),Manila,1992.??.??,?,"Tkachiev, Vladislav","Egger, Jorge",,,C90,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['d3', 'd6\n'], ['c3', 'Na5'], ['Bc2', 'c5'], ['Nbd2', 'Re8'], ['Nf1', 'Bf8'], ['Bg5', 'h6'], ['Bh4', 'g5'], ['Bg3', 'Bg4\n'], ['h3', 'Bh5'], ['Bh2', 'Bg6'], ['N1d2', 'Nc6'], ['a3', 'Bg7'], ['b4', 'Nh5'], ['Nb3', 'Qb6'], ['Qe2', 'cxb4\n'], ['axb4', 'a5'], ['bxa5', 'Nxa5'], ['Nxa5', 'Rxa5'], ['Rxa5', 'Qxa5'], ['d4', 'Nf4'], ['Bxf4', 'exf4\n'], ['e5', 'Bh5'], ['Qd3', 'Bg6'], ['Qd2', 'Bxc2'], ['Qxc2', 'dxe5'], ['Nxe5', 'Bxe5'], ['dxe5', 'Qc7'], ['e6', 'Kg7\n'], ['Qb2', 'Rxe6'], ['c4+', 'Rf6'], ['cxb5', 'Kg6'], ['Ra1', 'Rb6'], ['Ra6', 'Qd6'], ['Qc2+', 'Kg7'], ['Qc3+', 'Kh7\n'], ['Qc2+', 'Kg7'], ['Qb2+', 'Kg6'], ['Ra8', 'Qd3'], ['h4', 'Qxb5'], ['Qc2+', 'Kh5'], ['Qd1+', 'g4'], ['Kh2', 'Kxh4\n'], ['Kg1', 'Rg6'], ['Rd8', 'Rg5'], ['Rd4', 'Qe5'], ['Rxf4', 'Kh5'], ['g3', 'Qe6'], ['Qd8', 'Kg6'], ['Qg8+', 'Kh5']]",1/2-1/2
Manila ol (Men),Manila,1992.??.??,?,"Stohl, Igor","Tkachiev, Vladislav",,,E08,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'Bb4+'], ['Bd2', 'Be7'], ['Bg2', 'd5'], ['Nf3', 'O-O'], ['O-O', 'c6'], ['Qc2', 'Nbd7\n'], ['Bf4', 'Nh5'], ['Bc1', 'f5'], ['Nbd2', 'Bd6'], ['Ne1', 'Qe7'], ['Nd3', 'b6'], ['b4', 'Bb7'], ['a4', 'Nhf6\n'], ['Rb1', 'Rac8'], ['Ba3', 'e5'], ['dxe5', 'Nxe5'], ['Nxe5', 'Bxe5'], ['Nf3', 'Bb8'], ['cxd5', 'Nxd5'], ['Nd4', 'Qf7\n'], ['Bh3', 'g6'], ['Bg2', 'Rfd8'], ['Rfd1', 'Be5'], ['e3', 'Ba8'], ['Rbc1', 'Bb7'], ['Qb3', 'Ba8'], ['b5', 'c5\n'], ['Nc6', 'Bxc6'], ['bxc6', 'Nf6'], ['Qb1', 'Qe6'], ['a5', 'Bc7'], ['axb6', 'axb6'], ['Bb2', 'Ne4'], ['Ba1', 'Re8\n'], ['Rd7', 'Be5'], ['Bxe4', 'fxe4'], ['Bxe5', 'Qxe5'], ['Qxb6', 'Qf6'], ['Rxc5', 'Rf8'], ['Rcd5', 'Kh8\n'], ['Qd4', '']]",1-0
Biel op,Biel,1993.??.??,3,"Tkachiev, Vladislav","Miezis, Normunds",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Nc6'], ['Nxc6', 'dxc6'], ['O-O', 'e5'], ['a4', 'Nf6\n'], ['Nd2', 'Bg4'], ['Qe1', 'Bb4'], ['Qe3', 'Qe7'], ['Nc4', 'Nh5'], ['a5', 'h6'], ['Ra4', 'Bc5'], ['Qe1', 'Nf4\n'], ['Bxf4', 'exf4'], ['e5', 'Be6'], ['Qe4', 'g5'], ['b4', 'Bd5'], ['Qf5', 'Bd4'], ['b5', 'c5'], ['Nb6', 'Be6\n'], ['Qe4', 'Ra7'], ['bxa6', 'bxa6'], ['Rc1', 'Qc7'], ['Nc4', 'Qd7'], ['Nb6', 'Qc7'], ['Nc4', 'Qd7'], ['Nb6', 'Qc7\n'], ['Nc4', 'Qd7']]",1/2-1/2
Biel op,Biel,1993.??.??,4,"Steinbacher, Matthias","Tkachiev, Vladislav",,,A01,"[['b3', 'Nf6'], ['Bb2', 'g6'], ['Bxf6', 'exf6'], ['e3', 'a5'], ['c3', 'd5'], ['d4', 'h5'], ['Bd3', 'h4'], ['a3', 'f5'], ['Qc2', 'Qg5\n'], ['f4', 'Qe7'], ['Nh3', 'Nd7'], ['Kf2', 'Nf6'], ['Re1', 'Bd7'], ['Nd2', 'Ne4+'], ['Kg1', 'a4'], ['b4', 'b5\n'], ['Nxe4', 'fxe4'], ['Be2', 'c6'], ['Rf1', 'Bxh3'], ['gxh3', 'f5'], ['Rf2', 'Bh6'], ['Kh1', 'Kd7'], ['Rg1', 'Rhg8\n'], ['Rfg2', 'g5'], ['Qd1', 'Kc7'], ['Qf1', 'Kb6'], ['fxg5', 'Rxg5'], ['Rxg5', 'Bxg5'], ['Qxf5', 'Bxe3'], ['Rg6', 'Rd8\n'], ['Bg4', 'Rf8']]",0-1
