RUS-ch U10,Rybinsk,1997.??.??,1,"Rusanov, V.","Vitiugov, N.",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['f4', 'Qc7\n'], ['Kh1', 'a6'], ['a4', 'Nc6'], ['Be3', 'Bd7'], ['g4', 'Nxd4'], ['Bxd4', 'Bc6'], ['Bf3', 'e5'], ['Be3', 'exf4\n'], ['Bxf4', 'Nd7'], ['Nd5', 'Bxd5'], ['exd5', 'Ne5'], ['Bxe5', 'dxe5'], ['Qd3', 'Qd7'], ['c4', 'Bc5'], ['Qd2', 'a5\n'], ['Rfd1', 'Ra6'], ['b3', 'Rf6'], ['Qg2', 'Rf4'], ['d6', 'Bd4'], ['Rab1', 'Qxd6']]",0-1
EYCC B14,Halkidiki GRE,2001.09.02,3,"Zorko,J","Vitiugov,N",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['Be3', 'Nc6\n'], ['f4', 'Qc7'], ['Kh1', 'a6'], ['Qe1', 'Nxd4'], ['Bxd4', 'b5'], ['a3', 'Bb7'], ['Qg3', 'g6'], ['Bf3', 'Bc6\n'], ['Rae1', 'a5'], ['e5', 'dxe5'], ['fxe5', 'Nd7'], ['Bxc6', 'Qxc6'], ['Ne4', 'Qxc2'], ['Nf6+', 'Bxf6'], ['exf6', 'Kh8\n'], ['Qg5', 'b4'], ['Qh6', 'Rg8'], ['Rf3', 'g5'], ['Qh5', 'Qd2'], ['Re4', 'Qd1+'], ['Bg1', 'Nxf6'], ['Qh6', 'Rg6\n'], ['Rxf6', 'Rxh6'], ['Rxh6', 'Rc8']]",0-1
EYCC B14,Halkidiki GRE,2001.09.03,4,"Vitiugov,N","Wojtaszek,R",,,E14,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Bb4+'], ['Nbd2', 'b6'], ['a3', 'Bxd2+'], ['Qxd2', 'Bb7'], ['e3', 'O-O'], ['Be2', 'd6\n'], ['O-O', 'Nbd7'], ['b4', 'Ne4'], ['Qc2', 'f5'], ['Bb2', 'Qe8'], ['Ne1', 'c5'], ['f3', 'Nef6'], ['Bd3', 'Rc8\n'], ['Qe2', 'Qh5'], ['Rd1', 'e5'], ['dxc5', 'dxc5'], ['f4', 'Qxe2'], ['Bxe2', 'exf4'], ['exf4', 'cxb4'], ['axb4', 'Rfe8\n'], ['Bd3', 'Be4'], ['Ra1', 'Rc7'], ['Rf2', 'Bxd3'], ['Nxd3', 'Re3'], ['Ne5', 'Nxe5'], ['fxe5', 'Ne4'], ['Rxf5', 'Re2\n'], ['Raf1', 'h6'], ['Bd4', 'Rxc4'], ['Rf8+', 'Kh7'], ['e6', 'Rxd4'], ['e7', 'Nd6']]",0-1
EYCC B14,Halkidiki GRE,2001.09.04,5,"Papin,V","Vitiugov,N",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['Be3', 'Nc6\n'], ['f4', 'Qc7'], ['Kh1', 'a6'], ['Qe1', 'Nxd4'], ['Bxd4', 'b5'], ['a3', 'Bb7'], ['Qg3', 'Bc6'], ['Rae1', 'Qb7\n'], ['Bd3', 'g6'], ['f5', 'b4'], ['axb4', 'Qxb4'], ['Ne2', 'e5'], ['Bc3', 'Qb7'], ['Bd2', 'Bxe4'], ['Bh6', 'Rfe8\n'], ['Nc3', 'Bxd3'], ['cxd3', 'Kh8'], ['Ne4', 'Nh5'], ['Qf3', 'f6'], ['Qh3', 'Qd7'], ['g4', 'd5'], ['gxh5', 'g5\n'], ['Nf2', 'Rab8'], ['Re2', 'Bc5'], ['Ng4', 'Rb6'], ['Qg2', 'Qf7'], ['Qh3', 'e4'], ['dxe4', 'dxe4'], ['Qc3', 'Be7\n'], ['Bxg5', 'Qg7'], ['Be3', 'Bb4'], ['Qc4', 'Rb5'], ['Rg2', 'Rg8'], ['Bd4', '']]",1-0
EYCC B14,Halkidiki GRE,2001.09.06,6,"Vitiugov,N","Lo Curto,E",,,E97,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'O-O'], ['Nf3', 'd6'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['d5', 'Ne7\n'], ['Nd2', 'Nd7'], ['b4', 'f5'], ['c5', 'Nf6'], ['f3', 'f4'], ['Nc4', 'g5'], ['a4', 'Ne8'], ['Ba3', 'Ng6'], ['b5', 'dxc5\n'], ['Bxc5', 'Nd6'], ['a5', 'Rf6'], ['Qb3', 'Bf8'], ['Bf2', 'Nxc4'], ['Bxc4', 'Bd6'], ['Be2', 'Bd7'], ['Rfc1', 'h5\n'], ['h3', 'Nh4'], ['b6', 'cxb6'], ['axb6', 'a6'], ['Na4', 'Bxa4'], ['Rxa4', 'Ng6'], ['Rac4', 'Ne7'], ['Rc7', 'Rb8\n'], ['Qc3', 'Rf8'], ['Bc5', 'Nc8'], ['Qa3', 'Re8'], ['Bxd6', 'Nxd6'], ['Bd1', 'Rc8'], ['Ba4', 'Re7'], ['Rxc8', 'Nxc8\n'], ['Rxc8', 'Qxc8'], ['Qxe7', 'Qc1+'], ['Kh2', '']]",1-0
EYCC B14,Halkidiki GRE,2001.09.07,7,"Luch,M","Vitiugov,N",,,B81,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['g4', 'Nc6'], ['g5', 'Nd7'], ['Ndb5', 'Nb6\n'], ['Bf4', 'Ne5'], ['Qh5', 'Ng6'], ['Be3', 'a6'], ['Nd4', 'Bd7'], ['f4', 'e5'], ['fxe5', 'dxe5'], ['Nf5', 'Nf4\n'], ['Qf3', 'g6'], ['Bxf4', 'exf4'], ['Qxf4', 'gxf5'], ['Qe5+', 'Be6'], ['Qxh8', 'Qxg5'], ['Rd1', 'Qh4+\n'], ['Ke2', 'Bc4+'], ['Ke3', 'Qg5+'], ['Kf2', 'Qf4+'], ['Kg2', 'Qg5+'], ['Kf2', 'Qf4+'], ['Kg2', '']]",1/2-1/2
EYCC B14,Halkidiki GRE,2001.09.09,9,"Zavgorodniy,S","Vitiugov,N",,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['d3', 'd5'], ['Qe2', 'Nf6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'O-O'], ['e5', 'Nfd7\n'], ['Bf4', 'Nc6'], ['Nbd2', 'f6'], ['exf6', 'Qxf6'], ['Bd6', 'Rf7'], ['c4', 'b6'], ['Rae1', 'Bb7'], ['Qxe6', 'Qxe6\n'], ['Rxe6', 'Bxb2'], ['cxd5', 'Nb4'], ['Ng5', 'Rf5'], ['Nde4', 'Bxd5'], ['Re7', 'Nf6'], ['Rb1', 'Bd4'], ['Nf3', 'Rxf3\n'], ['Bxf3', 'Nxe4'], ['Bxe4', 'Bxe4'], ['Rxe4', 'Nxa2'], ['Rbe1', 'a5'], ['Re8+', 'Rxe8'], ['Rxe8+', 'Kf7\n'], ['Re7+', 'Kf6'], ['Rb7', 'Nb4'], ['Rxb6', 'Kf7'], ['Rb5', 'Nxd3'], ['Rxa5', 'Bxf2+'], ['Kf1', 'Bd4'], ['Ke2', 'c4\n'], ['Bf4', 'Nxf4+'], ['gxf4', 'Ke6'], ['Ra8', 'c3'], ['Rc8', 'Bf6'], ['Ke3', 'g5'], ['Ke4', 'gxf4'], ['h3', 'Kd7\n'], ['Rc5', 'Kd6'], ['Rc4', 'f3'], ['Kxf3', 'Kd5'], ['Rc7', 'h6'], ['Ke3', 'Bg5+'], ['Kd3', 'Bd2'], ['Rc8', 'Ke5']]",1/2-1/2
Chigorin Mem Open,St Petersburg RUS,2001.10.01,7,"Korotylev,A","Vitiugov,N",,,D48,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['e3', 'Nf6'], ['Nf3', 'Nbd7'], ['Bd3', 'dxc4'], ['Bxc4', 'b5'], ['Bd3', 'a6\n'], ['e4', 'c5'], ['d5', 'Bb7'], ['O-O', 'c4'], ['Bc2', 'Qc7'], ['dxe6', 'fxe6'], ['Nd4', 'Nc5'], ['Be3', 'O-O-O\n'], ['Qe2', 'e5'], ['Nf3', 'Nd3'], ['Ng5', 'Rd7'], ['Bxd3', 'Rxd3'], ['Rfd1', 'h6'], ['Ne6', 'Qd7'], ['Nxf8', 'Rxf8\n'], ['Bc5', 'Rd8'], ['Bb6', 'Re8'], ['Rxd3', 'cxd3'], ['Qe3', 'b4'], ['Qc5+', '']]",1/2-1/2
Chigorin Mem Open,St Petersburg RUS,2001.10.02,8,"Vitiugov,N","Rychagov,A",,,A80,"[['d4', 'f5'], ['Nc3', 'Nf6'], ['Bg5', 'd5'], ['Bxf6', 'exf6'], ['e3', 'Be6'], ['Bd3', 'Qd7'], ['Qf3', 'Nc6'], ['a3', 'Ne7\n'], ['Nge2', 'O-O-O'], ['O-O-O', 'Kb8'], ['h3', 'h5'], ['h4', 'g6'], ['Kb1', 'Nc8'], ['Nf4', 'Bf7'], ['Qg3', 'Qc6\n'], ['Na2', 'Qb6'], ['Ka1', 'Bd6'], ['Qf3', 'Qa5'], ['Qe2', 'Rhe8'], ['g3', 'c5'], ['Bb5', 'Re7'], ['dxc5', 'Be5\n'], ['c3', 'a6'], ['Bd3', 'Qxc5'], ['Nb4', 'Rd6'], ['Bb1', 'Nb6'], ['Nfd3', 'Qa5'], ['f4', 'Bxc3'], ['bxc3', 'Nc4\n'], ['Ba2', 'Qxa3'], ['Nb2', 'Nxe3'], ['Rd4', 'a5'], ['Nc2', 'Qxc3'], ['Nxe3', 'Qxd4'], ['Nxf5', 'Rxe2'], ['Nxd4', 'Rd2\n'], ['Rd1', 'Rxd1+'], ['Nxd1', 'Rd8'], ['Kb2', 'Rg8'], ['Nc3', 'g5'], ['f5', 'gxh4'], ['gxh4', 'Rg4'], ['Ne6', 'd4\n'], ['Nd5', 'Rg2+'], ['Kb1', 'd3'], ['Bb3', 'Rg1+'], ['Kb2', 'd2'], ['Nc3', 'Rg4']]",0-1
Chigorin Mem Open,St Petersburg RUS,2001.10.03,9,"Kostenko,P","Vitiugov,N",,,B81,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['g4', 'Nc6'], ['g5', 'Nd7'], ['h4', 'Be7\n'], ['Be3', 'O-O'], ['f4', 'Nb6'], ['Qf3', 'd5'], ['O-O-O', 'Bb4'], ['exd5', 'exd5'], ['Bf2', 'Nxd4'], ['Bxd4', 'Bf5\n'], ['Bh3', 'Bxc3'], ['Bxf5', 'Bxd4'], ['Rxd4', 'Qe7'], ['h5', 'Rfe8'], ['Kb1', 'Nc4'], ['a3', 'Qc5'], ['Rxd5', 'Qc6\n'], ['Bxh7+', 'Kh8'], ['Qd3', 'Ne3'], ['c4', 'Nxd5'], ['cxd5', 'Qa6'], ['Qxa6', 'bxa6'], ['Bc2', 'Rad8'], ['Rd1', 'Rd6\n'], ['Rd4', 'Kg8'], ['b4', 'Rb8'], ['Ka2', 'Kf8'], ['Ba4', 'Rc8'], ['Kb3', 'Rb8'], ['Bc6', 'Rc8'], ['Re4', 'f6\n'], ['g6', 'f5'], ['Re5', 'Rf6'], ['Kc4', 'Rb8'], ['Kc5', 'Rd8'], ['a4', 'Kg8'], ['Re7', '']]",1-0
Chigorin Mem Open,St Petersburg RUS,2001.10.26,1,"Dribinsky,B","Vitiugov,N",,,D30,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['Bg5', 'h6'], ['Bh4', 'Bb4+'], ['Nc3', 'dxc4'], ['e3', 'b5'], ['Be2', 'Bb7\n'], ['O-O', 'a6'], ['Ne5', 'Be7'], ['a4', 'b4'], ['Nb1', 'Nbd7'], ['Nxc4', 'c5'], ['Nbd2', 'cxd4'], ['exd4', 'O-O\n'], ['Bg3', 'Nb6'], ['a5', 'Nbd5'], ['Bf3', 'Bc6'], ['Re1', 'Bb5'], ['Nb6', 'Ra7'], ['Ndc4', 'Re8'], ['Qb3', 'Nxb6\n'], ['Nxb6', 'Bd6'], ['Be5', 'Rc7'], ['Rac1', 'Qe7'], ['h3', 'Rd8'], ['Bxd6', 'Qxd6'], ['Rxc7', 'Qxc7'], ['Qxb4', 'Qf4\n'], ['Qc3', 'Rxd4'], ['Be2', 'Bxe2'], ['Rxe2', 'Rd1+'], ['Re1', 'Rd2'], ['Qc8+', 'Kh7'], ['Rf1', 'Rxb2'], ['Qxa6', 'Ne4\n'], ['Qd3', 'f5'], ['g3', 'Nxf2'], ['gxf4', 'Nxd3'], ['Ra1', 'Nb4'], ['a6', 'Nc6'], ['Nc8', 'Rb8'], ['a7', 'Rxc8\n'], ['a8=Q', 'Rxa8'], ['Rxa8', 'Ne7'], ['Kf2', 'Kg6'], ['Rf8', 'Nd5'], ['Kf3', 'Nf6'], ['Ke3', 'Ne4'], ['Kf3', 'Nd6\n'], ['h4', 'Ne4'], ['Re8', 'Kf7'], ['Ra8', 'g5'], ['Rh8', 'Kg7'], ['Re8', 'Kf7'], ['Rh8', 'g4+'], ['Ke2', 'Nc3+\n'], ['Kf2', 'Nd5'], ['Kg3', 'Nf6'], ['Kf2', 'Kg6'], ['Ra8', 'Ne4+'], ['Kg2', 'Nc5'], ['Rc8', 'Ne4'], ['Rc6', 'Kf7']]",1/2-1/2
Chigorin Mem Open,St Petersburg RUS,2001.10.27,2,"Vitiugov,N","Razuvajeva,J",,,A84,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'e6'], ['e3', 'f5'], ['f4', 'Nf6'], ['Nf3', 'Be7'], ['Be2', 'O-O'], ['O-O', 'Ne4'], ['Qc2', 'Nd7\n'], ['b3', 'Ndf6'], ['Ne5', 'Bd7'], ['a4', 'Nxc3'], ['Qxc3', 'Ne4'], ['Qd3', 'Bf6'], ['Ba3', 'Re8'], ['Bh5', 'g6\n'], ['Bf3', 'Rc8'], ['Rfd1', 'Kg7'], ['Bxe4', 'fxe4'], ['Qc3', 'b5'], ['axb5', 'cxb5'], ['Bc5', 'Bxe5'], ['fxe5', 'Ra8\n'], ['Ra6', 'bxc4'], ['bxc4', 'Bc8'], ['Rd6', 'Qh4'], ['Rc6', 'a5'], ['Rf1', 'Ba6'], ['Rc7+', 'Kg8'], ['Rf4', 'Qh5\n'], ['Qe1', 'g5'], ['g4', 'Qh3'], ['Rff7', 'Rab8'], ['Qf1', 'Qxg4+'], ['Kh1', 'Qh5'], ['Rg7+', 'Kh8'], ['Rgd7', 'Kg8\n'], ['Qf7+', 'Qxf7'], ['Rxf7', 'Rb1+'], ['Kg2', 'Rb2+'], ['Kg3', '']]",1-0
Chigorin Mem Open,St Petersburg RUS,2001.10.28,3,"Vorobiov,E","Vitiugov,N",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['Nc3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Be2', 'Be7'], ['f4', 'O-O'], ['Be3', 'Nc6\n'], ['O-O', 'Qc7'], ['Kh1', 'a6'], ['a4', 'Re8'], ['a5', 'Nxa5'], ['e5', 'dxe5'], ['fxe5', 'Qxe5'], ['Bf4', 'Qc5\n'], ['Na4', 'Qa7'], ['Bc7', 'Nc6'], ['Nb6', 'Nxd4'], ['Qxd4', 'Bd7'], ['Rad1', 'Bc6'], ['Nxa8', 'Qxd4'], ['Rxd4', 'Rxa8\n'], ['Bf3', 'Bxf3'], ['gxf3', '']]",1/2-1/2
Chigorin Mem Open,St Petersburg RUS,2001.10.29,4,"Vitiugov,N","Balashov,Y",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['Qe2', 'Bd6'], ['c3', 'O-O'], ['O-O', 'Re8'], ['Bc2', 'Bf8\n'], ['d4', 'd6'], ['d5', 'Ne7'], ['c4', 'Ng6'], ['Nc3', 'Nh5'], ['g3', 'Bg4'], ['Qd3', 'Be7'], ['Nd2', 'Bg5'], ['Bd1', 'Qc8\n'], ['Bxg4', 'Qxg4'], ['Qf3', 'Qh3'], ['Qg2', 'Qd7'], ['Qf3', 'Qh3'], ['Qg2', 'Qd7'], ['Qf3', '']]",1/2-1/2
