Kautsky mem9,Prague,1934.??.??,12,"Opocensky, Karel","Karjakin, Sergei",,,D02,"[['d4', 'd5'], ['Nf3', 'c6'], ['e3', 'e6'], ['Bd3', 'Nd7'], ['Nbd2', 'f5'], ['c4', 'Qf6'], ['Rb1', 'a5'], ['b3', 'Bd6'], ['Bb2', 'Nh6\n'], ['Qc2', 'O-O'], ['Nf1', 'g6'], ['Ng3', 'Ng4'], ['Ne2', 'Nh6'], ['Bc3', 'Bc7'], ['b4', 'axb4'], ['Bxb4', 'Re8\n'], ['Nc3', 'Nb6'], ['O-O', 'Nxc4'], ['Bxc4', 'dxc4'], ['e4', 'b5'], ['a4', 'Bd7'], ['e5', 'Qg7'], ['axb5', 'cxb5\n'], ['d5', 'Bxe5'], ['Rfe1', 'Nf7'], ['Qd2', 'exd5'], ['Nxd5', 'Bc6'], ['Nxe5', 'Nxe5'], ['f4', 'Rad8'], ['Ne7+', 'Qxe7\n'], ['Bxe7', 'Rxd2'], ['Rxe5', 'Rxg2+'], ['Kf1', 'Rxh2'], ['Rb4', 'Ra8']]",0-1
Keres mem op,Tallin,1998.06.21,8,"Tsiganova, Monika","Karjakin, Sergei",,,A65,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e6'], ['Nc3', 'exd5'], ['cxd5', 'd6'], ['e4', 'g6'], ['Bd3', 'Bg7'], ['Nge2', 'O-O\n'], ['O-O', 'a6'], ['a4', 'Nbd7'], ['h3', 'Ne5'], ['Bc2', 'Nh5'], ['f4', 'Nd7'], ['g4', 'Nhf6'], ['Ng3', 'Rb8\n'], ['Be3', 'b5'], ['axb5', 'axb5'], ['Qf3', 'b4'], ['Nd1', 'Qc7'], ['g5', 'Ne8'], ['e5', 'dxe5'], ['f5', 'f6\n'], ['fxg6', 'fxg5'], ['Nf5', 'e4'], ['Qh5', 'Nef6'], ['gxh7+', 'Kh8'], ['Qxg5', 'Ne5'], ['d6', 'Qf7'], ['Qxg7+', 'Qxg7+\n'], ['Nxg7', 'Bxh3'], ['Rf4', 'Kxg7'], ['Nf2', 'Be6'], ['Ra7+', 'Kh8'], ['Nxe4', 'Nfg4'], ['Rxf8+', 'Rxf8\n'], ['Bxc5', 'Nf3+'], ['Kh1', 'Ne1'], ['Bd4+', '']]",1-0
Keres mem op,Tallin,1998.06.22,9,"Karjakin, Sergei","Mueuetnik, Valdo",,,B89,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bc4', 'e6'], ['Bb3', 'Nc6'], ['Be3', 'Na5\n'], ['Qe2', 'Be7'], ['O-O-O', 'Qc7'], ['g4', 'Nxb3+'], ['axb3', 'Nd7'], ['g5', 'b5'], ['h4', 'b4'], ['Nf5', 'bxc3\n'], ['Nxg7+', 'Kd8'], ['Bd4', 'e5'], ['Bxc3', 'Bf8'], ['Nf5', 'Nc5'], ['b4', 'Nd7'], ['Qh5', 'Bb7'], ['Rhe1', 'Ke8\n'], ['f4', 'Rc8'], ['Nh6', 'Nb6'], ['Rf1', 'Bxh6'], ['Qxh6', 'Nc4'], ['Rf2', 'Ne3'], ['Rdd2', 'Ng4'], ['Qg7', 'Rf8\n'], ['Rg2', 'f5'], ['gxf6', 'Nxf6'], ['fxe5', 'dxe5'], ['Bxe5', 'Qxg7'], ['Rxg7', 'Bxe4'], ['Re2', 'Bf3\n'], ['Re1', 'Ne4'], ['Rxh7', 'Rc6'], ['c3', 'Re6'], ['Bd4', 'Rg8'], ['Re3', 'Rg1+'], ['Kc2', 'Bd1+'], ['Kd3', 'Rg2\n'], ['Kc4', 'Nd2+'], ['Kc5', 'Nb3+'], ['Kd5', 'Nxd4'], ['Rxe6+', 'Nxe6'], ['Kxe6', 'Re2+'], ['Kd6', 'Rxb2\n'], ['Re7+', 'Kd8'], ['Ra7', 'Rd2+'], ['Kc5', 'Be2'], ['h5', 'Bxh5'], ['Rxa6', 'Kc7'], ['Ra7+', 'Kb8'], ['Rh7', 'Bf3\n'], ['c4', 'Rg2'], ['Re7', 'Be2'], ['Re4', 'Kb7'], ['b5', 'Rg7'], ['Kb4', '']]",1/2-1/2
Keres Mem Open,Tallinn EST,2001.07.25,1,"Zaitsenkov,Aleksei","Karjakin,Sergei",,,B34,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Nxc6', 'bxc6'], ['Nc3', 'Bg7'], ['Bd2', 'Nf6'], ['g3', 'd5\n'], ['exd5', 'cxd5'], ['Bg2', 'O-O'], ['Rb1', 'e5'], ['O-O', 'Be6'], ['Bg5', 'd4'], ['Bxf6', 'Bxf6'], ['Ne4', 'Be7\n'], ['b3', 'f5'], ['Nd2', 'Rc8'], ['Re1', 'Bf6'], ['Nf3', 'e4'], ['Nd2', 'Qc7'], ['Rc1', 'Qa5'], ['a4', 'Bg5\n'], ['Re2', 'Rfe8'], ['Rb1', 'd3'], ['cxd3', 'exd3'], ['Rxe6', 'Rxe6'], ['Nc4', 'Qd8'], ['f4', 'Qd4+'], ['Kh1', 'Bf6\n'], ['Qd2', 'Re2'], ['Qd1', 'Rce8'], ['Qg1', 'd2']]",0-1
Keres Mem Open,Tallinn EST,2001.07.26,2,"Karjakin,Sergei","Prakken,G",,,C78,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'b5'], ['Bb3', 'Bb7'], ['c3', 'Nxe4'], ['d4', 'exd4\n'], ['Re1', 'Na5'], ['Ng5', 'd5'], ['Rxe4+', 'dxe4'], ['Nxf7', 'Qf6'], ['Bg5', 'Qf5'], ['Nxh8', 'Nxb3'], ['axb3', 'Qxg5\n'], ['h4', 'Qf5'], ['cxd4', 'Bd6'], ['d5', 'O-O-O'], ['Qd4', 'Rxh8'], ['Nc3', 'Qe5']]",0-1
Keres Mem Open,Tallinn EST,2001.07.26,3,"Kulaots,K","Karjakin,Sergei",,,B80,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be3', 'Ng4'], ['Bg5', 'h6'], ['Bh4', 'g5\n'], ['Bg3', 'Bg7'], ['Be2', 'h5'], ['Bxg4', 'hxg4'], ['Nd5', 'Nc6'], ['Nf5', 'Bxf5'], ['exf5', 'Ne5'], ['c3', 'Rc8\n'], ['Bxe5', 'Bxe5'], ['Qxg4', 'f6'], ['g3', 'Rc5'], ['Qa4+', 'b5'], ['Qe4', 'Rc4'], ['Qd3', 'g4'], ['O-O-O', 'Kf7\n'], ['h3', 'Qa5'], ['Kb1', 'Rg8'], ['hxg4', 'Rcxg4'], ['Rh7+', 'Kf8'], ['Nxe7', 'b4'], ['Qf3', 'R4g7'], ['Ng6+', 'Ke8\n'], ['Qc6+', 'Kd8'], ['Qa8+', 'Kc7'], ['Qxg8', '']]",1-0
Keres Mem Open,Tallinn EST,2001.07.27,4,"Karjakin,Sergei","Metsalu,Tauno",,,B64,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bg5', 'e6'], ['Qd2', 'Be7'], ['O-O-O', 'O-O\n'], ['f4', 'Bd7'], ['Ndb5', 'e5'], ['Nxd6', 'exf4'], ['Bxf4', 'Bg4'], ['Be2', 'Qb6'], ['e5', 'Bxe2'], ['Qxe2', 'Ne8\n'], ['Nd5', 'Qa5'], ['Kb1', 'Bxd6'], ['exd6', 'Rd8'], ['Qg4', 'f5'], ['Qg3', 'Qc5'], ['Rhe1', 'Nd4'], ['Ne7+', 'Kh8\n'], ['Qd3', 'Nb5'], ['Qh3', 'Rf7'], ['Rd3', 'Nexd6'], ['Qxh7+', '']]",1-0
Keres Mem Open,Tallinn EST,2001.07.28,5,"Sarapik,Kristjan","Karjakin,Sergei",,,B34,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Nc3', 'Bg7'], ['Be3', 'Nf6'], ['f3', 'O-O'], ['Qd2', 'd5\n'], ['exd5', 'Nxd5'], ['Nxd5', 'Qxd5'], ['Nxc6', 'Qxc6'], ['O-O-O', 'Bf5'], ['Bd3', 'Rfd8'], ['Qe2', 'Qe6\n'], ['Bc4', 'Qe5'], ['c3', 'Rdc8'], ['Rd5', 'Qb8'], ['Rc5', 'Rxc5'], ['Bxc5', 'Qc7'], ['Be3', 'Rc8'], ['g4', 'Qxc4\n'], ['Qxc4', 'Rxc4'], ['gxf5', 'a6'], ['Rd1', 'h5'], ['Rd7', 'Rh4'], ['Rxe7', 'Rxh2'], ['Rxb7', 'gxf5'], ['c4', 'Re2\n'], ['Bf4', 'Be5'], ['Kd1', 'Rxb2'], ['Rxb2', 'Bxb2'], ['Bd6', 'f6'], ['c5', 'Kf7'], ['Ke2', 'Be5'], ['f4', 'Bxd6\n'], ['cxd6', 'Ke6'], ['Kf3', 'Kxd6']]",0-1
Keres Mem Open,Tallinn EST,2001.07.28,6,"Karjakin,Sergei","Reizniece,D",,,B09,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['f4', 'Bg7'], ['Nf3', 'O-O'], ['Bd3', 'Na6'], ['O-O', 'c5'], ['d5', 'Bg4\n'], ['h3', 'Bxf3'], ['Qxf3', 'Nc7'], ['Bd2', 'e6'], ['Rae1', 'exd5'], ['exd5', 'Qd7'], ['a4', 'a6'], ['a5', 'Nb5\n'], ['Ne2', 'Ne8'], ['f5', 'Rc8'], ['c3', 'c4'], ['Bb1', 'Nf6'], ['Nf4', 'Rce8'], ['Qg3', 'Rxe1'], ['Bxe1', 'Nc7\n'], ['Qh4', 'Ncxd5'], ['Nxd5', 'Nxd5'], ['f6', 'Nxf6'], ['Rxf6', 'Bxf6'], ['Qxf6', 'Qe6'], ['Qxe6', 'fxe6\n'], ['Be4', 'd5'], ['Bf3', 'Kf7'], ['Bg3', 'Ke7'], ['Kf2', 'Rc8'], ['Ke3', 'Rc5'], ['Bh4+', 'Kd6'], ['Bd8', 'Rb5\n'], ['Kf4', 'h6'], ['Bb6', 'Rxb2'], ['Bd4', 'Ra2'], ['Bg7', 'Rxa5'], ['Bf8+', 'Kd7'], ['Bxh6', 'Rb5'], ['Ke5', 'Ke7\n'], ['Bg4', 'Rb6'], ['Be3', 'Rc6'], ['Bc1', 'a5'], ['h4', 'b5'], ['Ba3+', 'Kf7'], ['h5', 'gxh5'], ['Bxh5+', 'Kg7\n'], ['Bg4', 'b4'], ['cxb4', 'axb4'], ['Bxb4', 'c3'], ['Bxc3', '']]",1/2-1/2
Keres Mem Open,Tallinn EST,2001.07.29,7,"Lybin,D","Karjakin,Sergei",,,E61,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['Bg5', 'O-O'], ['Nf3', 'd6'], ['e3', 'Nbd7'], ['Be2', 'c6'], ['Qc2', 'a6\n'], ['a4', 'Qa5'], ['O-O', 'e5'], ['b4', 'Qxb4'], ['a5', 'exd4'], ['exd4', 'd5'], ['c5', 'Nxc5'], ['Bxf6', 'Bf5\n'], ['Na2', 'Qxa5'], ['Qxc5', 'Qxc5'], ['dxc5', 'Bxf6'], ['Rad1', 'Rfe8'], ['Bd3', 'Bxd3'], ['Rxd3', 'Re2\n'], ['Nc1', 'Rc2'], ['Rb3', 'a5'], ['Nd3', 'a4'], ['Ra3', 'Rc3'], ['Rxc3', 'Bxc3'], ['Rc1', 'a3'], ['Rxc3', 'a2\n'], ['Rc1', 'a1=Q'], ['Rxa1', 'Rxa1+'], ['Nfe1', 'Rb1'], ['Kf1', 'b6'], ['Ke2', 'bxc5'], ['Nxc5', 'Kf8'], ['Ned3', 'Ke7\n'], ['h4', 'Kd6'], ['Ke3', 'Rd1'], ['g3', 'h5'], ['Nb7+', 'Kc7'], ['Nbc5', 'f6'], ['Nf4', 'g5'], ['hxg5', 'fxg5\n'], ['Nce6+', 'Kd6'], ['Nxg5', 'c5'], ['Ke2', 'Rh1'], ['Nf7+', 'Ke7'], ['Ne5', 'Kd6'], ['Nf7+', 'Ke7'], ['Ne5', 'd4\n'], ['Kd3', 'Kd6'], ['Nf3', 'Rc1'], ['Nh4', 'Ke5'], ['Nf3+', 'Kf5'], ['Nd2', 'h4'], ['Nf3', 'hxg3'], ['fxg3', 'Kg4\n'], ['Ne5+', 'Kxg3'], ['Ne2+', 'Kf2'], ['Nxc1', 'c4+'], ['Nxc4', 'Kf3'], ['Ne2', 'Kg4'], ['Nd2', 'Kf5'], ['Nf3', 'Ke6\n'], ['Ke4', 'd3'], ['Nf4+', 'Kd6'], ['Nd2', 'Kc5'], ['Ke5', 'Kc6'], ['Ng6', 'Kc5'], ['Ne7', 'Kb4'], ['Kd4', 'Kb5\n'], ['Nf5', 'Kc6'], ['Kc4', 'Kd7'], ['Kd5', 'Kc7'], ['Nd4', 'Kb6'], ['Kd6', 'Kb7'], ['Ne6', 'Kb6'], ['Nc7', 'Kb7\n'], ['Nd5', 'Kc8'], ['Ke7', 'Kb7'], ['Kd7', 'Ka6'], ['Kc6', 'Ka5'], ['Kc5', 'Ka6'], ['Kb4', 'Kb7'], ['Kb5', 'Kc8\n'], ['Kc6', 'Kd8'], ['Kd6', 'Ke8'], ['Ke6', 'Kd8'], ['Nb4', 'Kc7'], ['Ke7', 'Kb6'], ['Kd6', 'Kb7'], ['Nd5', 'Kc8\n'], ['Ke7', 'Kb7'], ['Kd7', 'Ka6'], ['Kc6', 'Ka5'], ['Nb6', 'Kb4'], ['Nbc4', 'Ka4'], ['Nd6', 'Kb4'], ['N6e4', 'Ka5\n'], ['Kc5', 'Ka6'], ['Nd6', 'Ka5'], ['Nb7+', 'Ka4'], ['Kc4', 'Ka3'], ['Nc5', 'Kb2'], ['Nce4', 'Kc2\n'], ['Kd4', 'Kb2'], ['Nf6', 'Kc2'], ['Ke3', 'Kb2'], ['Nd5', 'Kc2'], ['Ne7', 'Kc3'], ['Nc6', 'Kb2'], ['Nd4', 'Kc3\n'], ['N4f3', 'Kb4'], ['Kd4', 'Kb5'], ['Ne5', 'Kb6']]",1/2-1/2
Keres Mem Open,Tallinn EST,2001.07.30,8,"Karjakin,Sergei","Fomina,T",,,C10,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Bd7'], ['Nf3', 'Bc6'], ['Ned2', 'Nf6'], ['Bd3', 'Bd6'], ['Nc4', 'Nbd7\n'], ['O-O', 'O-O'], ['c3', 'b6'], ['Re1', 'h6'], ['a4', 'Bb7'], ['a5', 'a6'], ['Nxd6', 'cxd6'], ['axb6', 'Qxb6\n'], ['Qe2', 'Qc6'], ['Qf1', 'Rfe8'], ['Bf4', 'Nf8'], ['Nd2', 'Nd5'], ['Bg3', 'f5'], ['f3', 'Ng6'], ['Nc4', 'Ndf4\n'], ['Na5', 'Qc7'], ['Nxb7', 'Qxb7'], ['b4', 'Qc7'], ['Ra3', 'Nd5'], ['Rea1', 'Kh7'], ['b5', 'a5'], ['c4', 'Ndf4\n'], ['Bxf4', 'Nxf4'], ['g3', 'Nxd3'], ['Qxd3', 'Rec8'], ['Ra4', 'Qb6'], ['Kg2', 'g6'], ['Re1', 'Re8'], ['Ra2', 'Re7\n'], ['f4', 'Rc8'], ['Rae2', 'Rce8'], ['h3', 'Kg7'], ['Kh2', 'Kf7'], ['Qc3', 'Rc8'], ['h4', 'Qxb5'], ['d5', 'Rxc4\n'], ['dxe6+', 'Rxe6'], ['Qh8', 'Rxe2+'], ['Rxe2', 'Re4'], ['Qh7+', 'Kf6'], ['Qh8+', 'Ke6'], ['Qg8+', 'Kd7\n'], ['Qf7+', 'Kd8'], ['Qf8+', 'Kd7'], ['Qf7+', 'Kd8'], ['Qf8+', 'Kd7']]",1/2-1/2
