Wch U10,Menorca,1996.??.??,3,"Grachev, Boris","Wojtaszek, Radoslaw",,,A47,"[['d4', 'Nf6'], ['Nf3', 'b6'], ['Bf4', 'Bb7'], ['e3', 'e6'], ['Bd3', 'Be7'], ['h3', 'd6'], ['O-O', 'Nbd7'], ['Bh2', 'Ne4\n'], ['Nfd2', 'Nxd2'], ['Nxd2', 'O-O'], ['e4', 'c5'], ['c3', 'e5'], ['dxe5', 'dxe5'], ['Nc4', 'Bf6'], ['Qg4', 'Qe7\n'], ['Ne3', 'Rfe8'], ['Bc4', 'Rac8'], ['Nf5', '']]",1-0
EU-ch U10,Rimavska Sobota,1996.??.??,5,"Wojtaszek, Radoslaw","Simonjan, K.",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Bg7'], ['Nbd2', 'O-O'], ['e3', 'd6'], ['Bd3', 'Nbd7'], ['O-O', 'e5'], ['c3', 'Re8\n'], ['Qc2', 'c6'], ['Rfe1', 'Qc7'], ['h3', 'Nf8'], ['c4', 'Ne6'], ['Bh4', 'Bd7'], ['Nb3', 'e4'], ['Bxe4', 'Nxe4\n'], ['Qxe4', 'Nxd4'], ['Qf4', 'Nc2'], ['c5', 'Nxa1'], ['cxd6', 'Qc8'], ['Rxa1', 'Be6'], ['Nc5', 'b6'], ['Ne4', 'f5\n'], ['Nf6+', 'Bxf6'], ['Bxf6', 'Qd7'], ['Qh6', 'Qf7'], ['Bc3', 'Qf8'], ['Qf4', 'Rad8'], ['Qe5', 'Rxd6'], ['Qh8+', 'Kf7\n'], ['Qxh7+', 'Qg7'], ['Qxg7+', '']]",1-0
EU-ch U10,Rimavska Sobota,1996.??.??,6,"Wojtaszek, Radoslaw","Szablewski, Mikolaj",,,D03,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['Bg5', 'Ne4'], ['Bf4', 'c5'], ['c3', 'Qb6'], ['Qb3', 'c4'], ['Qc2', 'h6'], ['Nbd2', 'Bf5\n'], ['Nxe4', 'Bxe4'], ['Qc1', 'Bh7'], ['Nd2', 'Nd7'], ['e4', 'e6'], ['Be2', 'Rc8'], ['Bf3', 'Nf6'], ['exd5', 'exd5\n'], ['O-O', 'Be7'], ['Re1', 'Qd8'], ['Nf1', 'O-O'], ['Be5', 'Ne4'], ['Ng3', 'Bg5'], ['Bf4', 'Bxf4'], ['Qxf4', 'Ng5\n'], ['Re5', 'Nxf3+'], ['Qxf3', 'Qb6'], ['Qe2', 'Bd3'], ['Qd2', 'Rce8'], ['Rae1', 'Qb5'], ['Nh5', 'Rxe5'], ['Rxe5', 'Re8\n'], ['Nf4', 'Rxe5'], ['dxe5', 'g5'], ['Nh5', 'Qa5'], ['a3', 'd4'], ['f4', 'dxc3'], ['bxc3', 'Qb6+']]",0-1
EU-ch U10,Rimavska Sobota,1996.??.??,7,"Avetisian, A.","Wojtaszek, Radoslaw",,,C00,"[['e4', 'e6'], ['Qe2', 'c5'], ['Nf3', 'Nc6'], ['g3', 'Be7'], ['Bg2', 'd5'], ['d3', 'Nf6'], ['c3', 'O-O'], ['O-O', 'Re8\n'], ['e5', 'Nd7'], ['h4', 'h6'], ['Bh3', 'a5'], ['Na3', 'b6'], ['Bf4', 'Ba6'], ['Qd2', 'Rb8'], ['c4', 'Nb4'], ['h5', 'Qc7\n'], ['Rfe1', 'Kh7'], ['Nc2', 'Bb7'], ['a3', 'dxc4'], ['axb4', 'Bxf3'], ['dxc4', 'Bxh5'], ['bxa5', 'bxa5\n'], ['Na3', 'g5'], ['g4', 'Bg6'], ['Bg3', 'Red8'], ['Qc3', 'Rb4'], ['Nb5', 'Qb6'], ['Red1', 'Nb8'], ['Bg2', 'Nc6\n'], ['Rxd8', 'Bxd8'], ['Rd1', 'a4'], ['Bxc6', 'Qxc6'], ['Rxd8', 'Be4'], ['Rd6', 'Qb7'], ['Rd2', 'Bh1'], ['Qd3+', 'Kg7\n'], ['Qf1', 'Rb3'], ['Nc3', 'a3'], ['Na4', 'Qb4'], ['Rd3', 'Rxb2'], ['Nxb2', 'axb2'], ['Rd1', 'Be4'], ['Rb1', 'Bxb1\n'], ['Qxb1', 'Qc3']]",0-1
EU-ch U10,Rimavska Sobota,1996.??.??,8,"Wojtaszek, Radoslaw","Hera, Imre Jr",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Bg7'], ['e3', 'd6'], ['Be2', 'O-O'], ['O-O', 'Nbd7'], ['Nbd2', 'c5'], ['c3', 'b6\n'], ['Qc2', 'Bb7'], ['Rfe1', 'Rc8'], ['Bd3', 'd5'], ['h3', 'Re8'], ['a3', 'Kh8'], ['Nh2', 'e5'], ['dxe5', 'Nxe5\n'], ['Bb5', 'Re7'], ['Ndf3', 'Nxf3+'], ['Nxf3', 'h6'], ['Bf4', 'Ne4'], ['Rad1', 'Qf8'], ['Nd2', 'a6'], ['Be2', 'Rd8\n'], ['Nxe4', 'Rxe4'], ['Bf3', 'Re6'], ['c4', 'Re7'], ['Bxd5', 'Bxd5'], ['Rxd5', 'Red7'], ['Red1', 'Qe7'], ['Qa4', 'Rxd5\n'], ['Rxd5', 'g5'], ['Bg3', 'a5'], ['Qc6', 'Re8'], ['Qxb6', 'Qe4'], ['Rxc5', 'Qb1+'], ['Kh2', 'Re6'], ['Rc6', 'Rxc6\n'], ['Qxc6', 'Qxb2'], ['Qe8+', 'Kh7'], ['c5', 'Qxa3'], ['c6', 'Qa4'], ['Qa8', 'Qe4'], ['Qa6', 'Be5'], ['Qb5', 'Bxg3+\n'], ['fxg3', 'a4'], ['c7', 'Qa8'], ['Qb8', 'Qxb8']]",1-0
EU-ch U10,Rimavska Sobota,1996.??.??,9,"Radjabov, Teimour","Wojtaszek, Radoslaw",,,A05,"[['Nf3', 'Nf6'], ['g3', 'g6'], ['b3', 'Bg7'], ['Bb2', 'O-O'], ['Bg2', 'd5'], ['O-O', 'c5'], ['d3', 'Nc6'], ['Nbd2', 'Re8\n'], ['Ne5', 'Qc7'], ['Nxc6', 'bxc6'], ['c4', 'Bb7'], ['Rc1', 'Rac8'], ['Qc2', 'e6'], ['cxd5', 'cxd5'], ['b4', 'c4\n'], ['dxc4', 'dxc4'], ['Bxb7', 'Qxb7'], ['Qa4', 'Qd5'], ['Nxc4', 'Ne4'], ['Bxg7', 'Kxg7'], ['Rfd1', 'Qe5\n'], ['e3', '']]",1/2-1/2
EU-ch U10,Tallinn,1997.??.??,1,"Wojtaszek, Radoslaw","Nazarevich, Vitaly",,,B07,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'e5'], ['dxe5', 'dxe5'], ['Qxd8+', 'Kxd8'], ['Bc4', 'Be6'], ['Bxe6', 'fxe6\n'], ['Nf3', 'Bd6'], ['O-O', 'a6'], ['a4', 'Nc6'], ['Be3', 'Ke7'], ['Rad1', 'Rhb8'], ['Nd2', 'b5'], ['f3', 'Nd4\n'], ['Rc1', 'h6'], ['Kh1', 'g5'], ['Rfe1', 'Kf7']]",1/2-1/2
EU-ch U10,Tallinn,1997.??.??,2,"Kulesza, Mateusz","Wojtaszek, Radoslaw",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Qf6'], ['c3', 'Nge7'], ['f4', 'd6'], ['Be2', 'Bd7\n'], ['Bf3', 'O-O-O'], ['a3', 'Ng6'], ['g3', 'Rhe8'], ['b4', 'Bb6'], ['a4', 'd5'], ['Na3', 'dxe4'], ['Be2', 'Nxd4\n'], ['Bxd4', 'Bxd4'], ['cxd4', 'Be6']]",1/2-1/2
EU-ch U10,Tallinn,1997.??.??,3,"Wojtaszek, Radoslaw","Ionescu, Vlad",,,B26,"[['e4', 'c5'], ['Nc3', 'e6'], ['g3', 'd6'], ['Bg2', 'g6'], ['d3', 'Bg7'], ['f4', 'Ne7'], ['Be3', 'Nbc6'], ['Nge2', 'Nd4\n'], ['O-O', 'Nec6'], ['Qd2', 'O-O'], ['Rae1', 'Rb8'], ['Nd1', 'b5'], ['c3', 'Nxe2+'], ['Qxe2', 'Qc7'], ['g4', 'f5\n'], ['gxf5', 'exf5'], ['h4', 'Ne7']]",1/2-1/2
EU-ch U10,Tallinn,1997.??.??,4,"Hryhoryev, Oleksiy","Wojtaszek, Radoslaw",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Be3', 'e5'], ['d5', 'a5'], ['Nf3', 'Na6'], ['h3', 'Ne8\n'], ['Nd2', 'f5'], ['f3', 'f4'], ['Bf2', 'b6'], ['a3', 'Bd7'], ['Rc1', 'Bf6'], ['h4', 'Ng7'], ['Nf1', 'Nh5'], ['Qc2', 'Be7']]",1-0
EU-ch U10,Tallinn,1997.??.??,5,"Wojtaszek, Radoslaw","Mutapcic, Damir",,,B19,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Bf5'], ['Ng3', 'Bg6'], ['h4', 'h6'], ['Nf3', 'Nd7'], ['h5', 'Bh7\n'], ['Bd3', 'Bxd3'], ['Qxd3', 'Ngf6'], ['Bd2', 'e6'], ['Ne4', 'Nxe4'], ['Qxe4', 'Nf6'], ['Qd3', 'Bd6'], ['O-O-O', 'Qc7\n'], ['Kb1', 'O-O-O'], ['Qb3', 'Rhe8']]",1-0
EU-ch U10,Tallinn,1997.??.??,6,"Kaplan, Alexander","Wojtaszek, Radoslaw",,,C25,"[['e4', 'e5'], ['Nc3', 'Nc6'], ['Bc4', 'Bc5'], ['Qg4', 'Qf6'], ['Nd5', 'Qxf2+'], ['Kd1', 'Kf8'], ['Nh3', 'Qd4'], ['d3', 'Be7\n'], ['Rf1', 'Nf6'], ['Qf3', 'h6'], ['Nxf6', 'Bxf6'], ['Qh5', 'Nd8'], ['Ng5', 'g6'], ['Qf3', 'Bxg5'], ['Bxg5', 'hxg5\n'], ['Qf6', 'd5'], ['Qxh8+', 'Ke7']]",1-0
EU-ch U10,Tallinn,1997.??.??,7,"Wojtaszek, Radoslaw","Gudelj, Ivan",,,B25,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['f4', 'e6'], ['d3', 'Nge7'], ['Nf3', 'O-O'], ['Be3', 'd6\n'], ['O-O', 'Nd4'], ['Rb1', 'Rb8'], ['Ne2', 'Nxe2+'], ['Qxe2', 'b5'], ['c3', 'b4'], ['c4', 'Nc6'], ['Qf2', 'Qf6\n'], ['Kh1', 'Nd4'], ['Bxd4', 'cxd4']]",1-0
EU-ch U10,Tallinn,1997.??.??,8,"Fatullaev, Emil","Wojtaszek, Radoslaw",,,A48,"[['d4', 'Nf6'], ['e3', 'g6'], ['Bd3', 'Bg7'], ['Nf3', 'O-O'], ['b3', 'd6'], ['Bb2', 'Nbd7'], ['O-O', 'c5'], ['Nbd2', 'Qc7\n'], ['c4', 'b6'], ['Rc1', 'Bb7'], ['Re1', 'Rad8'], ['Qc2', 'Rfe8'], ['Be4', 'Nxe4'], ['Nxe4', 'a6'], ['a4', 'e5\n'], ['d5', 'h6'], ['Nh4', 'Nf8']]",0-1
EU-ch U10,Tallinn,1997.??.??,9,"Wojtaszek, Radoslaw","Kovaljovs, Nikolajs",,,B25,"[['e4', 'c5'], ['Nc3', 'd6'], ['g3', 'Nc6'], ['Bg2', 'Nf6'], ['d3', 'g6'], ['f4', 'Bg7'], ['Nf3', 'Bd7'], ['O-O', 'Qc8\n'], ['Qe1', 'O-O'], ['Nd1', 'a6'], ['Nf2', 'Ng4'], ['c3', 'Rb8'], ['Nxg4', 'Bxg4'], ['Be3', 'b5'], ['a3', 'a5\n'], ['Qd2', 'Bh3'], ['d4', 'Bxg2']]",1-0
Wch U12,Oropesa del Mar,1998.??.??,4,"Wojtaszek, Radoslaw","Brusco, Damian",,,A89,"[['d4', 'd6'], ['Nf3', 'f5'], ['c4', 'Nf6'], ['Nc3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'Nc6'], ['d5', 'Na5\n'], ['Qd3', 'e5'], ['dxe6', 'Bxe6'], ['Nd5', 'Nc6'], ['Ng5', 'Bd7'], ['Nf4', 'Qe7'], ['Qb3', 'Kh8'], ['Qxb7', 'Rab8\n'], ['Qa6', 'Qe6'], ['Qa3', 'Qe5'], ['Be3', 'Qxb2'], ['Qxb2', 'Rxb2'], ['Rfb1', 'Rfb8'], ['Rxb2', 'Rxb2\n'], ['Nge6', 'Ne4'], ['Nxg7', 'Kxg7'], ['Kf1', 'Ne5'], ['Bxa7', 'Nd2+'], ['Ke1', 'Ndxc4'], ['Bd4', 'Rb8\n'], ['a4', 'c5'], ['Bxe5+', 'dxe5'], ['Nd3', 'Bxa4'], ['Nxc5', 'Be8'], ['e4', 'Rb6'], ['exf5', 'gxf5'], ['Bh3', 'Nd6\n'], ['Nd3', 'Kf6'], ['Ra7', 'Bg6'], ['Ra5', 'e4'], ['Nf4', 'Rb1+'], ['Ke2', 'Bf7'], ['Rc5', 'Rb2+'], ['Ke1', 'e3\n'], ['fxe3', 'Rxh2'], ['g4', 'Bc4'], ['Rc6', 'Ke5'], ['gxf5', 'Rh1+'], ['Kf2', 'Rh2+'], ['Kg3', 'Rc2'], ['Rc7', 'Rc3\n'], ['Rc5+', 'Kf6'], ['Rc6', 'Ke5'], ['Ng2', 'Nxf5+'], ['Bxf5', 'Kxf5'], ['Rc7', 'h5'], ['Rc5+', 'Kg6'], ['Nh4+', 'Kh6\n'], ['Nf5+', 'Kg6'], ['Kf4', 'Rc1'], ['Rc6+', 'Kh7'], ['Ke5', 'Rc2'], ['Rh6+', 'Kg8'], ['Kf6', 'Rf2'], ['Rxh5', 'Bd3\n'], ['Rg5+', 'Kh7'], ['Ke5', 'Rf3'], ['e4', 'Rf1'], ['Rg2', 'Re1'], ['Kf6', 'Rxe4'], ['Rh2+', 'Kg8'], ['Ne7+', 'Rxe7\n'], ['Kxe7', 'Bb1'], ['Rg2+', 'Kh7'], ['Kf6', 'Bd3'], ['Rg7+', 'Kh6'], ['Rg3', 'Kh7'], ['Rxd3', '']]",1-0
Wch U12,Oropesa del Mar,1998.??.??,5,"Wojtaszek, Radoslaw","Arngrimsson, Dagur",,,D02,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['Bf4', 'Bf5'], ['c4', 'e6'], ['Nc3', 'c6'], ['e3', 'Bd6'], ['Bxd6', 'Qxd6'], ['Be2', 'O-O\n'], ['Nh4', 'Bg6'], ['Nxg6', 'fxg6'], ['c5', 'Qe7'], ['f4', 'Nbd7'], ['O-O', 'b6'], ['b4', 'a5'], ['a3', 'Ra7\n'], ['Qb3', 'b5'], ['Ra2', 'Rfa8'], ['Rfa1', 'Qd8'], ['a4', 'bxa4'], ['Rxa4', 'Rb8'], ['b5', 'cxb5'], ['Nxb5', 'Ra6\n'], ['Qc2', 'Rc8'], ['Qa2', 'Ne4'], ['Rxa5', 'Rxa5'], ['Qxa5', 'Qh4'], ['Qe1', 'Qd8'], ['g3', 'Rb8'], ['c6', 'Rc8\n'], ['cxd7', 'Qxd7'], ['Ra7', 'Qc6'], ['Qb4', 'Qc1+'], ['Kg2', 'Qxe3'], ['Ra2', 'Qf2+'], ['Kh3', 'g5'], ['Qe7', 'g4+\n'], ['Kxg4', 'Rf8'], ['Kh3', 'h6'], ['Ra7', 'Ng5+'], ['fxg5', 'Qf5+'], ['Bg4', 'Qf1+'], ['Kh4', 'hxg5+'], ['Kh5', 'g6+\n'], ['Kh6', '']]",1-0
