URS-sf Russia-ch,Gorky,1989.??.??,?,"Tunik, Gennady","Ibragimov, Ildar",,,D94,"[['c4', 'Nf6'], ['Nc3', 'c6'], ['d4', 'd5'], ['e3', 'g6'], ['Nf3', 'Bg7'], ['h3', 'O-O'], ['Bd3', 'c5'], ['O-O', 'Na6'], ['a3', 'cxd4\n'], ['exd4', 'dxc4'], ['Bxc4', 'Nc7'], ['Re1', 'Be6'], ['Bf1', 'Re8'], ['Bg5', 'Ncd5'], ['Na4', 'Bf5'], ['Nc5', 'b6\n'], ['Nd3', 'Rc8'], ['Rc1', 'Rxc1'], ['Qxc1', 'Qc8'], ['Nfe5', 'Ne4'], ['Bh6', 'Qxc1'], ['Bxc1', 'Nd6'], ['Nc6', 'Rc8\n'], ['Ndb4', 'Kf8'], ['Nxa7', 'Ra8'], ['Nxd5', 'Rxa7'], ['Bf4', 'Be6'], ['Nb4', 'Rc7'], ['d5', 'Bd7'], ['Rc1', 'Rxc1\n'], ['Bxc1', 'Ba4'], ['Bd3', 'Ke8'], ['Bc2', 'Bxc2'], ['Nxc2', 'Kd7'], ['b3', 'b5'], ['Kf1', 'Ne8'], ['Bf4', 'Bc3\n'], ['Ke2', 'Nf6'], ['Ne3', 'Bd4'], ['Bg5', 'Bxe3'], ['Kxe3', 'Nxd5+'], ['Kd4', 'Kd6'], ['Bd2', 'e5+'], ['Kd3', 'f5\n'], ['g3', 'Kc5'], ['f3', 'Nc7'], ['Bh6', 'Ne6'], ['Kc3', 'Kd5'], ['a4', 'bxa4'], ['bxa4', 'Nd4'], ['a5', 'Nxf3\n'], ['a6', 'Kc6'], ['Be3', 'g5'], ['Kd3', 'h5'], ['Ke2', 'e4'], ['Kf2', 'Kc7'], ['Bc5', 'Kc6'], ['Ke3', 'h4'], ['gxh4', 'Nxh4\n'], ['Be7', 'Nf3'], ['Bd8', '']]",1/2-1/2
URS-sf Russia-ch,Gorky,1989.??.??,?,"Baburin, Alexander","Ibragimov, Ildar",,,D20,"[['d4', 'd5'], ['c4', 'dxc4'], ['e4', 'Nc6'], ['d5', 'Ne5'], ['Qd4', 'Nd3+'], ['Bxd3', 'cxd3'], ['Nc3', 'c6'], ['Nf3', 'Nf6\n'], ['O-O', 'cxd5'], ['exd5', 'e6'], ['Re1', 'Be7'], ['Bf4', 'Qb6'], ['Qxd3', 'O-O'], ['d6', 'Rd8'], ['Rad1', 'Ne8\n'], ['Nb5', 'f6'], ['Qb3', 'Bf8'], ['Nfd4', 'Bd7'], ['a4', 'Kh8'], ['Nxe6', 'Bxe6'], ['Qxe6', 'a6'], ['Qf7', '']]",1-0
URS-sf Russia-ch,Gorky,1989.??.??,?,"Makarov, Marat","Ibragimov, Ildar",,,A09,"[['Nf3', 'd5'], ['c4', 'dxc4'], ['e4', 'c5'], ['Bxc4', 'Nc6'], ['Bb5', 'Bd7'], ['Nc3', 'e6'], ['O-O', 'Nge7'], ['d4', 'cxd4\n'], ['Nxd4', 'a6'], ['Ba4', 'b5'], ['Bb3', 'Ng6'], ['Nxc6', 'Bxc6'], ['Qxd8+', 'Rxd8'], ['Be3', 'Be7'], ['f3', '']]",1/2-1/2
Katowice op,Katowice,1990.??.??,3,"Moiseev, Viktor","Ibragimov, Ildar",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Re8'], ['d4', 'Bb7'], ['Ng5', 'Rf8'], ['Nf3', 'Re8'], ['Nbd2', 'Bf8'], ['a3', 'g6'], ['Ba2', 'Bg7\n'], ['d5', 'Ne7'], ['b4', 'a5'], ['bxa5', 'Rxa5'], ['Rb1', 'Qa8'], ['c4', 'bxc4'], ['Nxc4', 'Ra6'], ['Qb3', 'Bc8\n'], ['Bd2', 'Nd7'], ['Bb4', '']]",1/2-1/2
Katowice op,Katowice,1990.??.??,10,"Zilberstein, Valery I","Ibragimov, Ildar",,,D20,"[['d4', 'd5'], ['c4', 'dxc4'], ['e4', 'Nc6'], ['Nf3', 'Bg4'], ['d5', 'Ne5'], ['Bf4', 'Ng6'], ['Be3', 'e5'], ['Bxc4', 'Bd6\n'], ['Qa4+', 'Kf8'], ['Nbd2', 'Nf6'], ['Be2', 'h6'], ['h3', 'Bd7'], ['Bb5', 'Bc8'], ['Rc1', 'Kg8'], ['a3', 'Kh7\n'], ['Qc2', 'Rf8'], ['g3', 'Ne8'], ['Bd3', 'a6'], ['Nc4', 'Kg8'], ['Nfd2', 'Bd7'], ['Na5', 'Qc8'], ['h4', 'f5\n'], ['exf5', 'Ne7'], ['Qb3', 'Nxf5'], ['Bxf5', 'Bxf5'], ['Qxb7', 'Nf6'], ['Qxc8', 'Raxc8'], ['O-O', 'Nxd5\n'], ['Bc5', 'Nf6'], ['Rfe1', 'Rfe8'], ['Nb7', 'Bxc5'], ['Nxc5', 'Rcd8'], ['Nc4', 'e4'], ['Nxa6', 'Re7'], ['Ne3', 'Bg6']]",1-0
URS-chT,Podolsk,1990.??.??,?,"Doroshkievich, Vladimir K","Ibragimov, Ildar",,,D02,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['Bf4', 'c5'], ['c3', 'e6'], ['e3', 'Be7'], ['Nbd2', 'O-O'], ['Bd3', 'b6'], ['O-O', 'Bb7\n'], ['Qb1', 'Nbd7'], ['a4', 'a6'], ['b4', 'c4'], ['Bc2', 'h6'], ['h3', 'Nh5'], ['Bh2', 'f5'], ['Ne5', 'Bd6'], ['Nxd7', 'Qxd7\n'], ['a5', 'b5'], ['Nf3', 'Nf6'], ['Bxd6', 'Qxd6'], ['Ne5', 'Nd7'], ['Nxd7', 'Qxd7'], ['Qe1', 'Rae8'], ['Rd1', 'Qe7\n'], ['Qd2', 'Qg5'], ['Rfe1', 'Rf6'], ['f3', 'Rg6'], ['Qf2', 'Rf8'], ['Rd2', 'h5'], ['h4', 'Qe7']]",1/2-1/2
URS-chT,Podolsk,1990.??.??,?,"Yuneev, Alexey","Ibragimov, Ildar",,,D02,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['Bf4', 'c6'], ['Nbd2', 'Bf5'], ['e3', 'e6'], ['Bd3', 'Bd6'], ['Bxd6', 'Qxd6'], ['O-O', 'Nbd7\n'], ['Bxf5', 'exf5'], ['c4', 'O-O']]",1/2-1/2
URS-chT,Podolsk,1990.??.??,?,"Emeljanov, Artur","Ibragimov, Ildar",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['d4', 'exd4'], ['e5', 'Ne4'], ['Nxd4', 'Nxd4\n'], ['Qxd4', 'Nc5'], ['Bb3', 'O-O'], ['Rd1', 'd6'], ['Qc3', 'Bg4'], ['f3', 'Bf5'], ['Bf4', 'Qc8'], ['Nd2', 'b5\n'], ['Nf1', 'Rd8'], ['Ne3', 'Bf8'], ['Bd5', 'Rb8'], ['b4', 'Na4'], ['Qe1', 'Bg6'], ['Bb3', 'Nb6'], ['exd6', 'cxd6\n'], ['h4', 'Rb7'], ['Qg3', 'Qc3'], ['h5', 'Bxh5'], ['Qh4', 'Re8'], ['Nd5', 'Nxd5'], ['Bxd5', 'Bxf3'], ['Bxf3', 'Rc7\n'], ['Qg3', 'Qxb4'], ['Bxd6', 'Bxd6'], ['Qxd6', 'Qa5'], ['Rd2', 'Rce7'], ['Rf1', 'Re6'], ['Qd7', 'R6e7'], ['Qd5', 'Qb6+\n'], ['Rdf2', 'Re5'], ['Qb3', 'Rf8'], ['Bd5', 'Kh8'], ['c4', 'f5'], ['Qc3', 'Re3'], ['c5', 'Qh6'], ['Qd4', 'Qg5\n'], ['c6', '']]",1-0
URS-chT,Podolsk,1990.??.??,?,"Ibragimov, Ildar","Anastasian, Ashot",,,D42,"[['c4', 'c5'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['e3', 'Be7'], ['d4', 'cxd4'], ['exd4', 'O-O'], ['Bd3', 'd5'], ['cxd5', 'Nxd5\n'], ['O-O', 'Nc6'], ['Re1', 'Nf6'], ['Bg5', 'b6'], ['a3', 'Bb7'], ['Bc2', 'Nd5'], ['Qd3', 'g6'], ['Bh6', 'Re8\n'], ['Ba4', 'Nxc3'], ['bxc3', 'Rc8'], ['c4', 'Bf6'], ['Rad1', 'Qd6'], ['Ne5', 'Nxe5'], ['dxe5', 'Qxd3'], ['Rxd3', 'Red8\n'], ['Rxd8+', 'Bxd8'], ['Rd1', 'Bc7'], ['Rd7', 'Ba6'], ['Re7', 'Bxe5'], ['Be8', 'Bxc4'], ['Bxf7+', 'Kh8\n'], ['Rxa7', 'Bd5'], ['h4', 'b5'], ['Ra6', 'Bg7'], ['Bxg7+', 'Kxg7'], ['Bxe6', 'Bxe6'], ['Rxe6', 'Rc3'], ['Re3', 'Rc4\n'], ['g3', 'b4'], ['Re7+', 'Kg8'], ['axb4', 'Rxb4'], ['Kg2', 'h5'], ['Kf3', 'Ra4'], ['Re4', '']]",1/2-1/2
URS-chT,Podolsk,1990.??.??,?,"Ibragimov, Ildar","Komliakov, Viktor",,,A21,"[['d4', 'd6'], ['c4', 'e5'], ['Nf3', 'e4'], ['Nfd2', 'f5'], ['e3', 'Nf6'], ['Nc3', 'g6'], ['Be2', 'Bg7'], ['f3', 'exf3\n'], ['Bxf3', 'O-O'], ['O-O', 'Nc6'], ['Re1', 'Kh8'], ['Nf1', 'Ne7'], ['b3', 'c6'], ['Ba3', 'Re8'], ['Rc1', 'd5\n'], ['Nd2', 'Ne4'], ['Ndb1', 'Be6'], ['Ne2', 'Bf7'], ['Nf4', 'Ng8'], ['Nd3', 'Ngf6'], ['Ne5', 'Kg8'], ['Qc2', 'Be6\n'], ['Nc3', 'Rc8'], ['Ne2', 'Nd7'], ['Nd3', 'Bf7'], ['Nef4', 'Nb6'], ['Ne5', 'Nf6'], ['Qd3', 'Be6'], ['g3', 'Ne4\n'], ['cxd5', 'Bxd5'], ['Nxd5', 'Qxd5'], ['Nc4', 'Qd8'], ['Bxe4', 'fxe4'], ['Qc2', 'Re6'], ['Ne5', 'Bxe5\n'], ['dxe5', 'Qd3'], ['Qf2', 'Nd5'], ['Bd6', 'Rd8'], ['Rcd1', 'Qa6'], ['Rf1', 'Rexd6'], ['Qf7+', 'Kh8'], ['exd6', 'Qb6\n'], ['Rd4', 'Nxe3'], ['Qf6+', 'Kg8'], ['Qf7+', 'Kh8'], ['Rb4', '']]",1-0
URS-chT,Podolsk,1990.??.??,?,"Ibragimov, Ildar","Krasenkow, Michal",,,A42,"[['c4', 'e5'], ['Nc3', 'd6'], ['Nf3', 'g6'], ['d4', 'Bg7'], ['e4', 'exd4'], ['Nxd4', 'Ne7'], ['Bg5', 'h6'], ['Be3', 'O-O\n'], ['Qd2', 'Kh7'], ['h4', 'f5'], ['exf5', 'Nxf5'], ['Nxf5', 'Bxf5'], ['h5', 'g5'], ['Bd3', 'Qd7'], ['Bxf5+', 'Qxf5\n'], ['Nd5', 'Na6'], ['O-O', 'Rae8'], ['Rad1', 'Qg4'], ['f4', 'c6'], ['Nc3', 'gxf4'], ['Bxf4', 'Qxh5'], ['Bxd6', 'Rxf1+\n'], ['Rxf1', 'Nc5'], ['Bg3', 'Ne6'], ['Qd7', 'Kg8'], ['Ne4', 'Nf8'], ['Qd3', 'Re6'], ['Nd2', 'Qe2'], ['Rf3', 'Bxb2\n'], ['Qd8', 'Bg7'], ['Nb3', 'Qxc4'], ['Bd6', 'Re1+'], ['Kh2', 'Kh7'], ['Rg3', 'Ng6']]",0-1
