Wch U10,Duisburg,1992.??.??,1,"Grischuk, Alexander","Simons, Rudi",,,C70,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'b5'], ['Bb3', 'Nf6'], ['Ng5', 'Be7'], ['Nxf7', 'Rf8'], ['Nxd8', 'Bxd8\n'], ['O-O', 'Nxe4'], ['Qh5+', 'g6'], ['Qxh7', 'Ng5'], ['Qxg6+', 'Nf7'], ['d3', 'a5'], ['Bh6', 'Rg8'], ['Qxf7+', '']]",1-0
Wch U10,Bratislava,1993.??.??,1,"Grischuk, Alexander","Pareshishvili, Giorgi",,,B26,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'd6'], ['Be3', 'e5'], ['f4', 'Nge7'], ['Nf3', 'b6'], ['O-O', 'O-O\n'], ['h3', 'Qd7'], ['g4', 'exf4'], ['Bxf4', 'Bb7'], ['Qd2', 'Rfe8'], ['Rae1', 'Ne5'], ['Bh6', 'Nxf3+'], ['Rxf3', 'd5\n'], ['Bxg7', 'Kxg7'], ['Qf4', 'Rf8'], ['e5', 'd4'], ['Qf6+', 'Kg8'], ['Ne4', 'Bxe4'], ['Rxe4', 'Nd5'], ['Qg5', 'Kg7\n'], ['e6', 'fxe6'], ['Qe5+', 'Kg8'], ['Qxe6+', 'Qxe6'], ['Rxe6', 'Rad8'], ['Rxf8+', 'Kxf8'], ['Bxd5', 'Rxd5\n'], ['Kf2', 'Kf7'], ['Re4', 'Rd6'], ['Kf3', 'Re6'], ['h4', 'h6'], ['a3', 'Kf6'], ['Rxe6+', 'Kxe6'], ['Ke4', 'h5\n'], ['gxh5', 'gxh5'], ['b4', 'a6'], ['bxc5', 'bxc5'], ['Kf4', 'Kf6'], ['Ke4', 'Ke6'], ['Kf4', 'Kf6'], ['Ke4', '']]",1/2-1/2
Wch U10,Bratislava,1993.??.??,2,"Purev Dorj, T.","Grischuk, Alexander",,,B08,"[['e4', 'g6'], ['Nf3', 'Bg7'], ['Bc4', 'd6'], ['O-O', 'Nf6'], ['Nc3', 'O-O'], ['d4', 'Nxe4'], ['Nxe4', 'd5'], ['Bxd5', 'Qxd5\n'], ['Nc3', 'Qd8'], ['h3', 'b6'], ['Bf4', 'Ba6'], ['Re1', 'Nc6'], ['Ne2', 'e6'], ['c3', 'Qe7'], ['Ng3', 'h6'], ['d5', 'g5\n'], ['Bxg5', 'hxg5'], ['dxc6', 'Bb5'], ['Nf5', 'Qc5'], ['Nxg7', 'Kxg7'], ['Qd4+', 'Qxd4'], ['Nxd4', 'Bd3\n'], ['Re3', 'Bg6'], ['Re5', 'Kf6'], ['Nf3', 'Rfd8'], ['Rxg5', 'Be4'], ['Rg4', 'Bxc6'], ['Rf4+', 'Ke7'], ['Ne5', 'Be8\n'], ['Nf3', 'Bc6'], ['Rc4', 'Bxf3'], ['gxf3', 'c5'], ['b4', 'cxb4'], ['cxb4', 'Rd3'], ['Rc7+', 'Kf6'], ['Kg2', 'Rg8+\n'], ['Kh2', 'Rxf3'], ['Rc2', 'Rh8'], ['Rg1', 'Rfxh3+'], ['Kg2', 'Ra3'], ['Rd1', 'Rh4'], ['Rb2', 'Rc4'], ['Rd7', 'Rc1\n'], ['Rd5', 'exd5'], ['Rd2', 'Ke6'], ['Re2+', 'Kd6'], ['Re3', 'Rxe3'], ['fxe3', 'Rc2+'], ['Kg3', 'Rxa2'], ['Kf3', 'Rb2\n'], ['e4', 'Rxb4'], ['exd5', 'a5'], ['Ke3', 'a4'], ['Kd3', 'a3'], ['Kc3', 'Rb1'], ['Kc2', 'a2']]",0-1
Wch U10,Bratislava,1993.??.??,3,"Grischuk, Alexander","Sebenik, Matej",,,B19,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Bf5'], ['Ng3', 'Bg6'], ['h4', 'h6'], ['Nf3', 'Nd7'], ['h5', 'Bh7\n'], ['Bd3', 'Bxd3'], ['Qxd3', 'Qc7'], ['Rh4', 'e6'], ['Ne4', 'Ngf6'], ['Bf4', 'Qa5+'], ['Bd2', 'Qc7'], ['O-O-O', 'Nxe4\n'], ['Qxe4', 'O-O-O'], ['c4', 'Nf6'], ['Qe2', 'c5'], ['Be3', 'Bd6'], ['Kb1', 'Rhe8'], ['g3', 'Kb8'], ['dxc5', 'Bxc5\n'], ['Bf4', 'Bd6'], ['Ne5', 'Re7'], ['c5', 'Qxc5'], ['Nc4', 'Ne8'], ['Nxd6', 'Nxd6'], ['Qe5', 'Rc7'], ['Qxc5', '']]",1-0
Wch U10,Bratislava,1993.??.??,4,"Grischuk, Alexander","Azarov, Sergei",,,C95,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Nb8'], ['d4', 'Nbd7'], ['Nbd2', 'Bb7'], ['Bc2', 'Re8'], ['b3', 'Bf8'], ['d5', 'c6'], ['c4', 'cxd5\n'], ['cxd5', 'Rc8'], ['a4', 'Qc7'], ['Bb1', 'bxa4'], ['Rxa4', 'Nc5'], ['Ra2', 'g6'], ['b4', 'Ncd7'], ['Nb3', 'Qb6\n'], ['Bd2', 'Bg7'], ['Na5', 'Ra8'], ['Bd3', 'Bc8'], ['Qb3', 'Nf8'], ['Be3', 'Qb8'], ['Nc6', 'Qb7'], ['Rea1', 'Nxd5\n'], ['exd5', 'e4'], ['Bxa6', 'Rxa6'], ['Nfd4', 'Rxa2'], ['Rxa2', 'Bd7'], ['Ra7', 'Qc8'], ['Bf4', 'Be5'], ['Bxe5', 'dxe5\n'], ['Nb5', 'Bxc6'], ['dxc6', 'Ne6'], ['Nd6', 'Qb8'], ['Rd7', 'Rd8'], ['Nxf7', 'Rxd7'], ['Nh6+', 'Kg7'], ['cxd7', 'Qc7\n'], ['Ng4', 'Qxd7'], ['Nxe5', 'Qc7'], ['Qb2', 'Kf8'], ['b5', 'Ke7'], ['Nc6+', 'Kd7'], ['b6', 'Qb7'], ['Na5', 'Qb8\n'], ['b7', 'Nd8'], ['Qd4+', 'Ke7'], ['Qxe4+', 'Kd7'], ['Qg4+', 'Ke7'], ['Qc8', '']]",1-0
Wch U10,Bratislava,1993.??.??,5,"Chanda, Sandipan","Grischuk, Alexander",,,C06,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['Bd3', 'c5'], ['c3', 'Nc6'], ['Ndf3', 'Qb6'], ['Ne2', 'cxd4\n'], ['cxd4', 'f6'], ['exf6', 'Nxf6'], ['O-O', 'Bd6'], ['Re1', 'O-O'], ['a3', 'Bd7'], ['Nf4', 'Rae8'], ['Be3', 'Qxb2\n'], ['Rb1', 'Qxa3'], ['Rb3', 'Qa5'], ['Qb1', 'Ne4'], ['Bxe4', 'dxe4'], ['Bd2', 'Qf5'], ['Rxe4', 'e5'], ['dxe5', 'Nxe5\n'], ['Nd4', 'Nf3+'], ['gxf3', 'Qg5+'], ['Ng2', 'Qxd2'], ['Rbe3', 'Bc5'], ['Nb3', 'Qd6'], ['Rd3', 'Qb6'], ['Rxd7', 'Rxe4\n'], ['Qxe4', 'Qxb3'], ['Qe5', 'Qb1+'], ['Ne1', 'Qg6+'], ['Kf1', 'Qa6+']]",1/2-1/2
Wch U10,Bratislava,1993.??.??,6,"Ganguly, Surya Shekhar","Grischuk, Alexander",,,B08,"[['e4', 'g6'], ['d4', 'Bg7'], ['Nc3', 'd6'], ['Nf3', 'Nf6'], ['h3', 'c6'], ['Be3', 'Qa5'], ['Qd2', 'b5'], ['Bd3', 'Nbd7\n'], ['O-O', 'O-O'], ['e5', 'b4'], ['exf6', 'bxc3'], ['Qxc3', 'Qxc3'], ['bxc3', 'Bxf6'], ['a4', 'Nb6'], ['a5', 'Nd5\n'], ['Bd2', 'Rb8'], ['Rfb1', 'Bd7'], ['Rb3', 'Rxb3'], ['cxb3', 'c5'], ['Be4', 'Be6'], ['Rb1', 'Rb8'], ['b4', 'cxb4\n'], ['c4', 'Nc7'], ['d5', 'Bc8'], ['Rxb4', 'Rxb4'], ['Bxb4', 'Na6'], ['Bd2', 'Nc5'], ['Bb1', 'Ba6'], ['Ba2', 'Kf8\n'], ['Ne1', 'Ne4'], ['Be3', 'Bc3'], ['Nf3', 'Nc5'], ['Bd2', 'Bxd2'], ['Nxd2', 'Nb7'], ['Ne4', 'Nxa5'], ['c5', 'dxc5\n'], ['Nxc5', 'Bc4'], ['Bxc4', 'Nxc4'], ['Ne4', 'Ke8'], ['Kf1', 'Nb6'], ['d6', 'f5'], ['Nc3', 'exd6'], ['Nb5', 'Nc8\n'], ['Ke2', 'Kd7'], ['Kd3', 'a6'], ['Nd4', 'Nb6'], ['Kc3', 'Nd5+'], ['Kc4', 'Nf4'], ['Kb4', 'Nxg2'], ['Ka5', 'Nf4\n'], ['h4', 'Nd3'], ['Kxa6', 'Nxf2'], ['Kb5', 'Nd3'], ['Kc4', 'Nf4'], ['Nf3', 'h6'], ['Kd4', 'Ke6'], ['Ke3', 'Nd5+\n'], ['Kd4', 'Nf6'], ['Ke3', 'Ne4'], ['Kf4', 'g5+'], ['hxg5', 'hxg5+'], ['Ke3', 'd5'], ['Nd4+', 'Kf6'], ['Ne2', 'Ke5\n'], ['Ng1', 'f4+'], ['Kd3', 'g4'], ['Ke2', 'f3+'], ['Kf1', 'Kf4'], ['Nh3+', 'gxh3'], ['Kg1', 'f2+'], ['Kh2', 'Kg4']]",0-1
Wch U10,Bratislava,1993.??.??,7,"Grischuk, Alexander","Bacrot, Etienne",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'Bg4'], ['Bd3', 'Nf6'], ['O-O', 'Be7'], ['c4', 'O-O\n'], ['Nc3', 'c6'], ['h3', 'Bh5'], ['Bf4', 'd5'], ['c5', 'b6'], ['g4', 'Bg6'], ['b4', 'a5'], ['Bxg6', 'hxg6'], ['Na4', 'Nbd7\n'], ['a3', 'Ne4'], ['Ne5', 'Nxe5'], ['Bxe5', 'b5'], ['Nb6', 'Ra7'], ['a4', 'axb4'], ['axb5', 'Rxa1'], ['Qxa1', 'cxb5\n'], ['Qa7', 'Nd2'], ['c6', 'Bd6'], ['c7', 'Bxc7'], ['Bxc7', 'Qe7'], ['Rd1', 'Qe2'], ['Qa1', 'b3'], ['Rxd2', 'Qxd2\n'], ['Qb1', 'b2']]",0-1
Wch U10,Bratislava,1993.??.??,8,"Kovchan, Alexander","Grischuk, Alexander",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Bd3', 'Nc6'], ['c3', 'Bd6'], ['Qf3', 'Nge7'], ['Ne2', 'Be6'], ['Bf4', 'Bxf4\n'], ['Nxf4', 'Qd7'], ['Nd2', 'O-O-O'], ['Nb3', 'b6'], ['Qe2', 'Bf5'], ['O-O-O', 'Rhe8'], ['Ba6+', 'Kb8'], ['Qb5', 'Qd6\n'], ['Nd3', 'Ka8'], ['Rhe1', 'Nb8'], ['Ne5', 'c6'], ['Qf1', 'Nxa6'], ['Qxa6', 'Ng6'], ['Qa4', 'Nxe5'], ['Rxe5', 'Qh6+\n'], ['Nd2', 'Rxe5'], ['dxe5', 'Kb7'], ['h3', 'Qg5'], ['g4', 'Be4'], ['h4', 'Qxh4'], ['Nxe4', 'dxe4'], ['Rxd8', 'Qxd8\n'], ['Qxe4', 'h6'], ['Kc2', 'Qd7'], ['f3', 'Qe6'], ['c4', 'Kc7'], ['b3', 'f6'], ['exf6', 'Qxf6'], ['f4', 'Kd6\n'], ['Kd3', 'Kd7'], ['f5', '']]",1/2-1/2
Wch U10,Bratislava,1993.??.??,9,"Grischuk, Alexander","Szymanski, Marcin",,,C08,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Ngf3', 'Nf6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Nbxd7\n'], ['dxc5', 'Bxc5'], ['Nb3', 'O-O'], ['Nxc5', 'Nxc5'], ['O-O', 'Re8'], ['Be3', 'b6'], ['Nd4', 'Qd7'], ['h3', 'Rac8\n'], ['c3', 'Nce4'], ['Qd3', 'Red8'], ['Rfd1', 'h6'], ['Qe2', 'Nd6'], ['Qf3', 'Nfe4'], ['Qh5', 'Nc4'], ['Nf5', 'Nxe3\n'], ['Nxe3', 'Nf6'], ['Qe2', 'Qe6'], ['Rd4', 'Rd7'], ['Rad1', 'Rcd8'], ['Qb5', 'Kh8'], ['a4', 'Rd6'], ['Qb4', 'R6d7\n'], ['Ra1', 'Qc6'], ['a5', 'Qc5'], ['axb6', 'axb6'], ['Ra6', 'Rb8'], ['Qb3', 'Kg8'], ['Rb4', 'Rd6'], ['Rb5', 'Qc6\n'], ['Ra4', 'g6'], ['Rab4', 'Kg7'], ['Rd4', 'Rbd8'], ['Rdb4', 'Rb8'], ['Qd1', 'h5'], ['Qd4', 'Kh7'], ['g4', 'hxg4\n'], ['hxg4', 'Ne8'], ['Rxd5', 'Rxd5'], ['Qxd5', 'Qf6'], ['g5', 'Qe7'], ['Re4', 'Qa7'], ['Rh4+', 'Kg8'], ['Qe5', 'Ng7\n'], ['Ng4', 'Nh5'], ['Nf6+', 'Kf8'], ['Qxb8+', '']]",1-0
Wch U10,Bratislava,1993.??.??,10,"Grischuk, Alexander","Kuliev, S.",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'Nxe4'], ['Qe2', 'Qe7'], ['Qxe4', 'd6'], ['d4', 'dxe5'], ['Qxe5', 'Qxe5+\n'], ['dxe5', 'Bf5'], ['c3', 'Nd7'], ['f4', 'O-O-O'], ['Be3', 'a6'], ['Nd2', 'f6'], ['exf6', 'Nxf6'], ['h3', 'Re8\n'], ['Kf2', 'Nd5'], ['Nc4', 'Nxe3'], ['Nxe3', 'Bc5'], ['Re1', 'Rxe3']]",0-1
Wch U10,Bratislava,1993.??.??,11,"Li, Q.","Grischuk, Alexander",,,E88,"[['e4', 'g6'], ['d4', 'Bg7'], ['c4', 'd6'], ['Nc3', 'Nf6'], ['f3', 'O-O'], ['Be3', 'e5'], ['d5', 'c6'], ['Qd2', 'cxd5'], ['exd5', 'Nh5\n'], ['g4', 'Nf4'], ['O-O-O', 'Na6'], ['Nge2', 'Nxe2+'], ['Bxe2', 'Nc5'], ['Bh6', 'f5'], ['Bxg7', 'Kxg7'], ['h4', 'f4\n'], ['Bd3', 'Nxd3+'], ['Qxd3', 'h6'], ['h5', 'Qe8'], ['hxg6', 'Qxg6'], ['Qxg6+', 'Kxg6'], ['Ne4', 'Bd7'], ['Nxd6', 'Rf6\n'], ['Ne4', 'Rff8'], ['Rh5', 'Rac8'], ['Nd2', 'Rc7'], ['Rdh1', '']]",1-0
